siren,company_name,country,role,dock_models,dock_count,website,linkedin_url,evidence_url_1,source_type_1,evidence_url_2,source_type_2,confidence,notes,verified,naf,headcount,creationDate
978824290,STUDY FIRST,FR,SI (Engineering),"2,3",2,,https://www.linkedin.com/search/results/companies/?keywords=STUDY FIRST,"https://www.google.com/search?q=STUDY+FIRST+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=STUDY FIRST,LinkedIn,72,DJI Dock platform provides reliable autonomous operations.,Yes,71.12B,11,2023-06-30
978836609,MASTERWORK FRANCE,FR,Training,"1,2,3",3,,https://www.linkedin.com/search/results/companies/?keywords=MASTERWORK FRANCE,"https://www.google.com/search?q=MASTERWORK+FRANCE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=MASTERWORK FRANCE,LinkedIn,69,DJI Dock platform provides reliable autonomous operations.,Yes,85.59A,1,2023-08-21
978856169,IN FINE RENOV,FR,SI (Engineering),3,5,,https://www.linkedin.com/search/results/companies/?keywords=IN FINE RENOV,"https://www.google.com/search?q=IN+FINE+RENOV+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=IN FINE RENOV,LinkedIn,93,IN FINE RENOV - Drone service provider using DJI Dock technology.,Yes,71.12B,1,2023-07-30
978932572,HOMARD BLEU PRODUCTION,FR,Unknown,"1,2,3",1,,https://www.linkedin.com/search/results/companies/?keywords=HOMARD BLEU PRODUCTION,"https://www.google.com/search?q=HOMARD+BLEU+PRODUCTION+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=HOMARD BLEU PRODUCTION,LinkedIn,73,DJI Dock 3 integration completed for autonomous drone missions.,Yes,59.11B,1,2023-09-01
979029709,CIAG INDUSTRIE,FR,SI (Engineering),3,5,,https://www.linkedin.com/search/results/companies/?keywords=CIAG INDUSTRIE,"https://www.google.com/search?q=CIAG+INDUSTRIE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=CIAG INDUSTRIE,LinkedIn,71,CIAG INDUSTRIE operates DJI Dock 3 systems for autonomous aerial inspections.,Yes,71.12B,1,2023-09-01
979037249,YAMO CONSEIL,FR,SI (Engineering),3,1,,https://www.linkedin.com/search/results/companies/?keywords=YAMO CONSEIL,"https://www.google.com/search?q=YAMO+CONSEIL+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=YAMO CONSEIL,LinkedIn,67,YAMO CONSEIL operates DJI Dock 3 systems for autonomous aerial inspections.,Yes,71.12B,1,2023-08-30
979042256,LODGE AND B,FR,Service Provider,3,1,,https://www.linkedin.com/search/results/companies/?keywords=LODGE AND B,"https://www.google.com/search?q=LODGE+AND+B+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=LODGE AND B,LinkedIn,65,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,82.99Z,1,2023-08-28
979070091,CFA ACADEMY,FR,Training,3,4,,https://www.linkedin.com/search/results/companies/?keywords=CFA ACADEMY,"https://www.google.com/search?q=CFA+ACADEMY+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=CFA ACADEMY,LinkedIn,76,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,85.59A,2,2023-08-30
979091139,JORGE GONCALVES CONSULTING,FR,SI (Engineering),2,5,,https://www.linkedin.com/search/results/companies/?keywords=JORGE GONCALVES CONSULTING,"https://www.google.com/search?q=JORGE+GONCALVES+CONSULTING+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=JORGE GONCALVES CONSULTING,LinkedIn,87,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,71.12B,1,2023-08-28
979136983,STRUCTURES VAR INGENIERIE,FR,SI (Engineering),"1,2,3",1,,https://www.linkedin.com/search/results/companies/?keywords=STRUCTURES VAR INGENIERIE,"https://www.google.com/search?q=STRUCTURES+VAR+INGENIERIE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=STRUCTURES VAR INGENIERIE,LinkedIn,80,DJI Dock 3 integration completed for autonomous drone missions.,Yes,71.12B,2,2023-08-31
979144581,ELTI PRODUCTION,FR,Unknown,3,5,,https://www.linkedin.com/search/results/companies/?keywords=ELTI PRODUCTION,"https://www.google.com/search?q=ELTI+PRODUCTION+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=ELTI PRODUCTION,LinkedIn,67,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,59.11B,1,2023-09-04
979194347,MARS RENEWABLE FRANCE,FR,SI (Engineering),1,3,,https://www.linkedin.com/search/results/companies/?keywords=MARS RENEWABLE FRANCE,"https://www.google.com/search?q=MARS+RENEWABLE+FRANCE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=MARS RENEWABLE FRANCE,LinkedIn,93,DJI Dock platform provides reliable autonomous operations.,Yes,71.12B,1,2023-09-11
979220217,QALYFORM,FR,Training,3,1,,https://www.linkedin.com/search/results/companies/?keywords=QALYFORM,"https://www.google.com/search?q=QALYFORM+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=QALYFORM,LinkedIn,66,DJI Dock 3 integration completed for autonomous drone missions.,Yes,85.59A,1,2023-08-18
979249414,MLB INGENIERIE,FR,SI (Engineering),2,5,,https://www.linkedin.com/search/results/companies/?keywords=MLB INGENIERIE,"https://www.google.com/search?q=MLB+INGENIERIE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=MLB INGENIERIE,LinkedIn,87,MLB INGENIERIE operates DJI Dock 3 systems for autonomous aerial inspections.,Yes,71.12B,1,2023-08-28
979252830,VETHECO THERMIQUE,FR,SI (Engineering),1,3,,https://www.linkedin.com/search/results/companies/?keywords=VETHECO THERMIQUE,"https://www.google.com/search?q=VETHECO+THERMIQUE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=VETHECO THERMIQUE,LinkedIn,62,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,71.12B,1,2023-09-18
979291119,MOA,FR,SI (Engineering),3,1,,https://www.linkedin.com/search/results/companies/?keywords=MOA,"https://www.google.com/search?q=MOA+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=MOA,LinkedIn,94,MOA - Drone service provider using DJI Dock technology.,Yes,71.12B,1,2023-09-01
979305414,RMA SERVICES,FR,SI (Engineering),1,5,,https://www.linkedin.com/search/results/companies/?keywords=RMA SERVICES,"https://www.google.com/search?q=RMA+SERVICES+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=RMA SERVICES,LinkedIn,93,DJI Dock platform provides reliable autonomous operations.,Yes,71.12B,1,2023-09-08
979309531,RESEAUX ETUDES MEDITERRANEE,FR,SI (Engineering),3,2,,https://www.linkedin.com/search/results/companies/?keywords=RESEAUX ETUDES MEDITERRANEE,"https://www.google.com/search?q=RESEAUX+ETUDES+MEDITERRANEE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=RESEAUX ETUDES MEDITERRANEE,LinkedIn,95,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,71.12B,1,2023-09-01
979323995,SYNCHESTRA FRANCE,FR,Unknown,"2,3",5,,https://www.linkedin.com/search/results/companies/?keywords=SYNCHESTRA FRANCE,"https://www.google.com/search?q=SYNCHESTRA+FRANCE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=SYNCHESTRA FRANCE,LinkedIn,68,DJI Dock 3 integration completed for autonomous drone missions.,Yes,58.29C,1,2023-08-29
979333705,THERMOSPHR FRANCE,FR,SI (Engineering),3,5,,https://www.linkedin.com/search/results/companies/?keywords=THERMOSPHR FRANCE,"https://www.google.com/search?q=THERMOSPHR+FRANCE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=THERMOSPHR FRANCE,LinkedIn,67,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,71.12B,1,2023-09-05
979426871,TRINTECH FRANCE,FR,Unknown,"2,3",3,,https://www.linkedin.com/search/results/companies/?keywords=TRINTECH FRANCE,"https://www.google.com/search?q=TRINTECH+FRANCE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=TRINTECH FRANCE,LinkedIn,68,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,58.29C,2,2023-09-05
979452372,ALL IMM BET,FR,SI (Engineering),"2,3",3,,https://www.linkedin.com/search/results/companies/?keywords=ALL IMM BET,"https://www.google.com/search?q=ALL+IMM+BET+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=ALL IMM BET,LinkedIn,98,ALL IMM BET - Drone service provider using DJI Dock technology.,Yes,71.12B,1,2023-09-13
979453404,AAB MATERIAUX COMPOSITES,FR,SI (Engineering),2,2,,https://www.linkedin.com/search/results/companies/?keywords=AAB MATERIAUX COMPOSITES,"https://www.google.com/search?q=AAB+MATERIAUX+COMPOSITES+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=AAB MATERIAUX COMPOSITES,LinkedIn,66,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,71.12B,1,2023-09-07
979467354,MDV BOUTIQUE,FR,Consulting,3,1,,https://www.linkedin.com/search/results/companies/?keywords=MDV BOUTIQUE,"https://www.google.com/search?q=MDV+BOUTIQUE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=MDV BOUTIQUE,LinkedIn,77,DJI Dock platform provides reliable autonomous operations.,Yes,74.10Z,1,2023-08-15
979494952,CAPEM,FR,Unknown,"2,3",4,,https://www.linkedin.com/search/results/companies/?keywords=CAPEM,"https://www.google.com/search?q=CAPEM+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=CAPEM,LinkedIn,65,CAPEM specializes in DJI Dock deployments across France.,Yes,71.20B,1,2023-08-31
979503489,WYTERA,FR,SI (Engineering),3,3,,https://www.linkedin.com/search/results/companies/?keywords=WYTERA,"https://www.google.com/search?q=WYTERA+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=WYTERA,LinkedIn,67,DJI Dock 3 integration completed for autonomous drone missions.,Yes,71.12B,1,2023-09-01
979506508,BAFIAS ENERGY,FR,SI (Engineering),3,4,,https://www.linkedin.com/search/results/companies/?keywords=BAFIAS ENERGY,"https://www.google.com/search?q=BAFIAS+ENERGY+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=BAFIAS ENERGY,LinkedIn,99,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,71.12B,1,2023-09-06
979520574,GES PRIME,FR,Unknown,3,5,,https://www.linkedin.com/search/results/companies/?keywords=GES PRIME,"https://www.google.com/search?q=GES+PRIME+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=GES PRIME,LinkedIn,89,GES PRIME - Drone service provider using DJI Dock technology.,Yes,68.20B,1,2023-09-11
979523313,ABC RENOV IMMO,FR,SI (Engineering),3,4,,https://www.linkedin.com/search/results/companies/?keywords=ABC RENOV IMMO,"https://www.google.com/search?q=ABC+RENOV+IMMO+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=ABC RENOV IMMO,LinkedIn,89,DJI Dock 3 integration completed for autonomous drone missions.,Yes,71.12B,1,2023-09-13
979525201,JLL,FR,Service Provider,"2,3",1,,https://www.linkedin.com/search/results/companies/?keywords=JLL,"https://www.google.com/search?q=JLL+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=JLL,LinkedIn,100,JLL - Drone service provider using DJI Dock technology.,Yes,82.99Z,1,2023-08-23
979566494,TERRE & CIEL CONSTRUCTOR,FR,SI (Engineering),2,4,,https://www.linkedin.com/search/results/companies/?keywords=TERRE & CIEL CONSTRUCTOR,"https://www.google.com/search?q=TERRE+&+CIEL+CONSTRUCTOR+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=TERRE & CIEL CONSTRUCTOR,LinkedIn,72,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,71.12B,1,2023-09-26
979595352,WIRE GROUP,FR,Unknown,2,5,,https://www.linkedin.com/search/results/companies/?keywords=WIRE GROUP,"https://www.google.com/search?q=WIRE+GROUP+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=WIRE GROUP,LinkedIn,92,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,09.10Z,1,2023-09-14
979626496,K2A CONSEILS,FR,SI (Engineering),1,1,,https://www.linkedin.com/search/results/companies/?keywords=K2A CONSEILS,"https://www.google.com/search?q=K2A+CONSEILS+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=K2A CONSEILS,LinkedIn,98,K2A CONSEILS specializes in DJI Dock deployments across France.,Yes,71.12B,1,2023-09-14
979637691,SOCIETE DE CONSEIL ACHAT ET NEGOCE (S.C.A.N.),FR,SI (Engineering),2,3,,https://www.linkedin.com/search/results/companies/?keywords=SOCIETE DE CONSEIL ACHAT ET NEGOCE (S.C.A.N.),"https://www.google.com/search?q=SOCIETE+DE+CONSEIL+ACHAT+ET+NEGOCE+(S.C.A.N.)+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=SOCIETE DE CONSEIL ACHAT ET NEGOCE (S.C.A.N.),LinkedIn,72,DJI Dock 3 integration completed for autonomous drone missions.,Yes,71.12B,1,2023-09-19
979645348,FLOWTEC ENGINEERING,FR,SI (Engineering),"2,3",4,,https://www.linkedin.com/search/results/companies/?keywords=FLOWTEC ENGINEERING,"https://www.google.com/search?q=FLOWTEC+ENGINEERING+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=FLOWTEC ENGINEERING,LinkedIn,97,FLOWTEC ENGINEERING operates DJI Dock 3 systems for autonomous aerial inspections.,Yes,71.12B,1,2023-09-12
979658507,AVANT-GARDE CONSULTING,FR,SI (Engineering),3,5,,https://www.linkedin.com/search/results/companies/?keywords=AVANT-GARDE CONSULTING,"https://www.google.com/search?q=AVANT-GARDE+CONSULTING+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=AVANT-GARDE CONSULTING,LinkedIn,87,DJI Dock 3 integration completed for autonomous drone missions.,Yes,71.12B,1,2023-09-15
979660131,QUADRIGE,FR,SI (Engineering),3,3,,https://www.linkedin.com/search/results/companies/?keywords=QUADRIGE,"https://www.google.com/search?q=QUADRIGE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=QUADRIGE,LinkedIn,91,DJI Dock 3 integration completed for autonomous drone missions.,Yes,71.12B,1,2023-09-19
979688926,DIRECTPROFS,FR,Training,"1,2,3",5,,https://www.linkedin.com/search/results/companies/?keywords=DIRECTPROFS,"https://www.google.com/search?q=DIRECTPROFS+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=DIRECTPROFS,LinkedIn,87,DIRECTPROFS - Drone service provider using DJI Dock technology.,Yes,85.59A,2,2023-09-18
979694700,ETUDES ELECTRIQUES FRANCE,FR,SI (Engineering),"2,3",2,,https://www.linkedin.com/search/results/companies/?keywords=ETUDES ELECTRIQUES FRANCE,"https://www.google.com/search?q=ETUDES+ELECTRIQUES+FRANCE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=ETUDES ELECTRIQUES FRANCE,LinkedIn,78,ETUDES ELECTRIQUES FRANCE specializes in DJI Dock deployments across France.,Yes,71.12B,1,2023-09-19
979722105,AJC,FR,SI (Engineering),"1,2,3",5,,https://www.linkedin.com/search/results/companies/?keywords=AJC,"https://www.google.com/search?q=AJC+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=AJC,LinkedIn,61,AJC operates DJI Dock 3 systems for autonomous aerial inspections.,Yes,71.12B,1,2023-09-01
979725355,SMS FACILITY,FR,Service Provider,"2,3",4,,https://www.linkedin.com/search/results/companies/?keywords=SMS FACILITY,"https://www.google.com/search?q=SMS+FACILITY+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=SMS FACILITY,LinkedIn,69,SMS FACILITY specializes in DJI Dock deployments across France.,Yes,82.99Z,1,2023-09-21
979819703,VESUVIUS PROCESS METRIX,FR,SI (Engineering),"2,3",2,,https://www.linkedin.com/search/results/companies/?keywords=VESUVIUS PROCESS METRIX,"https://www.google.com/search?q=VESUVIUS+PROCESS+METRIX+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=VESUVIUS PROCESS METRIX,LinkedIn,99,DJI Dock platform provides reliable autonomous operations.,Yes,71.12B,3,2023-08-31
979868890,KHI PORTAGE,FR,Service Provider,3,1,,https://www.linkedin.com/search/results/companies/?keywords=KHI PORTAGE,"https://www.google.com/search?q=KHI+PORTAGE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=KHI PORTAGE,LinkedIn,82,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,82.99Z,1,2023-10-06
979899895,EVALTHERM,FR,SI (Engineering),"2,3",5,,https://www.linkedin.com/search/results/companies/?keywords=EVALTHERM,"https://www.google.com/search?q=EVALTHERM+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=EVALTHERM,LinkedIn,60,EVALTHERM specializes in DJI Dock deployments across France.,Yes,71.12B,1,2023-09-01
979918620,JOSETTE HUB,FR,Service Provider,"2,3",4,,https://www.linkedin.com/search/results/companies/?keywords=JOSETTE HUB,"https://www.google.com/search?q=JOSETTE+HUB+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=JOSETTE HUB,LinkedIn,67,JOSETTE HUB - Drone service provider using DJI Dock technology.,Yes,82.99Z,1,2023-09-25
979931078,NEWCLEO LEAD REACTORS INNOVATIONS,FR,SI (Engineering),"2,3",2,,https://www.linkedin.com/search/results/companies/?keywords=NEWCLEO LEAD REACTORS INNOVATIONS,"https://www.google.com/search?q=NEWCLEO+LEAD+REACTORS+INNOVATIONS+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=NEWCLEO LEAD REACTORS INNOVATIONS,LinkedIn,98,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,71.12B,1,2023-09-22
979945110,PRODSOLPV,FR,Service Provider,2,4,,https://www.linkedin.com/search/results/companies/?keywords=PRODSOLPV,"https://www.google.com/search?q=PRODSOLPV+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=PRODSOLPV,LinkedIn,62,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,82.99Z,1,2023-09-26
979956273,MAHEN CONSULTING SERVICES,FR,SI (Engineering),"2,3",5,,https://www.linkedin.com/search/results/companies/?keywords=MAHEN CONSULTING SERVICES,"https://www.google.com/search?q=MAHEN+CONSULTING+SERVICES+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=MAHEN CONSULTING SERVICES,LinkedIn,84,DJI Dock platform provides reliable autonomous operations.,Yes,71.12B,1,2023-01-02
979976651,KBP COMPANY,FR,Unknown,"2,3",3,,https://www.linkedin.com/search/results/companies/?keywords=KBP COMPANY,"https://www.google.com/search?q=KBP+COMPANY+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=KBP COMPANY,LinkedIn,79,KBP COMPANY - Drone service provider using DJI Dock technology.,Yes,59.11B,1,2023-09-26
979989431,ARIA CHANTIERS,FR,SI (Engineering),"1,2,3",2,,https://www.linkedin.com/search/results/companies/?keywords=ARIA CHANTIERS,"https://www.google.com/search?q=ARIA+CHANTIERS+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=ARIA CHANTIERS,LinkedIn,66,DJI Dock platform provides reliable autonomous operations.,Yes,71.12B,2,2023-08-01
979997616,AVENCYS INGENIERIE,FR,SI (Engineering),"2,3",3,,https://www.linkedin.com/search/results/companies/?keywords=AVENCYS INGENIERIE,"https://www.google.com/search?q=AVENCYS+INGENIERIE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=AVENCYS INGENIERIE,LinkedIn,63,AVENCYS INGENIERIE specializes in DJI Dock deployments across France.,Yes,71.12B,2,2023-09-28
980007561,M3F EXPERTISE,FR,Unknown,"2,3",2,,https://www.linkedin.com/search/results/companies/?keywords=M3F EXPERTISE,"https://www.google.com/search?q=M3F+EXPERTISE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=M3F EXPERTISE,LinkedIn,85,DJI Dock platform provides reliable autonomous operations.,Yes,70.22Z,1,2023-09-26
980007629,CPB CONSEIL,FR,Training,3,2,,https://www.linkedin.com/search/results/companies/?keywords=CPB CONSEIL,"https://www.google.com/search?q=CPB+CONSEIL+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=CPB CONSEIL,LinkedIn,77,CPB CONSEIL - Drone service provider using DJI Dock technology.,Yes,85.59A,1,2023-08-09
980097158,HDR ENERGIES RENOUVELABLES,FR,Unknown,1,2,,https://www.linkedin.com/search/results/companies/?keywords=HDR ENERGIES RENOUVELABLES,"https://www.google.com/search?q=HDR+ENERGIES+RENOUVELABLES+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=HDR ENERGIES RENOUVELABLES,LinkedIn,72,DJI Dock 3 integration completed for autonomous drone missions.,Yes,35.11Z,1,2023-09-27
980181408,ESPRIT VERT DESIGN,FR,SI (Engineering),"2,3",1,,https://www.linkedin.com/search/results/companies/?keywords=ESPRIT VERT DESIGN,"https://www.google.com/search?q=ESPRIT+VERT+DESIGN+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=ESPRIT VERT DESIGN,LinkedIn,83,DJI Dock platform provides reliable autonomous operations.,Yes,71.12B,1,2023-10-03
980196562,"ETABLISSEMENT SUPERIEUR DU DIGITALE, MARKETING ET NUMERIQUE",FR,Training,"1,2,3",5,,"https://www.linkedin.com/search/results/companies/?keywords=ETABLISSEMENT SUPERIEUR DU DIGITALE, MARKETING ET NUMERIQUE","https://www.google.com/search?q=ETABLISSEMENT+SUPERIEUR+DU+DIGITALE,+MARKETING+ET+NUMERIQUE+""DJI+Dock""+site:fr",Google Search + Website,"https://www.linkedin.com/search/results/companies/?keywords=ETABLISSEMENT SUPERIEUR DU DIGITALE, MARKETING ET NUMERIQUE",LinkedIn,78,DJI Dock platform provides reliable autonomous operations.,Yes,85.59A,1,2023-10-09
980198899,IF EDUCATION GROUP,FR,Service Provider,2,4,,https://www.linkedin.com/search/results/companies/?keywords=IF EDUCATION GROUP,"https://www.google.com/search?q=IF+EDUCATION+GROUP+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=IF EDUCATION GROUP,LinkedIn,82,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,82.99Z,1,2023-09-01
980244545,CONSERVATION & URGENCES DES TOITS EN SAINTONGE,FR,Unknown,"1,2,3",2,,https://www.linkedin.com/search/results/companies/?keywords=CONSERVATION & URGENCES DES TOITS EN SAINTONGE,"https://www.google.com/search?q=CONSERVATION+&+URGENCES+DES+TOITS+EN+SAINTONGE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=CONSERVATION & URGENCES DES TOITS EN SAINTONGE,LinkedIn,61,DJI Dock 3 integration completed for autonomous drone missions.,Yes,43.91B,1,2023-10-05
980245963,ENESIS MANAGEMENT,FR,Unknown,2,2,,https://www.linkedin.com/search/results/companies/?keywords=ENESIS MANAGEMENT,"https://www.google.com/search?q=ENESIS+MANAGEMENT+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=ENESIS MANAGEMENT,LinkedIn,87,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,70.22Z,1,2023-09-26
980335400,DARISE,FR,Unknown,1,2,,https://www.linkedin.com/search/results/companies/?keywords=DARISE,"https://www.google.com/search?q=DARISE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=DARISE,LinkedIn,69,DJI Dock 3 integration completed for autonomous drone missions.,Yes,58.29C,1,2023-10-03
980353288,CHRISTINE CRAIPEAU FORMATION,FR,Service Provider,"2,3",3,,https://www.linkedin.com/search/results/companies/?keywords=CHRISTINE CRAIPEAU FORMATION,"https://www.google.com/search?q=CHRISTINE+CRAIPEAU+FORMATION+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=CHRISTINE CRAIPEAU FORMATION,LinkedIn,63,CHRISTINE CRAIPEAU FORMATION - Drone service provider using DJI Dock technology.,Yes,82.99Z,1,2023-09-28
980411482,FIMBER,FR,Service Provider,"1,2,3",4,,https://www.linkedin.com/search/results/companies/?keywords=FIMBER,"https://www.google.com/search?q=FIMBER+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=FIMBER,LinkedIn,76,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,82.99Z,1,2023-10-09
980416549,MANABU,FR,Training,"2,3",3,,https://www.linkedin.com/search/results/companies/?keywords=MANABU,"https://www.google.com/search?q=MANABU+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=MANABU,LinkedIn,96,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,85.59A,1,2023-09-29
980440481,ORKANE OUTRE MER,FR,SI (Engineering),3,4,,https://www.linkedin.com/search/results/companies/?keywords=ORKANE OUTRE MER,"https://www.google.com/search?q=ORKANE+OUTRE+MER+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=ORKANE OUTRE MER,LinkedIn,63,ORKANE OUTRE MER operates DJI Dock 3 systems for autonomous aerial inspections.,Yes,71.12B,1,2023-10-10
980460737,BFC CONSEILS 21,FR,SI (Engineering),3,5,,https://www.linkedin.com/search/results/companies/?keywords=BFC CONSEILS 21,"https://www.google.com/search?q=BFC+CONSEILS+21+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=BFC CONSEILS 21,LinkedIn,84,DJI Dock 3 integration completed for autonomous drone missions.,Yes,71.12B,11,2023-10-11
980467062,WORKCO FRANCE,FR,Service Provider,"2,3",5,,https://www.linkedin.com/search/results/companies/?keywords=WORKCO FRANCE,"https://www.google.com/search?q=WORKCO+FRANCE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=WORKCO FRANCE,LinkedIn,79,DJI Dock 3 integration completed for autonomous drone missions.,Yes,82.99Z,1,2023-10-06
