Company Name,Normalized Name,Domain,Source,Entity Type,Score,Confidence,Website,LinkedIn,City,Employees,Signal Keyword,Snippet
"ARADRONE","aradrone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:45.11Z|generic_name|structured|PME/micro","ARADRONE — NAF 45.11Z, emp band NN"
"METHODRONE DEVELOPPEMENT","methodrone developpement",,govt_registry,unknown,60,medium,,,"",,"NAF_other:77.40Z|generic_name|structured|PME/micro","METHODRONE DEVELOPPEMENT — NAF 77.40Z, emp band NN"
"DRONE PLEIN SUD","drone plein sud",,govt_registry,unknown,60,medium,,,"",,"NAF_other:00.00Z|generic_name|structured|PME/micro","DRONE PLEIN SUD — NAF 00.00Z, emp band NN"
"DRONET","dronet",,govt_registry,unknown,60,medium,,,"",,"NAF_other:43.39Z|generic_name|structured|PME/micro","DRONET — NAF 43.39Z, emp band NN"
"TOPO DRONE SBH","topo drone sbh",,govt_registry,unknown,60,medium,,,"",,"NAF_other:71.12A|generic_name|structured|PME/micro","TOPO DRONE SBH — NAF 71.12A, emp band NN"
"AH DRONE","ah drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:26.11Z|generic_name|structured|PME/micro","AH DRONE — NAF 26.11Z, emp band NN"
"IDEAL DRONE","ideal drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:01.61Z|generic_name|structured|PME/micro","IDEAL DRONE — NAF 01.61Z, emp band NN"
"DRONE COM KARAIB","drone com karaib",,govt_registry,unknown,60,medium,,,"",,"NAF_other:58.14Z|generic_name|structured|PME/micro","DRONE COM KARAIB — NAF 58.14Z, emp band NN"
"DRONE PRECISION MAYENNAIS","drone precision mayennais",,govt_registry,unknown,60,medium,,,"",,"NAF_other:01.61Z|generic_name|structured|PME/micro","DRONE PRECISION MAYENNAIS — NAF 01.61Z, emp band NN"
"SONODRONE","sonodrone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:90.02Z|generic_name|structured|PME/micro","SONODRONE — NAF 90.02Z, emp band NN"
"VISUDRONE","visudrone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:71.12A|generic_name|structured|PME/micro","VISUDRONE — NAF 71.12A, emp band NN"
"METHODRONE HOLDING","methodrone holding",,govt_registry,unknown,60,medium,,,"",,"NAF_other:70.10Z|generic_name|structured|PME/micro","METHODRONE HOLDING — NAF 70.10Z, emp band NN"
"METHODRONE DISTRIBUTION","methodrone distribution",,govt_registry,unknown,60,medium,,,"",,"NAF_other:47.91A|generic_name|structured|PME/micro","METHODRONE DISTRIBUTION — NAF 47.91A, emp band NN"
"DEPART DRONE 78","depart drone 78",,govt_registry,unknown,60,medium,,,"",,"NAF_other:81.29A|generic_name|structured|PME/micro","DEPART DRONE 78 — NAF 81.29A, emp band NN"
"DRONE FRANCE","drone france",,govt_registry,unknown,60,medium,,,"",,"NAF_other:81.29A|generic_name|structured|PME/micro","DRONE FRANCE — NAF 81.29A, emp band NN"
"SIDRONE","sidrone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:82.11Z|generic_name|structured|PME/micro","SIDRONE — NAF 82.11Z, emp band NN"
"CIDRONEL","cidronel",,govt_registry,unknown,60,medium,,,"",,"NAF_other:70.10Z|generic_name|structured|PME/micro","CIDRONEL — NAF 70.10Z, emp band NN"
"DRONE DE DOME","drone de dome",,govt_registry,unknown,60,medium,,,"",,"NAF_other:82.99Z|generic_name|structured|PME/micro","DRONE DE DOME — NAF 82.99Z, emp band NN"
"RTK DRONE","rtk drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:45.32Z|generic_name|structured|PME/micro","RTK DRONE — NAF 45.32Z, emp band NN"
"ANTILLES GUYANE DRONE CONCEPT","antilles guyane drone concept",,govt_registry,unknown,60,medium,,,"",,"NAF_other:00.00Z|generic_name|structured|PME/micro","ANTILLES GUYANE DRONE CONCEPT — NAF 00.00Z, emp band NN"
"MA TOPO DRONE","ma topo drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:71.12A|generic_name|structured|PME/micro","MA TOPO DRONE — NAF 71.12A, emp band NN"
"TOPODRONE SOLUTION","topodrone solution",,govt_registry,unknown,60,medium,,,"",,"NAF_other:71.12A|generic_name|structured|PME/micro","TOPODRONE SOLUTION — NAF 71.12A, emp band NN"
"TOWER DRONE","tower drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:52.23Z|generic_name|structured|PME/micro","TOWER DRONE — NAF 52.23Z, emp band NN"
"SPACEDRONE-DATALINK","spacedronedatalink",,govt_registry,unknown,60,medium,,,"",,"NAF_other:72.19Z|generic_name|structured|PME/micro","SPACEDRONE-DATALINK — NAF 72.19Z, emp band NN"
"ZONE DE DRONE","zone de drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:00.00Z|generic_name|structured|PME/micro","ZONE DE DRONE — NAF 00.00Z, emp band NN"
"DRONE BY NATURE","drone by nature",,govt_registry,unknown,60,medium,,,"",,"NAF_other:63.12Z|generic_name|structured|PME/micro","DRONE BY NATURE — NAF 63.12Z, emp band NN"
"DRONE AGRI CORSE","drone agri corse",,govt_registry,unknown,60,medium,,,"",,"NAF_other:01.61Z|generic_name|structured|PME/micro","DRONE AGRI CORSE — NAF 01.61Z, emp band NN"
"BV-DRONE","bvdrone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:01.61Z|generic_name|structured|PME/micro","BV-DRONE — NAF 01.61Z, emp band NN"
"ALPHA DRONE OPERATION","alpha drone operation",,govt_registry,unknown,60,medium,,,"",,"NAF_other:00.00Z|generic_name|structured|PME/micro","ALPHA DRONE OPERATION — NAF 00.00Z, emp band NN"
"SKYDRONE INVEST","skydrone invest",,govt_registry,unknown,60,medium,,,"",,"NAF_other:70.10Z|generic_name|structured|PME/micro","SKYDRONE INVEST — NAF 70.10Z, emp band NN"
"BRUDRONE","brudrone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:74.10Z|generic_name|structured|PME/micro","BRUDRONE — NAF 74.10Z, emp band NN"
"USINAGE-CHAUDRONERIE-SOUDURE","usinagechaudroneriesoudure",,govt_registry,unknown,60,medium,,,"",,"NAF_other:25.62B|generic_name|structured|PME/micro","USINAGE-CHAUDRONERIE-SOUDURE — NAF 25.62B, emp band NN"
"ECODRONE3D","ecodrone3d",,govt_registry,unknown,60,medium,,,"",,"NAF_other:43.99A|generic_name|structured|PME/micro","ECODRONE3D — NAF 43.99A, emp band NN"
"SKYDRONE CAPITAL","skydrone capital",,govt_registry,unknown,60,medium,,,"",,"NAF_other:70.10Z|generic_name|structured|PME/micro","SKYDRONE CAPITAL — NAF 70.10Z, emp band NN"
"Takeoffformation","takeoffformation",,google_search,unknown,60,medium,,,"",,"dji dock","dji dock ×2 (80pts), dock 2 ×2 (80pts)"
"EFS DRONES","efs drones",,govt_registry,unknown,60,medium,,,"",,"NAF_other:26.12Z|generic_name|structured|PME/micro","EFS DRONES — NAF 26.12Z, emp band NN"
"QUADRONE ELECTRICITE","quadrone electricite",,govt_registry,unknown,60,medium,,,"",,"NAF_other:43.21A|generic_name|structured|PME/micro","QUADRONE ELECTRICITE — NAF 43.21A, emp band NN"
"MAISON MADRONET","maison madronet",,govt_registry,unknown,60,medium,,,"",,"NAF_other:52.4J|generic_name|structured|PME/micro","MAISON MADRONET — NAF 52.4J, emp band NN"
"ABC DRONE","abc drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:52.23Z|generic_name|structured|PME/micro","ABC DRONE — NAF 52.23Z, emp band NN"
"DRONETAIR","dronetair",,govt_registry,unknown,60,medium,,,"",,"NAF_other:58.29A|generic_name|structured|PME/micro","DRONETAIR — NAF 58.29A, emp band NN"
"TOUT LE DRONE","tout le drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:32.99Z|generic_name|structured|PME/micro","TOUT LE DRONE — NAF 32.99Z, emp band NN"
"SAS DRONEST","sas dronest",,govt_registry,unknown,60,medium,,,"",,"NAF_other:82.99Z|generic_name|structured|PME/micro","SAS DRONEST — NAF 82.99Z, emp band NN"
"CESA DRONES","cesa drones",,govt_registry,unknown,60,medium,,,"",,"NAF_other:72.19Z|generic_name|structured|PME/micro","CESA DRONES — NAF 72.19Z, emp band NN"
"DRONE ALPILLES","drone alpilles",,govt_registry,unknown,60,medium,,,"",,"NAF_other:00.00Z|generic_name|structured|PME/micro","DRONE ALPILLES — NAF 00.00Z, emp band NN"
"AVM DRONE 27","avm drone 27",,govt_registry,unknown,60,medium,,,"",,"NAF_other:01.61Z|generic_name|structured|PME/micro","AVM DRONE 27 — NAF 01.61Z, emp band NN"
"EVODRONE","evodrone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:72.19Z|generic_name|structured|PME/micro","EVODRONE — NAF 72.19Z, emp band NN"
"SEE BY DRONE","see by drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:70.21Z|generic_name|structured|PME/micro","SEE BY DRONE — NAF 70.21Z, emp band 00"
"SPECDRONE","specdrone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:47.11B|generic_name|structured|PME/micro","SPECDRONE — NAF 47.11B, emp band NN"
"NATURA DRONE","natura drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:71.12A|generic_name|structured|PME/micro","NATURA DRONE — NAF 71.12A, emp band NN"
"ASTRATUS FILM & DRONE","astratus film drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:59.11C|generic_name|structured|PME/micro","ASTRATUS FILM & DRONE — NAF 59.11C, emp band NN"
"RELAIS STATION DU SAN PEDRONE","relais station du san pedrone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:00.00Z|generic_name|structured|PME/micro","RELAIS STATION DU SAN PEDRONE — NAF 00.00Z, emp band NN"
"HDRONES","hdrones",,govt_registry,unknown,60,medium,,,"",,"NAF_other:77.35Z|generic_name|structured|PME/micro","HDRONES — NAF 77.35Z, emp band NN"
"NEW-R-DRONE","newrdrone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:72.19Z|generic_name|structured|PME/micro","NEW-R-DRONE — NAF 72.19Z, emp band NN"
"DRONES ATILLA","drones atilla",,govt_registry,unknown,60,medium,,,"",,"NAF_other:46.49Z|generic_name|structured|PME/micro","DRONES ATILLA — NAF 46.49Z, emp band NN"
"NAP DRONES","nap drones",,govt_registry,unknown,60,medium,,,"",,"NAF_other:00.00Z|generic_name|structured|PME/micro","NAP DRONES — NAF 00.00Z, emp band NN"
"GO RDRONE","go rdrone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:43.32B|generic_name|structured|PME/micro","GO RDRONE — NAF 43.32B, emp band NN"
"SAS JURIS DRONE","sas juris drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:62.03Z|generic_name|structured|PME/micro","SAS JURIS DRONE — NAF 62.03Z, emp band NN"
"TD DRONE","td drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:81.29A|generic_name|structured|PME/micro","TD DRONE — NAF 81.29A, emp band NN"
"DRONE EN SCENE","drone en scene",,govt_registry,unknown,60,medium,,,"",,"NAF_other:90.02Z|generic_name|structured|PME/micro","DRONE EN SCENE — NAF 90.02Z, emp band NN"
"TOURNAGE DRONE PARIS","tournage drone paris",,govt_registry,unknown,60,medium,,,"",,"NAF_other:77.39Z|generic_name|structured|PME/micro","TOURNAGE DRONE PARIS — NAF 77.39Z, emp band NN"
"DRONEAU INVEST","droneau invest",,govt_registry,unknown,60,medium,,,"",,"NAF_other:70.10Z|generic_name|structured|PME/micro","DRONEAU INVEST — NAF 70.10Z, emp band NN"
"DRONE INOVE GEOMETRE","drone inove geometre",,govt_registry,unknown,60,medium,,,"",,"NAF_other:71.12A|generic_name|structured|PME/micro","DRONE INOVE GEOMETRE — NAF 71.12A, emp band NN"
"SPARNACUS DRONE","sparnacus drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:01.61Z|generic_name|structured|PME/micro","SPARNACUS DRONE — NAF 01.61Z, emp band NN"
"CRYSTAL-DRONE","crystaldrone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:90.02Z|generic_name|structured|PME/micro","CRYSTAL-DRONE — NAF 90.02Z, emp band NN"
"HOLDING HYDRONET","holding hydronet",,govt_registry,unknown,60,medium,,,"",,"NAF_other:70.10Z|generic_name|structured|PME/micro","HOLDING HYDRONET — NAF 70.10Z, emp band NN"
"OA DRONE","oa drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:71.12A|generic_name|structured|PME/micro","OA DRONE — NAF 71.12A, emp band NN"
"DRONE VERT","drone vert",,govt_registry,unknown,60,medium,,,"",,"NAF_other:01.61Z|generic_name|structured|PME/micro","DRONE VERT — NAF 01.61Z, emp band NN"
"ASSOCIATION DRONE MY VIDEO","association drone my video",,govt_registry,unknown,60,medium,,,"",,"NAF_B:30.30Z|generic_name|PME/micro","ASSOCIATION DRONE MY VIDEO — NAF 30.30Z, emp band NN"
"AGRIBIO DRONE","agribio drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:01.61Z|generic_name|structured|PME/micro","AGRIBIO DRONE — NAF 01.61Z, emp band NN"
"DRONE BAT - ISERE NUISIBLES - GUEPES38","drone bat isere nuisibles guepes38",,govt_registry,unknown,60,medium,,,"",,"NAF_other:81.29A|generic_name|structured|PME/micro","DRONE BAT - ISERE NUISIBLES - GUEPES38 — NAF 81.29A, emp band NN"
"PLANETE DRONE 4G","planete drone 4g",,govt_registry,unknown,60,medium,,,"",,"NAF_other:53.20Z|generic_name|structured|PME/micro","PLANETE DRONE 4G — NAF 53.20Z, emp band NN"
"LIPS DRONE","lips drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:77.39Z|generic_name|structured|PME/micro","LIPS DRONE — NAF 77.39Z, emp band NN"
"NORTH DRONES EQUIPEMENTS","north drones equipements",,govt_registry,unknown,60,medium,,,"",,"NAF_other:28.99B|generic_name|structured|PME/micro","NORTH DRONES EQUIPEMENTS — NAF 28.99B, emp band NN"
"L'ATOUT DU DRONE","latout du drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:71.12A|generic_name|structured|PME/micro","L'ATOUT DU DRONE — NAF 71.12A, emp band NN"
"DRONEMATCH FRANCE SAS","dronematch france",,govt_registry,unknown,60,medium,,,"",,"NAF_other:63.12Z|generic_name|structured|PME/micro","DRONEMATCH FRANCE SAS — NAF 63.12Z, emp band NN"
"VEGETAL DRONE","vegetal drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:01.61Z|generic_name|structured|PME/micro","VEGETAL DRONE — NAF 01.61Z, emp band NN"
"RDRONE CONCEPT","rdrone concept",,govt_registry,unknown,60,medium,,,"",,"NAF_other:81.29A|generic_name|structured|PME/micro","RDRONE CONCEPT — NAF 81.29A, emp band NN"
"ENVIDRONE","envidrone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:85.53Z|generic_name|structured|PME/micro","ENVIDRONE — NAF 85.53Z, emp band NN"
"LUCIOLE DRONE","luciole drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:90.03B|generic_name|structured|PME/micro","LUCIOLE DRONE — NAF 90.03B, emp band NN"
"DRONE AGRICULTURE ALPILLES","drone agriculture alpilles",,govt_registry,unknown,60,medium,,,"",,"NAF_other:01.61Z|generic_name|structured|PME/micro","DRONE AGRICULTURE ALPILLES — NAF 01.61Z, emp band NN"
"LE CLOS ANDRONE","le clos androne",,govt_registry,unknown,60,medium,,,"",,"NAF_other:55.20Z|generic_name|structured|PME/micro","LE CLOS ANDRONE — NAF 55.20Z, emp band NN"
"ARTOIT  DRONE","artoit drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:46.49Z|generic_name|structured|PME/micro","ARTOIT  DRONE — NAF 46.49Z, emp band NN"
"HYDRONETT SARL","hydronett",,govt_registry,unknown,60,medium,,,"",,"NAF_other:93.0B|generic_name|structured|PME/micro","HYDRONETT SARL — NAF 93.0B, emp band NN"
"SAN PEDRONE","san pedrone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:26.7Z|generic_name|structured|PME/micro","SAN PEDRONE — NAF 26.7Z, emp band NN"
"SARL IDRONEGOMINE","sarl idronegomine",,govt_registry,unknown,60,medium,,,"",,"NAF_other:25.01|generic_name|structured|PME/micro","SARL IDRONEGOMINE — NAF 25.01, emp band NN"
"EURL JP DRONET DECORATION","eurl jp dronet decoration",,govt_registry,unknown,60,medium,,,"",,"NAF_other:31.09B|generic_name|structured|PME/micro","EURL JP DRONET DECORATION — NAF 31.09B, emp band NN"
"HYDRONET","hydronet",,govt_registry,unknown,60,medium,,,"",,"NAF_other:74.7Z|generic_name|structured|PME/micro","HYDRONET — NAF 74.7Z, emp band NN"
"SARL L'ANDRONE","sarl landrone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:52.4Z|generic_name|structured|PME/micro","SARL L'ANDRONE — NAF 52.4Z, emp band NN"
"Djlfrance","djlfrance",djlfrance.com,google_search,reseller,60,medium,https://djlfrance.com/,,"",,"dji dock","dji dock ×9 (120pts), dock 2 ×8 (120pts)"
"Studiosport","studiosport",studiosport.fr,google_search,reseller,60,medium,https://studiosport.fr/,,"",,"dji dock","dji dock ×16 (120pts), dock 3 ×8 (120pts), dock 2 ×1 (40pts)"
"Dronenerds","dronenerds",dronenerds.com,google_search,unknown,60,medium,https://enterprise.dronenerds.com/,,"",,"dji dock","dji dock ×8 (120pts), dock 3 ×8 (120pts)"
"Hpdrones","hpdrones",hp-drones.com,google_search,unknown,60,medium,https://hp-drones.com/,,"",,"dji dock","dji dock ×2 (80pts), dock 3 ×2 (80pts)"
"COMMUNE DE SAINT PARDOUX DE DRONE","commune de saint pardoux de drone",,govt_registry,unknown,55,low,,,"",,"NAF_other:84.11Z|generic_name|emp:03|PME/micro","COMMUNE DE SAINT PARDOUX DE DRONE — NAF 84.11Z, emp band 03"
"CENTRE D'INNOVATION DRONES NORMANDIE","centre dinnovation drones normandie",,govt_registry,unknown,55,low,,,"",,"NAF_other:72.19Z|provider_kw|PME/micro","CENTRE D'INNOVATION DRONES NORMANDIE — NAF 72.19Z, emp band NN"
"COMMUNE DE SAINT MEARD DE DRONE","commune de saint meard de drone",,govt_registry,unknown,55,low,,,"",,"NAF_other:84.11Z|generic_name|emp:03|PME/micro","COMMUNE DE SAINT MEARD DE DRONE — NAF 84.11Z, emp band 03"
"DRONES MUSIC ASSOCIATION","drones music association",,govt_registry,unknown,50,low,,,"",,"NAF_other:90.01Z|generic_name|PME/micro","DRONES MUSIC ASSOCIATION — NAF 90.01Z, emp band NN"
"UNION NATIONALE DES EXPLOITANTS ET DES PROFESSIONNELS DE L'AERONAUTIQUE TELEPILOTEE","union nationale des exploitants et des professionnels de laeronautique telepilotee",,govt_registry,unknown,50,low,,,"",,"NAF_other:94.12Z|generic_name|PME/micro","UNION NATIONALE DES EXPLOITANTS ET DES PROFESSIONNELS DE L'AERONAUTIQUE TELEPILOTEE — NAF 94.12Z, em"
"RECHERCHE, ASSISTANCE, INVESTIGATION PAR DRONES RAID","recherche assistance investigation par drones raid",,govt_registry,unknown,50,low,,,"",,"NAF_other:84.25Z|generic_name|PME/micro","RECHERCHE, ASSISTANCE, INVESTIGATION PAR DRONES RAID — NAF 84.25Z, emp band NN"
"MALANDRONE","malandrone",,govt_registry,unknown,50,low,,,"",,"NAF_other:14.13Z|generic_name|PME/micro","MALANDRONE — NAF 14.13Z, emp band NN"
"SC DES ANDRONES 2","sc des andrones 2",,govt_registry,unknown,50,low,,,"",,"NAF_other:66.30Z|generic_name|PME/micro","SC DES ANDRONES 2 — NAF 66.30Z, emp band NN"
"SC DES ANDRONES 3","sc des andrones 3",,govt_registry,unknown,50,low,,,"",,"NAF_other:66.30Z|generic_name|PME/micro","SC DES ANDRONES 3 — NAF 66.30Z, emp band NN"
"OTO DRONE & COM","oto drone com",,govt_registry,unknown,50,low,,,"",,"NAF_other:70.21Z|generic_name|PME/micro","OTO DRONE & COM — NAF 70.21Z, emp band NN"
"2 RUE CLAIRE DRONEAU","2 rue claire droneau",,govt_registry,unknown,50,low,,,"",,"NAF_other:55.20Z|generic_name|PME/micro","2 RUE CLAIRE DRONEAU — NAF 55.20Z, emp band NN"
"FORENSIC DRONE RESEARCH","forensic drone research",,govt_registry,unknown,50,low,,,"",,"NAF_other:72.19Z|generic_name|PME/micro","FORENSIC DRONE RESEARCH — NAF 72.19Z, emp band NN"
"GEODRONE57","geodrone57",,govt_registry,unknown,50,low,,,"",,"NAF_other:63.99Z|generic_name|PME/micro","GEODRONE57 — NAF 63.99Z, emp band NN"
"DRONE ACCES","drone acces",,govt_registry,unknown,50,low,,,"",,"NAF_other:82.99Z|generic_name|PME/micro","DRONE ACCES — NAF 82.99Z, emp band NN"
"QR'DRONE","qrdrone",,govt_registry,unknown,50,low,,,"",,"NAF_other:52.24B|generic_name|PME/micro","QR'DRONE — NAF 52.24B, emp band NN"
"DRONE OVER","drone over",,govt_registry,unknown,50,low,,,"",,"NAF_other:90.01Z|generic_name|PME/micro","DRONE OVER — NAF 90.01Z, emp band NN"
"SCI CLAIRE DRONEAU","sci claire droneau",,govt_registry,unknown,50,low,,,"",,"NAF_other:70.2C|generic_name|PME/micro","SCI CLAIRE DRONEAU — NAF 70.2C, emp band NN"
"GAEC DRONET","gaec dronet",,govt_registry,unknown,50,low,,,"",,"NAF_other:01.42Z|generic_name|PME/micro","GAEC DRONET — NAF 01.42Z, emp band NN"
"SC DES ANDRONES","sc des andrones",,govt_registry,unknown,50,low,,,"",,"NAF_other:66.30Z|generic_name|PME/micro","SC DES ANDRONES — NAF 66.30Z, emp band NN"
"DRONEAU","droneau",,govt_registry,unknown,50,low,,,"",,"NAF_other:01.2A|generic_name|PME/micro","DRONEAU — NAF 01.2A, emp band NN"
"CEDRONE","cedrone",,govt_registry,unknown,50,low,,,"",,"NAF_other:86.90E|generic_name|PME/micro","CEDRONE — NAF 86.90E, emp band NN"
"SCI DES ANDRONES","sci des andrones",,govt_registry,unknown,50,low,,,"",,"NAF_other:55.10Z|generic_name|PME/micro","SCI DES ANDRONES — NAF 55.10Z, emp band NN"
"SYN-DRONE PRODUCTION","syndrone production",,govt_registry,unknown,50,low,,,"",,"NAF_other:90.01Z|generic_name|PME/micro","SYN-DRONE PRODUCTION — NAF 90.01Z, emp band NN"
"DRONEAID COLLECTIVE","droneaid collective",,govt_registry,unknown,50,low,,,"",,"NAF_other:94.12Z|generic_name|PME/micro","DRONEAID COLLECTIVE — NAF 94.12Z, emp band NN"
"CIE SANDRONE ET ARTIFICES","cie sandrone et artifices",,govt_registry,unknown,50,low,,,"",,"NAF_other:90.01Z|generic_name|PME/micro","CIE SANDRONE ET ARTIFICES — NAF 90.01Z, emp band NN"
"ASSOCIATION DRONE SWEET DRONE","association drone sweet drone",,govt_registry,unknown,50,low,,,"",,"NAF_other:59.20Z|generic_name|PME/micro","ASSOCIATION DRONE SWEET DRONE — NAF 59.20Z, emp band NN"
"POWELL BODRONE","powell bodrone",,govt_registry,unknown,50,low,,,"",,"NAF_other:86.90D|generic_name|PME/micro","POWELL BODRONE — NAF 86.90D, emp band NN"
"DRONE TEMPLE","drone temple",,govt_registry,unknown,50,low,,,"",,"NAF_other:90.01Z|generic_name|PME/micro","DRONE TEMPLE — NAF 90.01Z, emp band NN"
"FEDERATION PROFESSIONNELLE DU DRONE CIVIL U1/2 FPDC","federation professionnelle du drone civil u12 fpdc",,govt_registry,unknown,50,low,,,"",,"NAF_other:94.12Z|generic_name|PME/micro","FEDERATION PROFESSIONNELLE DU DRONE CIVIL U1/2 FPDC — NAF 94.12Z, emp band NN"
"SQUADRONE VOLANTE","squadrone volante",,govt_registry,unknown,50,low,,,"",,"NAF_other:82.30Z|generic_name|PME/micro","SQUADRONE VOLANTE — NAF 82.30Z, emp band NN"
"DRUMS AND DRONES","drums and drones",,govt_registry,unknown,50,low,,,"",,"NAF_other:90.02Z|generic_name|PME/micro","DRUMS AND DRONES — NAF 90.02Z, emp band NN"
