company_name,normalized_name,country,category,operations_type,sources,city_notes,website,linkedin,ilt_auth
Stichting Monumentenwacht Noord en Oost Nederland,stichting monumentenwacht noord en oost nederland,NL,ILT OA Operator,,ILT OA Register,,https://www.monumentenwacht.nl,http://www.linkedin.com/company/monumentenwachtnl,NLD-OAT-155/01G
Stichting NHL Stenden Hogeschool,stichting nhl stenden hogeschool,NL,ILT OA Operator,,ILT OA Register,,https://www.nhlstenden.com,http://www.linkedin.com/school/nhlstenden,NLD-OAT-086/01G
Stichting Regionaal Opleidingencentrum van Amsterdam,stichting regionaal opleidingencentrum van amsterdam,NL,ILT OA Operator,,ILT OA Register,,https://www.rocva.nl,,NLD-OAT-123/04G
Stichting Saxion,stichting saxion,NL,ILT OA Operator,,ILT OA Register,,https://www.saxion.nl,http://www.linkedin.com/school/saxion-hogescholen,NLD-OAT-195/02G
Stichting Waternet,stichting waternet,NL,ILT OA Operator,,ILT OA Register,,https://www.waternet.nl,http://www.linkedin.com/company/waternet,NLD-OAT-192/01G
Stichting Wings for Aid Foundation,stichting wings for aid foundation,NL,ILT OA Operator,,ILT OA Register,,https://www.wingsforaid.org,https://www.linkedin.com/company/wings-for-aid,NLD-OAT-143/02G
Stichting Woonconcept,stichting woonconcept,NL,ILT OA Operator,,ILT OA Register,,https://www.woonconcept.nl,http://www.linkedin.com/company/woonconcept,NLD-OAT-189/01G
Storm Solutions,storm solutions,NL,Drones.nl - luchtfotografie,,Drones.nl Directory,,,,
Surveying & consultancy firm Meet BV.,surveying consultancy firm meet,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-023/01G
Sweco Nederland B.V.,sweco nederland bv,NL,ILT OA Operator,,ILT OA Register,,https://www.sweco.nl,https://www.linkedin.com/company/sweco,NLD-OAT-196/04G
T&A Survey,ta survey,NL,ILT OA Operator,,ILT OA Register,,https://www.ta-survey.nl,http://www.linkedin.com/company/t&a-survey,NLD-OAT-072/01G
TAUW B.V (GeoZICHT),tauw bv geozicht,NL,ILT OA Operator,,ILT OA Register,,https://geozicht.nl/,,NLD-OAT-091/05G
Tective,tective,NL,ILT OA Operator,,ILT OA Register,,https://www.tective.nl,http://www.linkedin.com/company/tective-robotics,NLD-OAT-233/02G
Terra Inspectioneering,terra inspectioneering,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.terra-inspectioneering.com/,http://www.linkedin.com/company/terra-inspectioneering,
Terra Inspectioneering B.V.,terra inspectioneering bv,NL,ILT OA Operator,,ILT OA Register,,https://www.terra-inspectioneering.com/,http://www.linkedin.com/company/terra-inspectioneering,NLD-OAT-209/03G
Terraspect,terraspect,NL,ILT OA Operator,,ILT OA Register,,https://www.terraspect.nl,http://www.linkedin.com/company/geo-spect,NLD-OAT-054/01G
The Drone Suppliers,the drone suppliers,NL,Drones.nl - inspectie,,Drones.nl Directory,,,,
The Fieldwork Company B.V.,the fieldwork company bv,NL,ILT OA Operator,,ILT OA Register,,https://fieldworkcompany.nl,http://www.linkedin.com/company/thefieldworkcompany,NLD-OAT-081/01G
The Flying Dutchmen,the flying dutchmen,NL,ILT OA Operator,,ILT OA Register,,https://www.theflyingdutchmen.com,http://www.linkedin.com/company/the-flying-dutchmen%c2%ae,NLD-OAT-132/02G
The Postboat,the postboat,NL,ILT OA Operator,,ILT OA Register,,https://thepostboat.nl,http://www.linkedin.com/company/the-postboat-postproduction,NLD-OAT-057/01G
Thermofly,thermofly,NL,ILT OA Operator,,ILT OA Register,,https://thermofly.nl,http://www.linkedin.com/company/thermofly-bv,NLD-OAT-278/01G
TM Drone Services,tm drone services,NL,ILT OA Operator,,ILT OA Register,,https://www.tmdroneservices.com,https://nl.linkedin.com/company/eagle-geomatics,NLD-OAT-043/03G
TNO,tno,NL,ILT OA Operator,,ILT OA Register,,https://www.tno.nl,https://www.linkedin.com/company/tno,NLD-OAT-141/02G
Toemen Modelsport,toemen modelsport,NL,Drones.nl - droneshops,,Drones.nl Directory,,,,
TOP RC,top rc,NL,Drones.nl - droneshops,,Drones.nl Directory,,,,
Topshots,topshots,NL,ILT OA Operator,,ILT OA Register,,https://www.topshots.com,https://www.linkedin.com/company/topshots-photography,NLD-OAT-106/02G
Total Drone Support,total drone support,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-108/01G
Transportbedrijf Rouwmaat Groenlo B.V.,transportbedrijf rouwmaat groenlo bv,NL,ILT OA Operator,,ILT OA Register,,https://www.rouwmaat.nl,http://www.linkedin.com/company/rouwmaat-groep,NLD-OAT-328/01G
Trigion Alarmcentrale BV,trigion alarmcentrale,NL,ILT OA Operator,,ILT OA Register,,https://www.trigion.nl,https://www.linkedin.com/company/trigion,NLD-OAT-305/01G
Truckparkings Rotterdam Exploitatie B.V.,truckparkings rotterdam exploitatie bv,NL,ILT OA Operator,,ILT OA Register,,http://www.truckparking-rotterdam.com,http://www.linkedin.com/company/truckparking-rotterdam,NLD-OAT-174/01G
UAS Worx,uas worx,NL,ILT OA Operator,,ILT OA Register,,https://uasworx.com,http://www.linkedin.com/company/uasworx,NLD-OAT-019/02G
UAV International,uav international,NL,Drones.nl - inspectie,,Drones.nl Directory,,,,
UMV Services B.V.,umv services bv,NL,ILT OA Operator,,ILT OA Register,,https://umvservices.com,,NLD-OAT-311/01G
Unit4Security B.V.,unit4security bv,NL,ILT OA Operator,,ILT OA Register,,https://www.unit4security.nl,http://www.linkedin.com/company/unit4security,NLD-OAT-213/02G
Universiteit Twente,universiteit twente,NL,ILT OA Operator,,ILT OA Register,,https://www.utwente.nl,https://www.linkedin.com/school/university-of-twente,NLD-OAT-219/02G
Universiteit Utrecht afd. Vastgoed en Campus,universiteit utrecht afd vastgoed en campus,NL,ILT OA Operator,,ILT OA Register,,https://www.uu.nl,http://www.linkedin.com/school/universiteit-utrecht,NLD-OAT-249/03G
Universiteit Utrecht Faculteit Geowetenschappen,universiteit utrecht faculteit geowetenschappen,NL,ILT OA Operator,,ILT OA Register,,https://www.uu.nl/geo,,NLD-OAT-252/02G
University of Amsterdam,university of amsterdam,NL,ILT OA Operator,,ILT OA Register,,https://www.uva.nl,https://www.linkedin.com/school/university-of-amsterdam,NLD-OAT-025/02G
Urenco Nederland BV,urenco nederland,NL,ILT OA Operator,,ILT OA Register,,https://www.urenco.com,https://www.linkedin.com/company/urenco,NLD-OAT-319/01G
Ursa Major Drone Shows B.V.,ursa major drone shows bv,NL,ILT OA Operator,,ILT OA Register,,https://www.ursamajordrones.nl,,NLD-OAT-157/02G
Uw Drone Service,uw drone service,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://uwdroneservice.nl/,http://www.linkedin.com/company/uwdroneservice,
UwDroneservice,uwdroneservice,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-232/03G
Van den Herik Kust- en Oeverwerken B.V.,van den herik kust en oeverwerken bv,NL,ILT OA Operator,,ILT OA Register,,https://herik.nl,http://www.linkedin.com/company/van-den-herik,NLD-OAT-322/01G
Van den Heuvel Aannemingsbedrijf B.V.,van den heuvel aannemingsbedrijf bv,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-087/03G
Van der Graaf EW Engineering B.V.,van der graaf ew engineering bv,NL,ILT OA Operator,,ILT OA Register,,,http://www.linkedin.com/company/vandergraaf,NLD-OAT-083/01G
Van Iperen BV.,van iperen,NL,ILT OA Operator,,ILT OA Register,,https://www.vaniperen.nl,http://www.linkedin.com/company/autobedrijf-van-iperen,NLD-OAT-032/01G
Van Oord Ship Management B.V.,van oord ship management bv,NL,ILT OA Operator,,ILT OA Register,,https://www.vanoord.com,https://www.linkedin.com/company/van-oord,NLD-OAT-138/01G
VCMI Group B.V.,vcmi group bv,NL,ILT OA Operator,,ILT OA Register,,https://www.vcmi.nl,http://www.linkedin.com/company/vcmi-group-b-v,NLD-OAT-175/01G
Veilig Vliegen,veilig vliegen,NL,Drones.nl - educatie,,Drones.nl Directory,,,,
Veiligheidsregio Twente,veiligheidsregio twente,NL,ILT OA Operator,,ILT OA Register,,https://www.vrtwente.nl,http://www.linkedin.com/company/veiligheidsregio-twente,NLD-OAT-161/01G
Veldhoven Loonwerk B.V.,veldhoven loonwerk bv,NL,ILT OA Operator,,ILT OA Register,,https://www.veldhovenloonwerk.nl,http://www.linkedin.com/company/veldhoven-loonwerk,NLD-OAT-290/01G
Vereniging Nederlandse Verkeersvliegers,vereniging nederlandse verkeersvliegers,NL,Drones.nl - luchtvaart,,Drones.nl Directory,,,,
Viforis,viforis,NL,ILT OA Operator,,ILT OA Register,,http://www.viforis.nl,http://www.linkedin.com/company/kragten,NLD-OAT-111/01G
VIVO Fotografie,vivo fotografie,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.vivofotografie.nl/,http://www.linkedin.com/company/vivo-fotografie,
Vivo Fotografie & Drone Inspecties,vivo fotografie drone inspecties,NL,ILT OA Operator,,ILT OA Register,,https://www.vivofotografie.nl,,NLD-OAT-250/01G
Vlieg Je Drone Veilig,vlieg je drone veilig,NL,Drones.nl - educatie,,Drones.nl Directory,,,,
Vollezon B.V.,vollezon bv,NL,ILT OA Operator,,ILT OA Register,,http://www.vollezon.com,http://www.linkedin.com/company/vollezon-bv,NLD-OAT-110/01G
Vortex Operations,vortex operations,NL,ILT OA Operator,,ILT OA Register,,https://vortexoperations.com,,NLD-OAT-264/01P
W2R Drone Projects B.V.,w2r drone projects bv,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-263/01G
Wageningen University,wageningen university,NL,ILT OA Operator,,ILT OA Register,,https://www.wur.nl,https://www.linkedin.com/school/wageningen-university,NLD-OAT-018/02G
Wanner Drone Inspecties,wanner drone inspecties,NL,ILT OA Operator,,ILT OA Register,,http://www.wannerdroneinspecties.nl,http://www.linkedin.com/company/wanner-drone-inspecties,NLD-OAT-273/01G
Waterschap Aa en Maas,waterschap aa en maas,NL,ILT OA Operator,,ILT OA Register,,https://www.aaenmaas.nl,http://www.linkedin.com/company/waterschap-aa-en-maas,NLD-OAT-079/04G
Waterschap Brabantse Delta,waterschap brabantse delta,NL,ILT OA Operator,,ILT OA Register,,https://www.brabantsedelta.nl,http://www.linkedin.com/company/waterschap-brabantse-delta,NLD-OAT-280/01G
Waterschap Hunze en Aa's,waterschap hunze en aas,NL,ILT OA Operator,,ILT OA Register,,https://www.hunzeenaas.nl,http://www.linkedin.com/company/waterschap-hunze-en-aa's,NLD-OAT-312/01G
Waterschap Limburg,waterschap limburg,NL,ILT OA Operator,,ILT OA Register,,https://www.waterschaplimburg.nl,http://www.linkedin.com/company/waterschaplimburg,NLD-OAT-332/01G
Waterschap Noorderzijlvest,waterschap noorderzijlvest,NL,ILT OA Operator,,ILT OA Register,,https://www.noorderzijlvest.nl,http://www.linkedin.com/company/waterschap-noorderzijlvest,NLD-OAT-166/01G
Waterschap Vallei en Veluwe,waterschap vallei en veluwe,NL,ILT OA Operator,,ILT OA Register,,https://www.valleioveruwe.nl,https://nl.linkedin.com/company/waterschap-vallei-en-veluwe,NLD-OAT-297/01G
Waterschap Vechtstromen,waterschap vechtstromen,NL,ILT OA Operator,,ILT OA Register,,https://www.vechtstromen.nl,http://www.linkedin.com/company/waterschap-vechtstromen,NLD-OAT-226/01G
Waterschap Zuiderzeeland,waterschap zuiderzeeland,NL,ILT OA Operator,,ILT OA Register,,https://www.zuiderzeeland.nl,http://www.linkedin.com/company/waterschapzuiderzeeland,NLD-OAT-184/01G
Waterschapshuis Waterschap Vechtstromen,waterschapshuis waterschap vechtstromen,NL,ILT OA Operator,,ILT OA Register,,https://www.vechtstromen.nl,,NLD-OAT-093/01G
Weenk Engineering BV,weenk engineering,NL,ILT OA Operator,,ILT OA Register,,https://weenk.net,http://www.linkedin.com/company/weenk-engineering,NLD-OAT-275/01G
Werkorganisatie HLT samen,werkorganisatie hlt samen,NL,ILT OA Operator,,ILT OA Register,,https://www.hltsamen.nl,http://www.linkedin.com/company/hltsamen,NLD-OAT-168/01G
Zeeland Refinery,zeeland refinery,NL,ILT OA Operator,,ILT OA Register,,https://www.zeelandrefinery.nl,https://www.linkedin.com/company/zeeland-refinery,NLD-OAT-318/01G
Zero Gravity B.V.,zero gravity bv,NL,ILT OA Operator,,ILT OA Register,,https://www.zerogravity.nl,https://lu.linkedin.com/company/zero-gravity-basketball,NLD-OAT-190/04G
Zzoef.nl,zzoefnl,NL,ILT OA Operator,,ILT OA Register,,https://zzoef.nl,http://www.linkedin.com/company/zzoef-nl,NLD-OAT-027/02G