priority,company_name,normalized_name,country,city,signal_source,dock_qa_status,dock_verified,website,linkedin,normalized_domain,missing,notes
P4,DRONE TECHNOLOGY SERVICE,drone technology service,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:62.02A|provider_kw|structured|PME/micro
P4,DRONE TEMPLE,drone temple,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:90.01Z|generic_name|PME/micro
P4,DRONE TOUCH,drone touch,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:16.10B|generic_name|structured|emp:01|PME/micro
P4,DRONE VERT,drone vert,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:01.61Z|generic_name|structured|PME/micro
P4,DRONE VOLT,drone volt,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:30.30Z|generic_name|structured|emp:12|PME/micro
P4,DRONE X SOLUTIONS,drone x solutions,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|provider_kw|structured|PME/micro
P4,DRONE XPRESS,drone xpress,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:80.10Z|generic_name|structured|PME/micro
P4,DRONE XTR,drone xtr,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|emp:02|PME/micro
P4,DRONE-CAPTURE,drone-capture,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,DRONE-DATA-LAB,drone-data-lab,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,DRONEAID COLLECTIVE,droneaid collective,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:94.12Z|generic_name|PME/micro
P4,DRONEANDVIEW,droneandview,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:62.01Z|generic_name|structured|PME/micro
P4,DRONEAU,droneau,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:88.99B|generic_name|PME/micro
P4,DRONEAU,droneau,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:86.90E|generic_name|PME/micro
P4,DRONEAU,droneau,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:85.52Z|generic_name|PME/micro
P4,DRONEAU,droneau,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:01.11Z|generic_name|PME/micro
P4,DRONEAU,droneau,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:01.2A|generic_name|PME/micro
P4,DRONEAU INVEST,droneau invest,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:70.10Z|generic_name|structured|PME/micro
P4,DRONEAU TP,droneau tp,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:43.12A|generic_name|structured|emp:01|PME/micro
P4,DRONEAU-GAUTHIER PEINTURE,droneau-gauthier peinture,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:43.34Z|generic_name|structured|PME/micro
P4,DRONEDATA,dronedata,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|PME/micro
P4,DRONEDELATTREEXPERTISE,dronedelattreexpertise,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|provider_kw|structured|emp:01|PME/micro
P4,DRONEDEV CONSULTING,dronedev consulting,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|provider_kw|structured|PME/micro
P4,DRONELIS,dronelis,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:70.22Z|generic_name|structured|emp:11|PME/micro
P4,DRONELOR'N & PLATRERIE,dronelor'n & platrerie,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:43.31Z|generic_name|structured|emp:01|PME/micro
P4,DRONEMATCH FRANCE SAS,dronematch france sas,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:63.12Z|generic_name|structured|PME/micro
P4,DRONEOPSPRO,droneopspro,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:63.11Z|generic_name|structured|PME/micro
P4,DRONES,drones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:91.3E|generic_name|PME/micro
P4,DRONES ATILLA,drones atilla,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:46.49Z|generic_name|structured|PME/micro
P4,DRONES CENTER INNOVATIONS,drones center innovations,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|provider_kw|structured|PME/micro
P4,DRONES DOCKING STATIONS,drones docking stations,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,DRONES EXPERTISES,drones expertises,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|provider_kw|structured|PME/micro
P4,DRONES EXPERTS SERVICES,drones experts services,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:30.30Z|provider_kw|structured|PME/micro
P4,DRONES FOR YACHTS,drones for yachts,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:77.35Z|generic_name|structured|emp:01|PME/micro
P4,DRONES ICARE,drones icare,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|generic_name|structured|PME/micro
P4,DRONES IMAGING,drones imaging,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|emp:01|PME/micro
P4,DRONES INGENIERIE SYSTEMES,drones ingenierie systemes,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|provider_kw|structured|emp:01|PME/micro
P4,DRONES INNOVATIONS,drones innovations,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:72.19Z|provider_kw|structured|PME/micro
P4,DRONES MUSIC ASSOCIATION,drones music association,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:90.01Z|generic_name|PME/micro
P4,DRONES PLURIEL,drones pluriel,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|PME/micro
P4,DRONES TECHNOLOGIES SERVICES,drones technologies services,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|provider_kw|structured|PME/micro
P4,DRONESCAPE,dronescape,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:62.01Z|generic_name|structured|emp:01|PME/micro
P4,DRONESTAR,dronestar,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|emp:01|PME/micro
P4,DRONET,dronet,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:43.39Z|generic_name|structured|PME/micro
P4,DRONET,dronet,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:47.81Z|generic_name|PME/micro
P4,DRONET,dronet,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:55.3A|generic_name|PME/micro
P4,DRONET,dronet,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:14.13Z|generic_name|PME/micro
P4,DRONET PLATRERIE,dronet platrerie,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:43.31Z|generic_name|structured|PME/micro
P4,DRONET YANNICK,dronet yannick,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:43.91A|generic_name|structured|PME/micro
P4,DRONETAIR,dronetair,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:58.29A|generic_name|structured|PME/micro
P4,DRONETUDES,dronetudes,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,DRONEX16,dronex16,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|emp:01|PME/micro
P4,DRONEXPERTS,dronexperts,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:62.02A|provider_kw|structured|PME/micro
P4,DRONEXPLORE,dronexplore,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|generic_name|structured|PME/micro
P4,DRONEXPLORER,dronexplorer,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,DRONEXSOLUTION,dronexsolution,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|emp:01|PME/micro
P4,DRUMS AND DRONES,drums and drones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:90.02Z|generic_name|PME/micro
P4,DSC (DRONE SECURITY CONSULTING),dsc (drone security consulting),FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|provider_kw|structured|PME/micro
P4,EB DRONE,eb drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,ECODRONE3D,ecodrone3d,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:43.99A|generic_name|structured|PME/micro
P4,ECORES DRONE,ecores drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,EFS DRONES,efs drones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:26.12Z|generic_name|structured|PME/micro
P4,ELTADRONE,eltadrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,ENERGY DRONE,energy drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|emp:01|PME/micro
P4,ENVIDRONE,envidrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:85.53Z|generic_name|structured|PME/micro
P4,EURL JP DRONET DECORATION,eurl jp dronet decoration,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:31.09B|generic_name|structured|PME/micro
P4,EVODRONE,evodrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:72.19Z|generic_name|structured|PME/micro
P4,F.P.A.S DRONES,f.p.a.s drones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:80.10Z|generic_name|structured|PME/micro
P4,F2 DRONE,f2 drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,FACILI TRAVAUX & DRONE,facili travaux & drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,FEDERATION PROFESSIONNELLE DU DRONE CIVIL U1/2 FPDC,federation professionnelle du drone civil u1/2 fpdc,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:94.12Z|generic_name|PME/micro
P4,FG DRONES ETUDES,fg drones etudes,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,FL DRONE SERVICE,fl drone service,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:71.12A|provider_kw|structured|PME/micro
P4,FORENSIC DRONE RESEARCH,forensic drone research,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:72.19Z|generic_name|PME/micro
P4,FORICHON DRONET,forichon dronet,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:71.12A|generic_name|structured|PME/micro
P4,FORMAT-DRONE,format-drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|emp:02|PME/micro
P4,FRANCE DRONE SERVICES,france drone services,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:71.12A|provider_kw|structured|PME/micro
P4,FRANCE DRONE SERVICES,france drone services,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|provider_kw|structured|PME/micro
P4,GAEC DRONET,gaec dronet,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:01.42Z|generic_name|PME/micro
P4,GENIUS DRONE,genius drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|generic_name|structured|PME/micro
P4,GEO DRONE XPERT,geo drone xpert,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,GEODRONE57,geodrone57,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:63.99Z|generic_name|PME/micro
P4,GEOTECHDRONE,geotechdrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:71.12A|provider_kw|structured|PME/micro
P4,GO RDRONE,go rdrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:43.32B|generic_name|structured|PME/micro
P4,H2DRONE,h2drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|generic_name|structured|emp:02|PME/micro
P4,HDRONES,hdrones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:77.35Z|generic_name|structured|PME/micro
P4,HELICOANDRONE,helicoandrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:52.23Z|generic_name|structured|emp:03|PME/micro
P4,HELIDRONE,helidrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|PME/micro
P4,HEXADRONE,hexadrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:30.30Z|generic_name|structured|emp:11|PME/micro
P4,HOLDING DR. DRONE,holding dr. drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:82.11Z|generic_name|structured|emp:01|PME/micro
P4,HOLDING HYDRONET,holding hydronet,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:70.10Z|generic_name|structured|PME/micro
P4,HYDRONEO,hydroneo,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:35.11Z|generic_name|structured|PME/micro
P4,HYDRONEO OO,hydroneo oo,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:35.11Z|generic_name|structured|PME/micro
P4,HYDRONEO SOLAR 1,hydroneo solar 1,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:35.11Z|generic_name|structured|PME/micro
P4,HYDRONEO SOLAR 2,hydroneo solar 2,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:35.11Z|generic_name|structured|PME/micro
P4,HYDRONET,hydronet,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:74.7Z|generic_name|structured|PME/micro
P4,HYDRONET 360,hydronet 360,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,HYDRONET ASSAINISSEMENT,hydronet assainissement,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:43.12A|generic_name|structured|PME/micro
P4,HYDRONET SERVICE,hydronet service,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:37.00Z|provider_kw|structured|PME/micro
P4,HYDRONET SERVICE,hydronet service,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:42.21Z|provider_kw|structured|PME/micro
P4,HYDRONETT SARL,hydronett sarl,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:93.0B|generic_name|structured|PME/micro
P4,IDEAL DRONE,ideal drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:01.61Z|generic_name|structured|PME/micro
P4,IFAC REPA RDRONE-SHOP,ifac repa rdrone-shop,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:95.21Z|generic_name|structured|emp:01|PME/micro
P4,INGENIERIE & DRONE SOLUTIONS,ingenierie & drone solutions,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|provider_kw|structured|PME/micro
P4,INNOVADRONE,innovadrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:30.30Z|generic_name|structured|emp:01|PME/micro
P4,INSPECT'DRONE,inspect'drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|generic_name|structured|PME/micro
P4,INTELLIGENCE OF DRONE,intelligence of drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:80.20Z|generic_name|structured|PME/micro
P4,INTERDRONES SERVICES,interdrones services,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|provider_kw|structured|PME/micro
P4,INTERNATIONAL DRONE SERVICES,international drone services,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|provider_kw|structured|PME/micro
P4,ITP DRONE,itp drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,IVA DRONES,iva drones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:63.11Z|generic_name|structured|emp:02|PME/micro
P4,JGM DRONE,jgm drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|generic_name|structured|PME/micro
P4,KD DRONE 974,kd drone 974,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|PME/micro
P4,L'ATOUT DU DRONE,l'atout du drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:71.12A|generic_name|structured|PME/micro
P4,LE CLOS ANDRONE,le clos androne,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:55.20Z|generic_name|structured|PME/micro
P4,LE PIMPEC-DRONET,le pimpec-dronet,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:43.34Z|generic_name|structured|PME/micro
P4,LIPS DRONE,lips drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:77.39Z|generic_name|structured|PME/micro
P4,LR DRONES ET CONSEILS,lr drones et conseils,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:70.22Z|generic_name|structured|PME/micro
P4,LTN DRONE EXPERTISE,ltn drone expertise,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|provider_kw|structured|PME/micro
P4,LUCIOLE DRONE,luciole drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:90.03B|generic_name|structured|PME/micro
P4,LYNXDRONE,lynxdrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|emp:11|PME/micro
P4,MA TOPO DRONE,ma topo drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:71.12A|generic_name|structured|PME/micro
P4,MAGIC DRONE,magic drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:62.01Z|generic_name|structured|PME/micro
P4,MAISON MADRONET,maison madronet,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:52.4J|generic_name|structured|PME/micro
P4,MALANDRONE,malandrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:14.13Z|generic_name|PME/micro
P4,MECADRONE,mecadrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,METHODRONE DEVELOPPEMENT,methodrone developpement,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:77.40Z|generic_name|structured|PME/micro
P4,METHODRONE DISTRIBUTION,methodrone distribution,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:47.91A|generic_name|structured|PME/micro
P4,METHODRONE HOLDING,methodrone holding,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:70.10Z|generic_name|structured|PME/micro
P4,MKX DRONES,mkx drones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,MLV DRONE,mlv drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,MYDRONESOLUTION,mydronesolution,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|generic_name|structured|PME/micro
P4,NAP DRONES,nap drones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:00.00Z|generic_name|structured|PME/micro
P4,NATURA DRONE,natura drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:71.12A|generic_name|structured|PME/micro
P4,NAUTIDRONE,nautidrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|generic_name|structured|PME/micro
P4,NEO DRONE,neo drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|PME/micro
P4,NEW TECH DRONES,new tech drones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:00.00Z|provider_kw|structured|PME/micro
P4,NEW-R-DRONE,new-r-drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:72.19Z|generic_name|structured|PME/micro
P4,NORTH DRONES EQUIPEMENTS,north drones equipements,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:28.99B|generic_name|structured|PME/micro
P4,OA DRONE,oa drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:71.12A|generic_name|structured|PME/micro
P4,OBJECTIF DRONE PRODUCTION,objectif drone production,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:30.30Z|generic_name|structured|emp:02|PME/micro
P4,ONE DRONE,one drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:46.49Z|generic_name|structured|emp:01|PME/micro
P4,ONITDRONE,onitdrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,OTO DRONE & COM,oto drone & com,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:70.21Z|generic_name|PME/micro
P4,PARIS DRONE,paris drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|PME/micro
P4,PARROT DRONES,parrot drones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:26.70Z|generic_name|structured|emp:22|PME/micro
P4,PERFECT NEGOCE - DRONE AEROTECH,perfect negoce - drone aerotech,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:46.63Z|provider_kw|structured|emp:01|PME/micro
P4,PHOENIX DRONES,phoenix drones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,PLANETE DRONE 4G,planete drone 4g,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:53.20Z|generic_name|structured|PME/micro
P4,POLIDRONE,polidrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:63.11Z|generic_name|structured|emp:01|PME/micro
P4,POMPES FUNEBRES BODRONE,pompes funebres bodrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:96.03Z|generic_name|structured|emp:01|PME/micro
P4,POWELL BODRONE,powell bodrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:86.90D|generic_name|PME/micro
P4,PRESTADRONES,prestadrones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|generic_name|structured|PME/micro
P4,PROTECT'DRONE,protect'drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:70.22Z|generic_name|structured|PME/micro
P4,QR'DRONE,qr'drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:52.24B|generic_name|PME/micro
P4,QUADRONE CONSEIL,quadrone conseil,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:70.22Z|generic_name|structured|PME/micro
P4,QUADRONE ELECTRICITE,quadrone electricite,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:43.21A|generic_name|structured|PME/micro
P4,RAEDEL SON ET LUMIERES                                      DRONE ZEAL PRODUCTION,raedel son et lumieres                                      drone zeal production,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:90.02Z|generic_name|structured|PME/micro
P4,RDRONE CONCEPT,rdrone concept,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:81.29A|generic_name|structured|PME/micro
P4,"RECHERCHE, ASSISTANCE, INVESTIGATION PAR DRONES RAID","recherche, assistance, investigation par drones raid",FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:84.25Z|generic_name|PME/micro
P4,RELAIS STATION DU SAN PEDRONE,relais station du san pedrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:00.00Z|generic_name|structured|PME/micro
P4,RHUYS EXPERTISE DRONE,rhuys expertise drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|provider_kw|structured|PME/micro
P4,"RIVERDRONE, AQUATIC DRONE TECHNOLOGY","riverdrone, aquatic drone technology",FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:30.11Z|provider_kw|structured|emp:01|PME/micro
P4,RTK DRONE,rtk drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:45.32Z|generic_name|structured|PME/micro
P4,SACERDRONE,sacerdrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:74.10Z|generic_name|structured|PME/micro
P4,SAN PEDRONE,san pedrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:26.7Z|generic_name|structured|PME/micro
P4,SAN PEDRONE,san pedrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:46.39B|generic_name|structured|PME/micro
P4,SARL BODRONE ET FILS,sarl bodrone et fils,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:96.03Z|generic_name|structured|emp:02|PME/micro
P4,SARL DRONE VISUAL INSPECTION,sarl drone visual inspection,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:33.16Z|dock_kw|structured|PME/micro
P4,SARL IDRONEGOMINE,sarl idronegomine,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:25.01|generic_name|structured|PME/micro
P4,SARL L'ANDRONE,sarl l'androne,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:52.4Z|generic_name|structured|PME/micro
P4,SARL PADRONETE TRADING LDA,sarl padronete trading lda,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:70.22Z|generic_name|PME/micro
P4,SARL VDRONE CONCEPT,sarl vdrone concept,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:46.19B|generic_name|structured|PME/micro
P4,SAS DRONE SERVICES,sas drone services,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|provider_kw|structured|emp:01|PME/micro
P4,SAS DRONES EXPERTISES 2.9,sas drones expertises 2.9,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|provider_kw|structured|PME/micro
P4,SAS DRONEST,sas dronest,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:82.99Z|generic_name|structured|PME/micro
P4,SAS JURIS DRONE,sas juris drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:62.03Z|generic_name|structured|PME/micro
P4,SB DRONE,sb drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,SC DES ANDRONES,sc des andrones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:66.30Z|generic_name|PME/micro
P4,SC DES ANDRONES 2,sc des andrones 2,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:66.30Z|generic_name|PME/micro
P4,SC DES ANDRONES 3,sc des andrones 3,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:66.30Z|generic_name|PME/micro
P4,SCAN TO DRONE,scan to drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|generic_name|structured|PME/micro
P4,SCANDRONE,scandrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|emp:01|PME/micro
