ENAC Ref,Date,Authorization Number,Operator,Manufacturer,Model,MTOM,Serial Number,BVLOS,Expiry Date,Country
51356,24/02/2023,2022/IT-1139/AO/001/Rev.02,Tekever II Autonomous Systems Lda pec: tekever@pec-mail.eu,Tekever UAS SA,AR5 Mk2,Kg. 180,"E508, E509, E511, E512",Si,31/12/2023,IT
51541,30/01/2023,ITA-OAT-00030/001,ABZero S.r.l.s. pec: abzero@pec.it,DroneBase S.r.l.,8X 1000,"Kg. 24,9",DBX8-1000P-0522,Si,09/03/2023,IT
51479,23/12/2022,ITA-OAT-00036/000,AeroVision S.r.l. pec: aerovision@pec.it,UVifY Inc.,Ifo,"Kg. 1,12",Sciame,No,27/12/2022,IT
51506,20/12/2022,ITA-OAT-00027/001,FlyingBasket S.r.l. pec: info@pec.flyingbasket.it,FlyingBasket S.r.l.,FB3,Kg. 170,"004, 006, 008",Si,26/09/2023,IT
51199,15/11/2022,ITA-OAT-00035/000,TopView S.r.l. pec: topview@pec.it,DJI,Matrice 300 RTK,Kg. 9,CCAP2QLPO87OTO,Si,30/11/2022,IT
51200,15/11/2022,ITA-OAT-00032/000,DL Droni S.r.l. pec: dldroni@pec.dldroni.it,DJI,Mavic 2 Enterprise Advanced,"Kg. 0,9",4GCCJCER0B05CL,No,30/11/2022,IT
51201,15/11/2022,ITA-OAT-00033/000,DL Droni S.r.l. pec: dldroni@pec.dldroni.it,DJI,Mavic 2 Enerprise Advanced,"Kg. 0,9",4GCCJ4NR0A07HW,No,30/11/2022,IT
51202,15/11/2022,ITA-OAT-00034/000,DL Droni S.r.l. pec: dldroni@pec.dldroni.it,DJI,Matrice 300 RTK,Kg. 9,1ZNBK4N00C001H,No,30/11/2022,IT
51439,11/11/2022,ITA-OAT-00031/000,EagleProjects S.p.A. pec: eagleprojects@pec.it,Vimdrones,Mazzy Star Drone,"Kg. 4,6",Sciame,No,18/11/2022,IT
51185,06/10/2022,ITA-OAT-00030/000,ABZero S.r.l.s. pec: abzero@pec.it,DroneBase S.r.l.,8X 1000,"Kg. 24,9",DBX8-1000P-0522,Si,09/01/2023,IT
51154,05/10/2022,ITA-OAT-00028/000,SeiKey S.r.l. pec: seikey@pec.it,DJI,Mavic 2 Enterprise Dual,"Kg. 1,1",298CG9PR0A01HR,Si,30/11/2022,IT
51183,05/10/2022,ITA-OAT-00029/000,SeiKey S.r.l. pec: seikey@pec.it,ADPM,ESA EVO,"Kg. 6,5",TIM002-19002,Si,30/11/2022,IT
51228,27/09/2022,2022/027/AO/Rev.00,FlyingBasket S.r.l. pec: info@pec.flyingbasket.it,FlyingBasket,FB3,Kg. 170,"004, 006, 008",Si,26/09/2023,IT
50900,15/09/2022,2022/026/AO/Rev.00,Cognitive Technologies and Services S.r.l. pec: cogtechfstd@pec.it,DJI,Matrice 300 RTK,Kg. 9,1ZNBJ3100C011R,No,30/11/2022,IT
51197,07/09/2022,2022/25/AO/Rev.00,PAT Nucleo SAPR VVF pec: segreteriavvf@pec.provincia.tn.it,DJI,Mavic 2 Enterprise Advanced,"Kg. 1,1",PATVVF012,Si,06/09/2023,IT
51216,07/09/2022,2022/024/AO/Rev.00,ItalDron Air Service S.r.l. pec: italdronairservice@pec.it,C-Astral Aerospace Ltd,SQA,Kg. 10,4001.100.40010,Si,31/10/2022,IT
51148,29/08/2022,2021/13/AO/Rev.01,Sky Eye Systems S.r.l. pec: skyeyesystems@pec.it,Sky Eye System S.r.l.,Rapier X-25,"Kg. 24,9",004skyeye_020921,No,28/08/2023,IT
51193,10/08/2022,2022/023/AO/Rev.00,Ingegneria dei Sistemi S.p.A. (IDS) pec: ids-spa@pec.it,IDS Ingegneria Dei Sistemi,Colibrì SD-b,"Kg. 8,2",C3-00A000,Si,10/08/2023,IT
50680,04/08/2022,2022/22/AO/Rev.00,North West Service S.r.l. pec: nwservice@pec.it,Alpi Aviation,Strix-DF,Kg. 10,VSTX-DF#1,Si,04/08/2023,IT
51191,03/08/2022,2022/21/AO/Rev.00,FlyingBasket S.r.l. pec: info@pec.flyingbasket.it,FlyingBasket,FB3,Kg. 170,"003, 005",Si,02/08/2023,IT
51162,01/08/2022,2022/20/AO/Rev.00,Techno Sky S.r.l. pec: operazioni@technosky.postecert.it,Nimbus S.r.l.,PPL-612 Plus Evo XL,Kg. 25,001,Si,01/08/2023,IT
51158,22/07/2022,2022/019/AO/Rev.00,ItalDron Air Service S.r.l. pec: italdronairservice@pec.it,C-Astral Aerospace Ltd,SQA,Kg. 10,40001.1000.40010,Si,29/07/2022,IT
51186,12/07/2022,2021/IT-1139/AO/003/Rev.06,Leonardo S.p.A. - Divisione Elettronica - Air Service Operator pec: sistemiavioniciespaziali@pec.leonardocompany.com,Leonardo S.p.A. - Divisione Elettronica,Falco MOI,Kg. 650,"0039, 0062",Si,14/01/2023,IT
51064,08/07/2022,2022/18/AO/Rev.00,Techno Sky S.r.l. pec: operazioni@technosky.postecert.it,Nimbus,PPL-612 Plus Evo XL,Kg. 15,"001, 004, 005, 006, 007, 008",No,07/07/2023,IT
51187,07/07/2022,2021/019/AO/Rev.01,TechFly S.n.c. pec: techflysnc@certopec.it,Italdron S.r.l.,8HSE Potenza,Kg. 24,ID8SHE-M23,No,20/11/2022,IT
51221,07/07/2022,2022/17/AO/Rev.01,Unmanned4You S.r.l. pec: u4yousrl@legalmail.it,2B Motori Moderni,Dronocopter,Kg. 25,2BMM_H_R004-02,Si,11/07/2022,IT
51157,06/07/2022,2022/17/AO/Rev.00,Unmanned4You S.r.l. pec: u4yousrl@legalmail.it,2B Motori Moderni,Dronocopter,Kg. 25,2BMM_H_R004-02,Si,08/07/2022,IT
51159,28/06/2022,2022/11/AO/Rev.01,Dronus S.p.A. pec: dronus@pec.it,Dronus,Randon-N,"Kg. 9,5",001,No,29/07/2022,IT
51163,27/06/2022,2021/IT-1139/AO/003/Rev.05,Leonardo S.p.A. - Divisione Elettronica - Air Service Operator pec: sistemiavioniciespaziali@pec.leonardocompany.com,Leonardo S.p.A. - Divisione Elettronica,Falco MOI,Kg. 650,"0039, 0062",Si,14/01/2023,IT
51174,15/06/2022,2022/IT-1139/AO/001/Rev.01,Tekever II Autonomous Systems Lda pec: tekever@pec-mail.eu,Tekever UAS SA,AR5 Mk2,Kg. 180,"E508, E509, E511, E512",Si,31/12/2022,IT
51106,06/06/2022,2022/16/AO/Rev.00,Techno Sky S.r.l. pec: operazioni@technosky.postecert.it,Nimbus S.r.l.,PPL-612 Plus Evo XL,"Kg. 24,9",Various,Si,09/06/2022,IT
51133,30/05/2022,2022/15/AO/Rev.00,UMS Skeldar AG pec: distretto@pec.dtascarl.it,UMS Skeldar,V-150 C,Kg. 150,"001, 002",Si,15/05/2023,IT
50524,26/05/2022,2022/12/AO/Rev.00,AiViewGroup S.r.l. pec: pec@pec.aiviewgroup.com,MsHeli,MSH850,Kg. 8,MSH850-APR-001,Si,25/05/2023,IT
50786,26/05/2022,2022/13/AO/Rev.00,AiViewGroup S.r.l. pec: pec@pec.aiviewgroup.com,Autel Robotics,Evo 2 Dual,"Kg. 1,19",H9R920435504,Si,25/05/2023,IT
50787,26/05/2022,2022/14/AO/Rev.00,AiViewGroup S.r.l. pec: pec@pec.aiviewgroup.com,DJI,Matrice 210 RTK,Kg. 7,AIV-APR-009,Si,25/05/2023,IT
51147,24/05/2022,2022/11/AO/Rev.00,Dronus S.p.A. pec: dronus@pec.it,Dronus,Randon-N s/n 001,"Kg. 9,5",001,No,25/05/2022,IT
50609,03/05/2022,2022/10/AO/Rev.00,Laura Dainelli pec: scuoladronigenova@europec.it,DJI,Inspire,"Kg. 3,06",W13DDA12060920,Si,02/05/2023,IT
51137,27/04/2022,2021/017/AO/Rev.01,FlyingBasket S.r.l. pec: info@pec.flyingbasket.it,FlyingBasket,FB3,Kg. 170,"001, 002, 004, 005",Si,10/11/2022,IT
51132,26/04/2022,2022/09/AO/Rev.00,AeroVision S.r.l. pec: aerovision@pec.it,FireFly,FireFly-V1.0,"Kg. 1,04",300 FireFly-V1.0,No,27/04/2022,IT
51089,21/04/2022,2022/008/AO/Rev.00,Dronus S.p.A. pec: dronus@pec.it,Dronus,Radon-N,"Kg. 9,5",001,Si,06/05/2022,IT
51053,05/04/2022,2022/IT-1139/AO/001/Rev.00,Tekever II Autonomous Systems Lda pec: tekever@pec-mail.eu,Tekever,AR5 Mk2,Kg. 180,"508, 509, 511, 512",Si,31/12/2022,IT
51105,04/04/2022,2022/07/AO/Rev.00,AeroVision S.r.l. pec: aerovision@pec.it,Parrot,Bebop 2,"Kg. 0,79",300,No,06/04/2022,IT
51010,25/03/2022,2022/06/AO/Rev.00,Aermatica3D S.r.l. pec: aermatica3d@pec.it,DJI,Mavic 2 Enterprise Advanced,"Kg. 1,1",UAMV00077,Si,25/03/2023,IT
51110,24/03/2022,2022/04/AO/Rev.01,Skyte S.r.l. pec: skyte@pec.it,Italdron S.r.l.,8HSE Potenza,Kg. 24,D8HSE-M23,No,01/01/2023,IT
50965,23/03/2022,2022/05/AO/Rev.00,SeiKey S.r.l. pec: seikey@pec.it,ADPM,ESA Evo,"Kg. 6,5",TIM002-19002,Si,29/07/2022,IT
51113,23/03/2022,2021/021/AO/Rev.01,Be-Link S.r.l. pec: be-link@pec.it,Be-Link S.r.l.,BL-Talon-180,"Kg. 2,5",001 BL-FW-001-APR,Si,31/05/2022,IT
51103,08/03/2022,2021/IT-1139/AO/003/Rev.04,Leonardo S.p.A. - Divisione Elettronica - Air Service Operator pec: sistemiavioniciespaziali@pec.leonardocompany.com,Leonardo S.p.A. - Divisione Elettronica,Falco Moi,Kg. 650,"0039, 0062",Si,30/06/2022,IT
50911,02/03/2022,2022/04/AO/Rev.00,Skyte S.r.l. pec: skyte@pec.it,ItalDron S.r.l.,8HSE Potenza,Kg. 24,ID8HSE-M23,No,01/01/2023,IT
51098,23/02/2022,AO No. 2021/IT-1139/AO/003/Rev.03,Leonardo S.p.A. - Divisione Elettronica - Air Service Operator pec: sistemiavioniciespaziali@pec.leonardocompany.com,Leonardo Divisione Elettronica,Falco MOI,Kg. 650,"0039, 0062",Si,30/06/2022,IT
51085,31/01/2022,2021/018/AO/Rev.01,InRete Distribuzione Energia S.p.A. pec: inrete_distribuzione@legalmail.it,DJI,Matrice M300 RTK,Kg. 9,#C013U,Si,28/11/2022,IT
50973,27/01/2022,2022/03/AO/Rev.00,Romagna Acque - Società delle Fonti S.p.A. pec: mail@pec.romagnacque.it,APR Italia S.r.l.,Tethys,Kg. 40,Tethys-01,No,26/01/2023,IT
51072,26/01/2022,2021/IT-1139/AO/003/Rev.02,Leonardo S.p.A. - Divisione Elettronica - Air Service Operator pec: sistemiavioniciespaziali@pec.leonardocompany.com,Leonardo Divisione Eletronica,Falco MOI,Kg. 650,"0039, 0062",Si,30/06/2022,IT
50809,19/01/2022,2022/01/AO/Rev.00,e-distribuzione S.p.A. pec: e-distribuzione@pec.e-distribuzione.it,DJI,Mavic 2 Enterprise Dual,"Kg. 1,1",Vari,Si,18/01/2023,IT
50810,19/01/2022,2022/02/AO/Rev.00,e-distribuzione S.p.A. pec: e-distribuzione@pec.e-distribuzione.it,DJI,Dual Matrice 200 V2,"Kg. 6,14",Vari,Si,18/01/2023,IT
50625,20/12/2021,2021/021/AO/Rev.00,Be-Link S.r.l. pec: be-link@pec.it,Be-Link S.r.l.,BL-Talon-180,"Kg. 2,5",BL-FW-001-APR,Si,19/03/2022,IT
50558,10/12/2021,2021/020/AO/Rev.00,ElyTron Aeronautica S.r.l. pec: elytron1@legalmail.it,Elytron Aeronautica S.r.l.,Talisman,"Kg. 24,99",001,No,09/12/2022,IT
50687,01/12/2021,2021/019/AO/Rev.00,TechFly S.n.c. pec: techflysnc@certopec.it,ItalDron S.r.l.,8HSE Potenza,Kg. 24,ID8HSE-M23,No,30/11/2022,IT
50438,29/11/2021,2021/18/AO/Rev.00,InRete Distribuzione Energia S.p.A. pec: inrete_distribuzione@legalmail.it,DJI,Matrice M300 RTK,Kg. 9,#C013EU,Si,28/11/2022,IT
50913,15/11/2021,2021/017/AO/Rev.00,FlyingBasket S.r.l. pec: info@pec.flyingbasket.it,FlyinBasket S.r.l.,FB3,Kg. 170,"001, 002, 004, 005",Si,14/07/2022,IT
51014,15/11/2021,2021/012/AO/Rev.02,FlyingBasket S.r.l. pec: info@pec.flyingbasket.it,FlyingBasket S.r.l.,FB3,Kg. 160,003,Si,10/11/2022,IT
51004,10/11/2021,2021/IT-1139/AO/003/Rev.01,Leonardo S.p.A. - Divisione Elettronica - Air Service Operator pec: sistemiavioniciespaziali@pec.leonardocompany.com,Leonardo S.p.A. - Divisione Elettronica,Falco MOI,Kg. 650,"0039, 0062",Si,30/06/2022,IT
50976,22/10/2021,2021/016/AO/Rev.00,AeroVision S.r.l. pec: aerovision@pec.it,Parrot,Bepop2,"Kg. 0,79",Sciame,No,26/10/2021,IT
50951,19/10/2021,2021/015/AO/Rev.00,ReD Tech S.r.l. pec: augustoclaudio.derghi@legalmail.it,DJI,Matrice 210 V1,"Kg. 6,14",ReD-Tech MA210-V1 (095XF9R00200CS-0JFK6009R6),Si,18/10/2022,IT
50972,08/10/2021,2021/012/AO/Rev.01,FlyingBasket S.r.l. pec: info@pec.flyingbasket.it,FlyingBasket S.r.l.,FB3,Kg. 160,"001, 003, 004",Si,14/07/2022,IT
50648,10/09/2021,2021/014/AO,TeSI S.r.l.  Tecnologie e Servizi Innovativi pec: tesiaero@pec.it,TeSI S.r.l.,Milvus,Kg. 65,X01,No,08/09/2022,IT
50773,03/09/2021,2021/013/AO,Sky Eye Systems S.r.l. pec: skyeyesystems@pec.it,Sky Eye Systems S.r.l.,Rapier X-25,"Kg. 24,9",004skyeye_020921,No,01/09/2022,IT
50854,15/07/2021,2021/012/AO,FlyingBasket S.r.l. pec: info@pec.flyingbasket.it,FlyingBasket S.r.l.,FB3,Kg. 160,"001, 003, 004",Si,14/07/2022,IT
50844,14/07/2021,2021/IT-1139/AO/003,Leonardo S.p.A. - Divisione Elettronica - Air Service Operator pec: sistemiavioniciespaziali@pec.leonardocompany.com,Leonardo S.p.A. - Divisione Elettronica,Falco MOI,Kg. 650,"0039, 0062",Si,30/06/2022,IT
50864,06/07/2021,2021/011/AO,Techno Sky S.r.l. pec: operazioni@technosky.postecert.it,Nimbus S.r.l.,PPL-612 Plus Evo XL,Kg. 15,"001, 004",No,31/07/2022,IT
8575,30/06/2021,2021/010/AO,Redam S.r.l. pec: redam@pec.it,Redam S.r.l.,E-Pteron,Kg. 50,001,No,23/06/2022,IT
50681,01/06/2021,2021/009/AO,UMS Skeldar AG pec: distretto@pec.dtascarl.it,UMS Skeldar,V-150 C,Kg. 150,001,Si,25/06/2021,IT
50586,14/05/2021,2021/008/AO,SiraLab Robotics S.r.l. pec: siralab@pec.it,Siralab,Radon SV,"Kg. 8,5",001,Si,28/05/2021,IT
50597,14/05/2021,2021/IT-1139/AO/002,Tekever II Autonomous Systems Lda pec: tekever@pec-mail.eu,Tekever Autonomous Systems Lda,Tekever Autonomous Systems Lda AR5,Kg. 180,E503,Si,31/12/2021,IT
50700,30/04/2021,2021/IT-1139/AO/001,Leonardo S.p.A. - Divisione Elettronica - Air Service Operator pec: sistemiavioniciespaziali@pec.leonardocompany.com,Leonardo S.p.A. - Divisione Elettronica,Falco MOI,Kg. 650,"0039, 0062",Si,30/06/2022,IT
50765,20/04/2021,2021/007/AO,FlyingBasket S.r.l. pec: info@pec.flyingbasket.it,FlyingBasket S.r.l.,FB3,Kg. 160,002,No,26/07/2021,IT
50725,07/04/2021,2021/006/AO,FlyingBasket S.r.l. pec: info@pec.flyingbasket.it,FlyingBasket S.r.l.,FB3,Kg. 160,"001, 003",No,22/02/2022,IT
50531,02/04/2021,2021/005/AO,SeiKey S.r.l. pec: seikey@pec.it,Acecore Technologies,UA Acecore NOA GCS AC-GS,"Kg. 24,9",APR s/n SK_NOA_01 GCS s/n AC-GS-1100,No,31/03/2022,IT
50389,17/03/2021,2021/004/AO,ItalDron S.r.l. pec: italdronsrl@legalmail.it,ItalDron S.r.l.,Titan,Kg. 5,"IDTitan-M42, ID4Titan-M44",No,18/04/2021,IT
50566,02/03/2021,2021/002/AO,DL Droni S.r.l. pec: dldroni@pec.dldroni.it,DJI,M300-RTK,Kg. 9,DL-M300,Si,26/02/2022,IT
50656,02/03/2021,2021/003/AO,AP74 S.r.l. pec: ap74@pec.it,DJI,M300 RTK,Kg. 9,AP74-M300-001,Si,28/02/2022,IT
50666,23/02/2021,2021/001/AO,FlyingBasket S.r.l. pec: info@pec.flyingbasket.it,FlyingBasket S.r.l.,FB3,Kg. 160,001,No,06/04/2021,IT
