id,article_id,relevance_score,company,country,city,use_case,signal_type,summary,flytbase_mentioned,persons,entities,drop_reason,is_duplicate,status,actions_taken,reviewed_at,dismissed_at,slack_sent_at,created_at,normalized_url,url_fingerprint,enriched_at,drone_docks,prog_value,implementation_date,industry
scored_article_1773770497948_1_1773770528242,article_1773770497948_1,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:02:08.242+00,news.google.com/rss/articles/cbmihgfbvv95cuxpdu42zxviamw4mvmxy2lvnhhldu9vzhpnrnzvmu5edfztls15c1vkrxjvywpaoededehjc1hyuvfsblhewm1gofdkbdjkav81uuzrd1o2vln3x2xxvktraxdfagtsvvlin0hhynj5vzjbcg1elvbzwehiawjtsfrulwstqwlizw,news.google.com/rss/articles/cbmihgfbvv95cuxpdu42zxviamw4mvmxy2lvnhhldu9vzhpnrnzvmu5edfztls15c1vkrxjvywpaoededehjc1hyuvfsblhewm1gofdkbdjkav81uuzrd1o2vln3x2xxvktraxdfagtsvvlin0hhynj5vzjbcg1elvbzwehiawjtsfrulwstqwlizw?oc=5,null,null,null,null,null
scored_article_1773770497948_2_1773770528242,article_1773770497948_2,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:02:08.242+00,news.google.com/rss/articles/cbmiywfbvv95cuxorwr6qnl0mklmmwtnttlxmge1ddfvdur5nm15qkzryuvycwj1dxhbodzeefzjvu9frefirk9tdno0y3dgedzftuzxufzbttb2zvhfujvqahfpmellamvubjhwdg81tge4snfoq3m0wuuyvdfjrerkvmrfvjnwn0hir3vrelv1xzdex2lptxhqylq0unp6t1bougjqdlfarnqzsulounkwmhnfufq2vwvlm1bzzgzlofbiz1ctwhfnwklvtlpiuzfpzey4aw,news.google.com/rss/articles/cbmiywfbvv95cuxorwr6qnl0mklmmwtnttlxmge1ddfvdur5nm15qkzryuvycwj1dxhbodzeefzjvu9frefirk9tdno0y3dgedzftuzxufzbttb2zvhfujvqahfpmellamvubjhwdg81tge4snfoq3m0wuuyvdfjrerkvmrfvjnwn0hir3vrelv1xzdex2lptxhqylq0unp6t1bougjqdlfarnqzsulounkwmhnfufq2vwvlm1bzzgzlofbiz1ctwhfnwklvtlpiuzfpzey4aw?oc=5,null,null,null,null,null
scored_article_1773770497948_3_1773770528242,article_1773770497948_3,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:02:08.242+00,news.google.com/rss/articles/cbmi0wfbvv95cuxqavhms2flwxlms3jzahpummpsafzoadzxeekzsxfrm3rzbm5gbmr6n0hheu41ewz4sknntlvynnvknvvczesxalnhbze3retlq09lsmt2dm5rqurdaxrhdtbinjvlmurorthmnum4stncdnnqbdrjnglidjbudvhhdev0tjfvuwnhtmzbchrtel9sn1pxshfly2j4wurjaepcexvzrllmvzvqowi1s3zpyla4wgjlbhfpmlczsfdjdmzyymfuv01hsdhmcllcr2o0ql9z,news.google.com/rss/articles/cbmi0wfbvv95cuxqavhms2flwxlms3jzahpummpsafzoadzxeekzsxfrm3rzbm5gbmr6n0hheu41ewz4sknntlvynnvknvvczesxalnhbze3retlq09lsmt2dm5rqurdaxrhdtbinjvlmurorthmnum4stncdnnqbdrjnglidjbudvhhdev0tjfvuwnhtmzbchrtel9sn1pxshfly2j4wurjaepcexvzrllmvzvqowi1s3zpyla4wgjlbhfpmlczsfdjdmzyymfuv01hsdhmcllcr2o0ql9z?oc=5,null,null,null,null,null
scored_article_1773770497948_4_1773770528242,article_1773770497948_4,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:02:08.242+00,news.google.com/rss/articles/cbmirgfbvv95cuxqexpqnfa1mzlqazrlx1etlwpnnwdvsfpmtjnqnm9uww1kuy1hvwhyowfjn0tnzhhuqm1flw54u1yxvurusgixovowoejpuky2bky3vfm0ogvhchk2nhdqak83euvqdf9tvdlhre5aofhlvxdjdwhvazf2bxp4a2jqmwjca2w2njztvdl3bgpidwuysklvwwdbm1vwovg3s0nftxvwou13nuozrvu4ree,news.google.com/rss/articles/cbmirgfbvv95cuxqexpqnfa1mzlqazrlx1etlwpnnwdvsfpmtjnqnm9uww1kuy1hvwhyowfjn0tnzhhuqm1flw54u1yxvurusgixovowoejpuky2bky3vfm0ogvhchk2nhdqak83euvqdf9tvdlhre5aofhlvxdjdwhvazf2bxp4a2jqmwjca2w2njztvdl3bgpidwuysklvwwdbm1vwovg3s0nftxvwou13nuozrvu4ree?oc=5,null,null,null,null,null
scored_article_1773770497948_5_1773770528242,article_1773770497948_5,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:02:08.242+00,news.google.com/rss/articles/cbmivwfbvv95cuxptfffcnhhemnwmxgzwlbncfvqsglhqmvdofzobu5ils0yn0j3au9imk1jeg1wchvky2m3mvd0dhjvcdvnmwtlmdjbqujmmf9wwlpnq1fmmf9ndflurulcevbwuxhiagmwn3hitnfmrm9syzfpcdzqzkz5dhhuugq2smnmawtpadvttmg5m3nqotrvdhlibnrttlfrs3nrzjuxqju1we5rn0xewf9xqwnjrjjxzfhwmu9ka204tm54bw,news.google.com/rss/articles/cbmivwfbvv95cuxptfffcnhhemnwmxgzwlbncfvqsglhqmvdofzobu5ils0yn0j3au9imk1jeg1wchvky2m3mvd0dhjvcdvnmwtlmdjbqujmmf9wwlpnq1fmmf9ndflurulcevbwuxhiagmwn3hitnfmrm9syzfpcdzqzkz5dhhuugq2smnmawtpadvttmg5m3nqotrvdhlibnrttlfrs3nrzjuxqju1we5rn0xewf9xqwnjrjjxzfhwmu9ka204tm54bw?oc=5,null,null,null,null,null
scored_article_1773770497948_6_1773770528242,article_1773770497948_6,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:02:08.242+00,news.google.com/rss/articles/cbmirgfbvv95cuxnmla5u0lyexrzbhhtcgzsrfhkchfnqw9mwxjztw04ejfvvjexb0tmdtgteujynfj2whltbeq2bwwwwnnzy2h1yufvrelwevruzwvfnkp3exmzq3hgn05vx2znuhvms2vtzms2dm5xc1vxufz2vhrrr3bhzhvovndux1g2u2d6sf9fne1tu1bmae5xutrpzhr1ovaxqmjkzzlwbdq4efuxcl9stkpommc,news.google.com/rss/articles/cbmirgfbvv95cuxnmla5u0lyexrzbhhtcgzsrfhkchfnqw9mwxjztw04ejfvvjexb0tmdtgteujynfj2whltbeq2bwwwwnnzy2h1yufvrelwevruzwvfnkp3exmzq3hgn05vx2znuhvms2vtzms2dm5xc1vxufz2vhrrr3bhzhvovndux1g2u2d6sf9fne1tu1bmae5xutrpzhr1ovaxqmjkzzlwbdq4efuxcl9stkpommc?oc=5,null,null,null,null,null
scored_article_1773770497948_7_1773770528242,article_1773770497948_7,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:02:08.242+00,news.google.com/rss/articles/cbmijgfbvv95cuxnd3r4ynptzjzhqwpim0zcv1c2sfzwc1lxbtv6tmi5vu1xttfvwtrtr2g2s2resxr6s08wwefls2rhy0q3elb4vlnbeti2wm03cfddnlyyy3jibzc2s1bis1k0dwvwuv9vd2yzswhlzuvarwrnwenyunuwq1oxec1ral9fzfg2um9lofhwm1zn,news.google.com/rss/articles/cbmijgfbvv95cuxnd3r4ynptzjzhqwpim0zcv1c2sfzwc1lxbtv6tmi5vu1xttfvwtrtr2g2s2resxr6s08wwefls2rhy0q3elb4vlnbeti2wm03cfddnlyyy3jibzc2s1bis1k0dwvwuv9vd2yzswhlzuvarwrnwenyunuwq1oxec1ral9fzfg2um9lofhwm1zn?oc=5,null,null,null,null,null
scored_article_1773770497948_8_1773770528242,article_1773770497948_8,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:02:08.242+00,news.google.com/rss/articles/cbmixafbvv95cuxos29pcjrmv2livxlmlvdiegvqa2pkytnbbkzkou5bwuxtdjv0vnzludrtv3lma1ztttrnm1zdn0pjmkw3ovn1ys1kcunxu0hxmfbxbw1cvwg2uetuy0xhdk5zvwxzms1dutnfx1dkefjwewxmotfxbkhydk40cvlqtvjptklodvrka2zorhjyvexzu2lozhzgq096nmdtrmfnzuy1ew1ou3lvvf9htwtycldnaxdvmg5wby1mwnzntxhvunjk,news.google.com/rss/articles/cbmixafbvv95cuxos29pcjrmv2livxlmlvdiegvqa2pkytnbbkzkou5bwuxtdjv0vnzludrtv3lma1ztttrnm1zdn0pjmkw3ovn1ys1kcunxu0hxmfbxbw1cvwg2uetuy0xhdk5zvwxzms1dutnfx1dkefjwewxmotfxbkhydk40cvlqtvjptklodvrka2zorhjyvexzu2lozhzgq096nmdtrmfnzuy1ew1ou3lvvf9htwtycldnaxdvmg5wby1mwnzntxhvunjk?oc=5,null,null,null,null,null
scored_article_1773770497948_9_1773770528242,article_1773770497948_9,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:02:08.242+00,news.google.com/rss/articles/cbmi4gfbvv95cuxndxnwaejwzgpzd1dnbfhrrufxauvpstrandlhqk1sdkwywenqykdvsevaognvzmnoy3vnvthtbuj4nlftuzvkzk12r0e1ovpkemrwb19kudkwduzpqxo0ytrxymjlcw9zv3f1nxjncdhmotnzqw5nmffxa3hardlwalawrddjtzazcfqxetfcnnhuowxlu1lgb0tiu1vqdwnqsgzry0rmmlzqblfdcvl4whryuefxzc1jmgxqyxnmdulfduk2ykrrovhdaxa4tlvud2vvtflswe5oafjlq2fwqkt3,news.google.com/rss/articles/cbmi4gfbvv95cuxndxnwaejwzgpzd1dnbfhrrufxauvpstrandlhqk1sdkwywenqykdvsevaognvzmnoy3vnvthtbuj4nlftuzvkzk12r0e1ovpkemrwb19kudkwduzpqxo0ytrxymjlcw9zv3f1nxjncdhmotnzqw5nmffxa3hardlwalawrddjtzazcfqxetfcnnhuowxlu1lgb0tiu1vqdwnqsgzry0rmmlzqblfdcvl4whryuefxzc1jmgxqyxnmdulfduk2ykrrovhdaxa4tlvud2vvtflswe5oafjlq2fwqkt3?oc=5,null,null,null,null,null
scored_article_1773770497948_10_1773770539276,article_1773770497948_10,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:02:19.276+00,news.google.com/rss/articles/cbmimwfbvv95cuxpsuvpqxvrznnxwxrhz3nymxp2tdvrd1htb3h0tvjytnhzrjnnvghenkrrtzq3dmxarknoqunfuw5hbw5tzkfdcgllczn3s0rzufnicuxuyvlmcvrvwvrqagxzv1h6ylbtmwdpd3hoaw5amu5zwnbiug9dbdfsbwu1qmnzb0nhdnrnnxhryu5twvz6bju2nwfpsdayqq,news.google.com/rss/articles/cbmimwfbvv95cuxpsuvpqxvrznnxwxrhz3nymxp2tdvrd1htb3h0tvjytnhzrjnnvghenkrrtzq3dmxarknoqunfuw5hbw5tzkfdcgllczn3s0rzufnicuxuyvlmcvrvwvrqagxzv1h6ylbtmwdpd3hoaw5amu5zwnbiug9dbdfsbwu1qmnzb0nhdnrnnxhryu5twvz6bju2nwfpsdayqq?oc=5,null,null,null,null,null
scored_article_1773770556207_0_1773770587188,article_1773770556207_0,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:03:07.188+00,news.google.com/rss/articles/cbmiowfbvv95cuxqtjj2r29nujz2aufkv2ptvw4wcw1xrc1ia2nhd2kweejitknzcdq1eg5tsvnmm09vm3pxowr6amhwavbncwk4yki5df9yqurxalzkvhdibjm4awzmlxo2rwvis2rzyzhsoxjkwfzty2fdatqzwdboyxb1qv9uuerhlxvcderksul3cmhdbznkvdyzadj4bfa4s05kb1czzkhfr2tz,news.google.com/rss/articles/cbmiowfbvv95cuxqtjj2r29nujz2aufkv2ptvw4wcw1xrc1ia2nhd2kweejitknzcdq1eg5tsvnmm09vm3pxowr6amhwavbncwk4yki5df9yqurxalzkvhdibjm4awzmlxo2rwvis2rzyzhsoxjkwfzty2fdatqzwdboyxb1qv9uuerhlxvcderksul3cmhdbznkvdyzadj4bfa4s05kb1czzkhfr2tz?oc=5,null,null,null,null,null
scored_article_1773770556207_1_1773770587188,article_1773770556207_1,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:03:07.188+00,news.google.com/rss/articles/cbmirafbvv95cuxnnw40sdldanq4rk5tm2xkr19wwevkt0htafnvlvfjynpwdnu0m0qzwfuzbthis1viulvnvnjivwnkzejywfvsazfybetczxg2uu9evkq2mi1jm0hyuhg0og5ocwkyz2zlc3nrm2xtuevpc2ponkpystdirhjqdei1uznqv3nkegrfavg4nxg1yjvbctrsuu1znjn6umlizfzdymv0u2tqufhxt0nt,news.google.com/rss/articles/cbmirafbvv95cuxnnw40sdldanq4rk5tm2xkr19wwevkt0htafnvlvfjynpwdnu0m0qzwfuzbthis1viulvnvnjivwnkzejywfvsazfybetczxg2uu9evkq2mi1jm0hyuhg0og5ocwkyz2zlc3nrm2xtuevpc2ponkpystdirhjqdei1uznqv3nkegrfavg4nxg1yjvbctrsuu1znjn6umlizfzdymv0u2tqufhxt0nt?oc=5,null,null,null,null,null
scored_article_1773770556207_2_1773770587188,article_1773770556207_2,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:03:07.188+00,news.google.com/rss/articles/cbmieefvx3lxtfbqvwfju0fiddjivjfpykdymm9ud0zdd1ziz1g2utlcbzf3wky3nfhjze5yrk1fnzk4rerua1iyufeyvfdoalriswc1zzvscm0tx0nitljnd0f5n2n1tkfsoc1iswtamu5vwue5tfu1r0zot2fgewhhqg,news.google.com/rss/articles/cbmieefvx3lxtfbqvwfju0fiddjivjfpykdymm9ud0zdd1ziz1g2utlcbzf3wky3nfhjze5yrk1fnzk4rerua1iyufeyvfdoalriswc1zzvscm0tx0nitljnd0f5n2n1tkfsoc1iswtamu5vwue5tfu1r0zot2fgewhhqg?oc=5,null,null,null,null,null
scored_article_1773770556207_3_1773770587188,article_1773770556207_3,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:03:07.188+00,news.google.com/rss/articles/cbmiswfbvv95cuxpeuvtegrwbfhtec1fuevham5fetj3n2vuwthptzhpzmrrqwpzyuqzovnxlvjxn3v2mvixsurumkmyzi1mank1qjaytl8wnnj3etdbvnfpcfjqy1jhtgo0n083zed0a1rtqke0ekp6rjl5whdotjewwuvdrldpuwrnytndlxb5d1ldberdagxzm2rhulbiexbzr2dmcwjszedynhnenmzqcnzsdktin3dms1fydw,news.google.com/rss/articles/cbmiswfbvv95cuxpeuvtegrwbfhtec1fuevham5fetj3n2vuwthptzhpzmrrqwpzyuqzovnxlvjxn3v2mvixsurumkmyzi1mank1qjaytl8wnnj3etdbvnfpcfjqy1jhtgo0n083zed0a1rtqke0ekp6rjl5whdotjewwuvdrldpuwrnytndlxb5d1ldberdagxzm2rhulbiexbzr2dmcwjszedynhnenmzqcnzsdktin3dms1fydw?oc=5,null,null,null,null,null
scored_article_1773770556207_4_1773770587188,article_1773770556207_4,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:03:07.188+00,news.google.com/rss/articles/cbmix0fvx3lxte9zskrvwujwnjn1tkm1rdjzuxljowztb2ludmprzfflukljm2trm2zbr01vu2pkaf9mytnhoujtbuhtzs11yndtejdzt3duvxbstfzbc2jcx0dbr1rrmtc00gfkqvvfexfmtvb4wflfdhrrutlwni1bchheoelfdfrznhfrtzjkau5kbhpyvmfpvkjuegplwfburmtfa3ppwww4zhzsx0y3z2i0vvcttwf2ry1hx0xnm3utouy2udrbtue2txbrra,news.google.com/rss/articles/cbmix0fvx3lxte9zskrvwujwnjn1tkm1rdjzuxljowztb2ludmprzfflukljm2trm2zbr01vu2pkaf9mytnhoujtbuhtzs11yndtejdzt3duvxbstfzbc2jcx0dbr1rrmtc00gfkqvvfexfmtvb4wflfdhrrutlwni1bchheoelfdfrznhfrtzjkau5kbhpyvmfpvkjuegplwfburmtfa3ppwww4zhzsx0y3z2i0vvcttwf2ry1hx0xnm3utouy2udrbtue2txbrra?oc=5,null,null,null,null,null
scored_article_1773770556207_5_1773770587188,article_1773770556207_5,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:03:07.188+00,news.google.com/rss/articles/cbmiqgfbvv95cuxnrlnivvy4bem3dhnyd0mzvtn3albonwjfwu55ve1zvg5uvxdsx2jrrkgtwkdzsjbkwvhfqjb2evn2wnlhogzhoflimuxotljoaxhczc1ms3h0nhi2yzkyz0nylwjbtgq4u2dbv0w4lxi5qmz1zmqydgnkb0nimlzuclzfulrfdnjysehiudzivdr0me1yvmettu5yefmzcgdddwtotvhrm0pvzw,news.google.com/rss/articles/cbmiqgfbvv95cuxnrlnivvy4bem3dhnyd0mzvtn3albonwjfwu55ve1zvg5uvxdsx2jrrkgtwkdzsjbkwvhfqjb2evn2wnlhogzhoflimuxotljoaxhczc1ms3h0nhi2yzkyz0nylwjbtgq4u2dbv0w4lxi5qmz1zmqydgnkb0nimlzuclzfulrfdnjysehiudzivdr0me1yvmettu5yefmzcgdddwtotvhrm0pvzw?oc=5,null,null,null,null,null
scored_article_1773770556207_6_1773770587188,article_1773770556207_6,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:03:07.188+00,news.google.com/rss/articles/cbmihafbvv95cuxou2jzuzbtlxluy1rnowzebk9vt0vfwky2d0vxmmpwwdgxtnrrmwnxre1ja2xmmwmzcjfabs1izjvgylvoa2y5ady0q29ubkz2bed0wfvfz1k0ulpxwlrksdrgwgzzmxdjuljzu253ektzbfzlymhlre9nzfdnthbyzdnjnde,news.google.com/rss/articles/cbmihafbvv95cuxou2jzuzbtlxluy1rnowzebk9vt0vfwky2d0vxmmpwwdgxtnrrmwnxre1ja2xmmwmzcjfabs1izjvgylvoa2y5ady0q29ubkz2bed0wfvfz1k0ulpxwlrksdrgwgzzmxdjuljzu253ektzbfzlymhlre9nzfdnthbyzdnjnde?oc=5,null,null,null,null,null
scored_article_1773770556207_7_1773770587188,article_1773770556207_7,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:03:07.188+00,news.google.com/rss/articles/cbmi3gfbvv95cuxoetl2wu1ut0u0cnjvwvjizgz2wvlptvllz2jwd05mytk5z0jsaguwwulzzhnnu3b3rurhnuezdjrjdjfyvmo0sghlymrhwtvmshhnz2jwveldvffnnudjbg9ztxlwefgzrzzkwkm3zlzmag4wclftaenpzkdiukgtd3lzwwq0c29bagw2sehid0hsmmvzue9idjl4b1vczlhwdzrjukxox3zozlvuclvetvvrz0dhog1xqjloatd4q24yanpovk51zhpjze5xdwloqklesmfwzw0zajvkzke,news.google.com/rss/articles/cbmi3gfbvv95cuxoetl2wu1ut0u0cnjvwvjizgz2wvlptvllz2jwd05mytk5z0jsaguwwulzzhnnu3b3rurhnuezdjrjdjfyvmo0sghlymrhwtvmshhnz2jwveldvffnnudjbg9ztxlwefgzrzzkwkm3zlzmag4wclftaenpzkdiukgtd3lzwwq0c29bagw2sehid0hsmmvzue9idjl4b1vczlhwdzrjukxox3zozlvuclvetvvrz0dhog1xqjloatd4q24yanpovk51zhpjze5xdwloqklesmfwzw0zajvkzke?oc=5,null,null,null,null,null
scored_article_1773770556207_8_1773770587188,article_1773770556207_8,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:03:07.188+00,news.google.com/rss/articles/cbmi5wfbvv95cuxoumjodzrrsndadmmtek56tnbtmxe4wmdpblfsvtdlui1sy3nfwfnnrfvpq1nvnmztu2toekzulwvmrulhwjfqwklowvu3qu1nck9qa2rjmgkwetj3mmdea3jcandwzvnlrnfdmvbjs1nxvndty05amw1jqk5hmfhusjvda3hnrgpzutblewlosw1pqmdyzhvia3pwuzbdmdzhr3hwnkhwswnaq01pndfhc1dwoflvvffzbxhbc0fbnfzxujy0cxl4bjfbbnppmnbkuflvvy1uq1zetwpzwejenu9edhlqaeu,news.google.com/rss/articles/cbmi5wfbvv95cuxoumjodzrrsndadmmtek56tnbtmxe4wmdpblfsvtdlui1sy3nfwfnnrfvpq1nvnmztu2toekzulwvmrulhwjfqwklowvu3qu1nck9qa2rjmgkwetj3mmdea3jcandwzvnlrnfdmvbjs1nxvndty05amw1jqk5hmfhusjvda3hnrgpzutblewlosw1pqmdyzhvia3pwuzbdmdzhr3hwnkhwswnaq01pndfhc1dwoflvvffzbxhbc0fbnfzxujy0cxl4bjfbbnppmnbkuflvvy1uq1zetwpzwejenu9edhlqaeu?oc=5,null,null,null,null,null
scored_article_1773770556207_9_1773770587188,article_1773770556207_9,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:03:07.188+00,news.google.com/rss/articles/cbmifkfvx3lxte9ktnnivzlgohjzuk1ishdlx3j4bmnubldtufd2ngjenwzmv29csg1xstfeaucwymxgmja1szvewkvxmu5wbkxqwwe5ctjobunntfzlu2gwqkrjmvlmdnznnfjvag9vmmqxx1bioxlcekrhbtvuetdcsg5jnznodw,news.google.com/rss/articles/cbmifkfvx3lxte9ktnnivzlgohjzuk1ishdlx3j4bmnubldtufd2ngjenwzmv29csg1xstfeaucwymxgmja1szvewkvxmu5wbkxqwwe5ctjobunntfzlu2gwqkrjmvlmdnznnfjvag9vmmqxx1bioxlcekrhbtvuetdcsg5jnznodw?oc=5,null,null,null,null,null
scored_article_1773771134563_2_1773771214977,article_1773771134563_2,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:13:34.977+00,news.google.com/rss/articles/cbmix0fvx3lxte1jm05uwxfmoenrwhnmrelvqlvbv0rwsgzqsurwd3fdrtz4z0vkwnvrmg5yeglqukjrthrkajdcd0hpqkdsoxa2b2jsbhhhenvdzzfxlvrpd09wcxq0z1f3,news.google.com/rss/articles/cbmix0fvx3lxte1jm05uwxfmoenrwhnmrelvqlvbv0rwsgzqsurwd3fdrtz4z0vkwnvrmg5yeglqukjrthrkajdcd0hpqkdsoxa2b2jsbhhhenvdzzfxlvrpd09wcxq0z1f3?oc=5,null,null,null,null,null
scored_article_1773770556207_10_1773770603800,article_1773770556207_10,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:03:23.8+00,news.google.com/rss/articles/cbmitwfbvv95cuxpd3c2wfvhwfpdzkdeqxzjrzlbwu5zazc1b3zmz09etfnksddzmkfravrrrnfms3mxlukzbuzhrjdzc3qzy3lxq1jwzznnv2p0yu95vtzmsvnjugpfcw5vce01yi1nbkvwr0pvdekzne8wmensewwzwlpwzxdurmfcn2xcevq1cuhbt240zvbtrgiwbtnemhnwde1wrhpony0yd0ttqk5dagpzsxpznwlnq0gwcwq5v1u,news.google.com/rss/articles/cbmitwfbvv95cuxpd3c2wfvhwfpdzkdeqxzjrzlbwu5zazc1b3zmz09etfnksddzmkfravrrrnfms3mxlukzbuzhrjdzc3qzy3lxq1jwzznnv2p0yu95vtzmsvnjugpfcw5vce01yi1nbkvwr0pvdekzne8wmensewwzwlpwzxdurmfcn2xcevq1cuhbt240zvbtrgiwbtnemhnwde1wrhpony0yd0ttqk5dagpzsxpznwlnq0gwcwq5v1u?oc=5,null,null,null,null,null
scored_article_1773770556207_11_1773770603800,article_1773770556207_11,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:03:23.8+00,news.google.com/rss/articles/cbmitgfbvv95cuxpd1rfue45ykhvthnioej0um0tztfeqmv3q0pnvxrhutjsakrrzjnhz0xjn0xpuezamxh6s2qtvwzld1neofpocxfuqmffzxp2zfzheddoqtizem5qdmniwf9yr0lrtfbwn0ves0ozrmwyelvqm0jsnki1egtrske1x1dstjf2m1ruvnjqmfleu3u2nedlm2fpumnwszburuhmdkjfn1dxumjpvvlstjj1r1lidhvhzw,news.google.com/rss/articles/cbmitgfbvv95cuxpd1rfue45ykhvthnioej0um0tztfeqmv3q0pnvxrhutjsakrrzjnhz0xjn0xpuezamxh6s2qtvwzld1neofpocxfuqmffzxp2zfzheddoqtizem5qdmniwf9yr0lrtfbwn0ves0ozrmwyelvqm0jsnki1egtrske1x1dstjf2m1ruvnjqmfleu3u2nedlm2fpumnwszburuhmdkjfn1dxumjpvvlstjj1r1lidhvhzw?oc=5,null,null,null,null,null
scored_article_1773770556207_12_1773770603800,article_1773770556207_12,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:03:23.8+00,news.google.com/rss/articles/cbmi4gfbvv95cuxpajr2ckr0blpzofaybjv1tkplbe1xanm4rk1qtkzjqvhrnzrucfvbcgjzdxlpamnyxzlvanh2ltbnttuztkltdxvrqtczvewxuw9hnkhyrwfssll6velsb1nnctnls0czbtdpbzfleflysgtzsthvsfluotb6bejsaurxa196ufvsunh6qvzrru5lymhocld3nzjeb0dwni1aalnsaeramuhpanjfvvjmbhbuzuljogpumfu5cutivw9hdgdqsngzue5mztnxs21in2zhwgrgr2rinfl5rgvzqthn,news.google.com/rss/articles/cbmi4gfbvv95cuxpajr2ckr0blpzofaybjv1tkplbe1xanm4rk1qtkzjqvhrnzrucfvbcgjzdxlpamnyxzlvanh2ltbnttuztkltdxvrqtczvewxuw9hnkhyrwfssll6velsb1nnctnls0czbtdpbzfleflysgtzsthvsfluotb6bejsaurxa196ufvsunh6qvzrru5lymhocld3nzjeb0dwni1aalnsaeramuhpanjfvvjmbhbuzuljogpumfu5cutivw9hdgdqsngzue5mztnxs21in2zhwgrgr2rinfl5rgvzqthn?oc=5,null,null,null,null,null
scored_article_1773770661299_0_1773770680120,article_1773770661299_0,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:04:40.12+00,news.google.com/rss/articles/cbmiigfbvv95cuxqdlc1a3dfse0yvkjosewxz3zrz1dlr29ss1jds2swq1ftynvnugrzyljwqwxkwnfktvzdz2pmr0kyquq3vexpb1fteuhedevebzffaeztd3dpanryytbvvf9yntnwsmrpegw3ehpawddmektcrtbicmswmuk0z1nbyjvgqwe5wxzerle,news.google.com/rss/articles/cbmiigfbvv95cuxqdlc1a3dfse0yvkjosewxz3zrz1dlr29ss1jds2swq1ftynvnugrzyljwqwxkwnfktvzdz2pmr0kyquq3vexpb1fteuhedevebzffaeztd3dpanryytbvvf9yntnwsmrpegw3ehpawddmektcrtbicmswmuk0z1nbyjvgqwe5wxzerle?oc=5,null,null,null,null,null
scored_article_1773770661299_1_1773770680120,article_1773770661299_1,0,null,null,null,null,OTHER,null,false,[],[],null,false,new,[],null,null,null,2026-03-17 18:04:40.12+00,news.google.com/rss/articles/cbmiygfbvv95cuxoqxhizc13alvwejzuvfg0c2u2exzjvtbtagnyulpxqkvobuhjy3fyaxjjnw12dth2mzfrtxz1nfl3vwe4dmh2c1vtdkjmv2nivkptwdrbwghgqwvjyw1um3jfzw16odnuag93tutrq0dxue9uc3bvnmhouhhhc3jum2jnmu5yrwttzw1zwnvqs3j3c0i1wu9pnutfmm9zmho3wnpkuvfmblywwfpuafnxzvdrwxbmek9ndjc3dnhenlrkzkrqvvrpaerb,news.google.com/rss/articles/cbmiygfbvv95cuxoqxhizc13alvwejzuvfg0c2u2exzjvtbtagnyulpxqkvobuhjy3fyaxjjnw12dth2mzfrtxz1nfl3vwe4dmh2c1vtdkjmv2nivkptwdrbwghgqwvjyw1um3jfzw16odnuag93tutrq0dxue9uc3bvnmhouhhhc3jum2jnmu5yrwttzw1zwnvqs3j3c0i1wu9pnutfmm9zmho3wnpkuvfmblywwfpuafnxzvdrwxbmek9ndjc3dnhenlrkzkrqvvrpaerb?oc=5,null,null,null,null,null
