id,run_id,source,title,url,normalized_url,snippet,publisher,published_at,resolved_url,created_at,ever_queued,publisher_url
article_1773767630449_17,run_202603171713354,google_news,Stillwater Strong: CEAT drone technology aiding firefighters and first responders - go.okstate.edu,https://news.google.com/rss/articles/CBMi0gFBVV95cUxQVllhS2J1dk5GLU8yZGZDM3VKV1F4cFRRdUlJdzFuZFVaVWloMWxGNjlhRU5kUGx3Ulk0YmZDbC14M1JTVHZzOC1pbEZYZV9QTW9sYVM2MHNELXBoT1lfSGdZVFAtcm9Bbk9Icl80ODRWWWJZUmVoUFdZdlRyZE9ac0x3V1BoNW9EdWNJaEk2YnFvY3JEZnlLb2xsemJwWWxBZlNpUEgzQi1VTkljY0l1Z0tFWXppckNBaFFqb0NRX3lJSEQyS3pjN3MxajV1SVMwdVE?oc=5,news.google.com/rss/articles/cbmi0gfbvv95cuxqvllhs2j1dk5glu8yzgzdm3vkv1f4cfrrduljdzfuzfvavwlomwxgnjlhru5kugx3ulk0ymzdbc14m1jtvhzzoc1pbezyzv9qtw9syvm2mhnelxbot1lfsgdzvfatcm9bbk9icl80odrwwwjzumvoufdzdlryze9ac0x3v1bonw9edwnjaek2ynfvy3jeznllb2xsemjwwwxbzlnpuegzqi1vtkljy0l1z0tfwxppcknbaffqb0nrx3ljseqys3pjn3mxajv1svmwdve,null,go.okstate.edu,2025-10-02 07:00:00+00,null,2026-03-17 17:13:50.449+00,false,null
article_1773767630449_18,run_202603171713354,google_news,"Ondas Holdings: Autonomous Infrastructure In Place For Inflection, But Valuation Warrants Vigilance - Seeking Alpha",https://news.google.com/rss/articles/CBMi2gFBVV95cUxObGNYTi0yYXZKSTh0Yzl0a3hCcFVGWEJJZFZMeG9BT2hoZjZ1QklEZU1tS3pSZVl5RndGc2V3anFXb29LTEk3RmgzSEhkNzhCc2F1d3lCQUVYTXd0RURuZ0NCSjhZVXRaR2xRQWVqbzhCaGMzRXBOdVB0WWVicTh0OFV6TkhFSjR3QkJ1b0FrRWV1cXdQM0JNdmdJRHpIM0p2QzhkX1V4anozdVQzQVN5THNqbVRHRGlnUzdfV21KekRVcVRja2FtN0xmN2otb1dndDhuMFdXaDllZw?oc=5,news.google.com/rss/articles/cbmi2gfbvv95cuxobgnyti0yyxzksth0yzl0a3hccfvgwejjzfzmeg9bt2hozjz1qklezu1ts3pszvl5rndgc2v3anfxb29ltek3rmgzsehknzhcc2f1d3lcquvytxd0ruruz0ncsjhzvxrar2xrqwvqbzhcagmzrxbodvb0wwvicth0ofv6tkhfsjr3qkj1b0frrwv1cxdqm0jndmdjrhpim0p2qzhkx1v4anozdvqzqvn5thnqbvrhrglnuzdfv21kekrvcvrja2ftn0xmn2otb1dnddhumfdxadllzw,null,Seeking Alpha,2025-10-02 07:00:00+00,null,2026-03-17 17:13:50.449+00,false,null
article_1773767630449_28,run_202603171713354,google_news,Reduce Ideaforge Technology Ltd For Target Rs. 500 By JM Financial Services Ltd - Investment Guru,https://news.google.com/rss/articles/CBMixgFBVV95cUxPcE82N2NYVjVmVUxRUjlsUlNCZmNIdXNtMGRJa3p5R2dLNS1WZ3lDNXRjOUV0cnNvdzBDX0x3VXR4Mi1sZFZ4ZUxRbmFnMHU5RzVMaExPUVJmbm5jRWJUUG5TNjNBLWZET3lua2ZJbHlGS0E0WkF5Qk03NldJX3d5QV80YzhXMlV0aXZOQ1IteEtsTDZMcFpvTXFsLUZua0N6ZHZOYzJmVkF1VnpCODZhX3VxMmdNM2lDOXdWS2hUQjM5dXB1Zmc?oc=5,news.google.com/rss/articles/cbmixgfbvv95cuxpce82n2nyvjvmvuxrujlsulnczmnidxntmgrja3p5r2dlns1wz3ldnxrjouv0cnnvdzbdx0x3vxr4mi1szfz4zuxrbmfnmhu5rzvmaexpuvjmbm5jrwjuug5tnjnblwzet3lua2zjbhlgs0e0wkf5qk03nldjx3d5qv80yzhxmlv0axzoq1iteetstdzmcfpvtxfsluzua0n6zhzoyzjmvkf1vnpcodzhx3vxmmdnm2ldoxdws2huqjm5dxb1zmc,null,Investment Guru,2025-09-29 07:00:00+00,null,2026-03-17 17:13:50.449+00,false,null
article_1773767630449_20,run_202603171713354,google_news,"DJI Osmo Pocket 4 Prototype Surfaces, Hints at a Dual-Lens Future for Handheld Filmmaking - TechEBlog -",https://news.google.com/rss/articles/CBMidEFVX3lxTE9RbkdMWkJjcGRYQ3gtOHEwRGEyWDVaenFab2xBNWdRWi1JeUxJTlhmMDdMSWJsMm9fb2ItYmRKdTB1dzBtcHA4SVQzQnpYR2RBVHExVjFnSGFUZXFtdFlKNTZTWDJ4QkZVOXBSY3BlZXNDSjJD?oc=5,news.google.com/rss/articles/cbmidefvx3lxte9rbkdmwkjjcgryq3gtohewrgeywdvaenfab2xbnwdrwi1jeuxjtlhmmddmswjsmm9fb2itymrkdtb1dzbtcha4svqzqnpyr2rbvhexvjfnsgfuzxftdflkntztwdj4qkzvoxbsy3blzxndsjjd,null,TechEBlog -,2025-10-03 07:00:00+00,null,2026-03-17 17:13:50.449+00,false,null
article_1773767630449_22,run_202603171713354,google_news,Islington Police Drone TDA again! - sUAS News,https://news.google.com/rss/articles/CBMibEFVX3lxTE1KNmtCZVRJRENQQWsxV1pEMVJJS3p1cXBxNTdEb3RXOF9KX3k0cjlBM05OdUptcU1kdzFMeUZMM3FQTlVJMTN5SjRISFlmZjFFQWFHQ2IyMzFvQkEtWUtuTXBLUFBZY1NfUGdnYw?oc=5,news.google.com/rss/articles/cbmibefvx3lxte1knmtczvrjrenqqwsxv1pemvjjs3p1cxbxntdeb3rxof9kx3k0cjlbm05oduptcu1kdzfmeuzmm3fqtlvjmtn5sjrisflmzjffqwfhq2iymzfvqketwututxblufbzy1nfugdnyw,null,sUAS News,2025-10-03 07:00:00+00,null,2026-03-17 17:13:50.449+00,false,null
article_1773767630449_26,run_202603171713354,google_news,Drone-as-a-Service Market Estimated to Reach $27 Billion By 2033 as Drone Manufacturers Ramp up Production Efforts - PR Newswire,https://news.google.com/rss/articles/CBMi_gFBVV95cUxNT2VBNVJxSzNhY0hvWXNTa3FKV2xkcmt4S0ZEUXlLX0xaYkhtVjZUUGRfZWIxNnhHa3Z5QlN0VGdZT2ppYUF4eHdLbTY0MzRQT25jeXdkZEtDN09yT29UUGVraEVjMmYtek5PLWppdTZjbklBYTlvdTJzZkExZmtHUmEwVmc5X2MwUEdGaDVTUVcwTENZZnNOaUxTZDBNX09fUmlycnB4OXpCRGM2YVVJWnVhcmNYcDNDanlhRWtyOG5rQ21tbkJXYlQtVjg1OUFEQ3FvY0t0Sko3WDEtYjNpT1NoZ25FaUlWNWd3Tnd0ME95Tzd2bEtyUTYwQUFEQQ?oc=5,news.google.com/rss/articles/cbmi_gfbvv95cuxnt2vbnvjxsznhy0hvwxnta3fkv2xkcmt4s0zeuxllx0xaykhtvjzuugrfzwixnnhha3z5qln0vgdzt2ppyuf4ehdlbty0mzrqt25jexdkzetdn09yt29uugvraevjmmytek5plwppdtzjbklbytlvdtjzzkexzmthumewvmc5x2mwuedgadvtuvcwtenzznnoauxtzdbnx09fumlycnb4oxpcrgm2yvvjwnvhcmnycdndanlhrwtyog5rq21tbkjxylqtvjg1oufeq3fvy0t0sko3wdetyjnpt1noz25faulwnwd3tnd0me95tzd2betyutywqufeqq,null,PR Newswire,2025-10-02 07:00:00+00,null,2026-03-17 17:13:50.449+00,false,null
article_1773767630449_27,run_202603171713354,google_news,"ZenaTech Announces Establishment of Its Global Drone as a Service (DaaS) Business Headquarters in Orlando, Leveraging an Industry Growing at Over 36% Annually - Yahoo Finance",https://news.google.com/rss/articles/CBMilgFBVV95cUxNR3ZzWlZJT29WbmY2eVppS0xIUy1uMUdiRGhpcUJ1RFFZYUloWGR4WUxFZ3lpUXdVRVFFeXdycFBmaXJPN25LcHRmdXc2ekxEM2FKeUdIRUhXeDF3aHNzRmdtWi15VVdsOWswcS1EZFNZcHdQTkpubkRDWnlPMzdsZHY5RkI3VXMwa25jMUxvVkd1eG5OM2c?oc=5,news.google.com/rss/articles/cbmilgfbvv95cuxnr3zzwlzjt29wbmy2evpps0xiuy1umudirghpcuj1rffzyulowgr4wuxfz3lpuxdvrvffexdycfbmaxjpn25lchrmdxc2ekxem2fkeudiruhxedf3ahnzrmdtwi15vvdsowswcs1ezfnzchdqtkpubkrdwnlpmzdszhy5rki3vxmwa25jmuxvvkd1eg5om2c,null,Yahoo Finance,2025-10-02 07:00:00+00,https://finance.yahoo.com/news/zenatech-announces-establishment-global-drone-123000134.html,2026-03-17 17:13:50.449+00,true,null
article_1773767630449_24,run_202603171713354,google_news,"Stellantis Patents In-Vehicle Drone Docking Station, Reviving Jeep’s 2021 Teaser Concept - Yahoo Autos",https://news.google.com/rss/articles/CBMiqwFBVV95cUxPVGRBOEhtNXNzWVYtZTdGZ3RURlAtTHNIRjlxenVPcVJ2TDJVckczcER1dDE4N1ZIWk5oYnlWeUpQNEhNTFIwRlYzTGVFbVhuRmFlazhULWJjZkxNeThhNnBKcmZLcXNVcklNZk9ueGU5T2xiUE9Gb0hPSnRpblVzNko4WmFnTTg0M3E1c3VOQnN0R0FiS0RMRVhlcVZ2cF9ELXdCM2EzdXoyczA?oc=5,news.google.com/rss/articles/cbmiqwfbvv95cuxpvgrboehtnxnzwvytztdgz3rurlatthnirjlxenvpcvj2tdjvckczcer1dde4n1ziwk5oynlweupqnehntfiwrlyztgvfbvhurmflazhulwjjzkxnethhnnbkcmzlcxnvcklnzk9uegu5t2xiue9gb0hpsnrpblvznko4wmfnttg0m3e1c3voqnn0r0fis0rmrvhlcvz2cf9elxdcm2ezdxoycza,null,Yahoo Autos,2025-09-30 07:00:00+00,https://autos.yahoo.com/ev-and-future-tech/articles/stellantis-patents-vehicle-drone-docking-163946274.html,2026-03-17 17:13:50.449+00,false,null
article_1773767630449_25,run_202603171713354,google_news,Stellantis Wants To Put Automated Drones In Your Jeep - CarBuzz,https://news.google.com/rss/articles/CBMif0FVX3lxTFA3TFdxWXVlc3duWFA2eTJ3bFBYRTlxdFlRd1NUaUtTTGVaNUZzSDFJS0hTeVFERmY4T3k4bzZaQThYMjNGcnhWVGNLdUlGVkdObjFxQzMzejVBT0VLbjBCM3NNUlBPbnhWWkJTRzJ0OFUtUXVQdDR6b2JvMHZyT00?oc=5,news.google.com/rss/articles/cbmif0fvx3lxtfa3tfdxwxvlc3duwfa2etj3bfbyrtlxdflrd1nuautttgvanuzzsdfjs0htevfermy4t3k4bzzaqthymjngcnhwvgnldulgvkdobjfxqzmzejvbt0vlbjbcm3nnulbpbnhwwkjtrzj0ofutuxvqddr6b2jvmhzyt00,null,CarBuzz,2025-10-04 07:00:00+00,https://carbuzz.com/stellantis-wants-to-put-automated-drones-in-your-jeep/,2026-03-17 17:13:50.449+00,false,null
article_1773767630449_23,run_202603171713354,google_news,South Africa wants to register every drone and build aerial “highways” - MyBroadband,https://news.google.com/rss/articles/CBMiugFBVV95cUxOSUpyZlh1WDlja0RfbVoyN0Y1SmZaNV9ldkZqOXUwSDhTQ0VaSGEzYlpaUXhoQlk1WnFkTVM4Wjl6ZjFXRER4TXUxc0I0N3ZMYmJoVDFraFI3X1ZWWUdkVzhwdXVVQjJEelFpVjZTVmNVTlM3TXowMkVQdGl4U3FqaWxYREdkZUstODB3aE9aTzRvWjVLVTB3LW1WRWUzZmdKNjl2VnV2X1JVdkFWZERPeUZMRkViMFA0ZXc?oc=5,news.google.com/rss/articles/cbmiugfbvv95cuxosupyzlh1wdlja0rfbvoyn0y1smzanv9ldkzqoxuwsdhtq0vasgezylpauxhoqlk1wnfktvm4wjl6zjfxrer4txuxc0i0n3zmymjovdfrafi3x1zwwudkvzhwdxvvqjjeelfpvjztvmnvtlm3txowmkvqdgl4u3fqawxyredkzustodb3ae9atzrvwjvlvtb3lw1wrwuzzmdknjl2vnv2x1jvdkfwzerpeuzmrkvimfa0zxc,null,MyBroadband,2025-09-30 07:00:00+00,https://mybroadband.co.za/news/gaming/612432-south-africa-wants-to-register-every-drone-and-build-aerial-highways.html,2026-03-17 17:13:50.449+00,false,null
article_1773770250739_8,run_202603171757274,google_news,State of GEODNET Q3 2025 - Messari,https://news.google.com/rss/articles/CBMiX0FVX3lxTE9GQ19tN1VaUVk5blVoR1BrOE1qWHY0aTBzV09vNDJINUdlVUh4M3hGTHA2dHBTTGxpQXBMSTByaG5vYU5xa0NydVRtUHZmQVpFeWdtMmYtU0R6LWRBdXBV?oc=5,news.google.com/rss/articles/cbmix0fvx3lxte9gq19tn1vauvk5blvor1broe1qwhy0atbzv09vndjinudlvuh4m3hgtha2dhbttgxpqxbmstbyag5vyu5xa0nydvrtuhzmqvpfewdtmmytu0r6lwrbdxbv,null,Messari,2025-11-04 08:00:00+00,null,2026-03-17 17:57:30.739+00,false,null
article_1773770250739_9,run_202603171757274,google_news,"John Deere Pickup Truck 2025 Launch Next-Gen Smart Tech, High Efficiency, Mileage &amp; Price Details Revealed - unitechitsolution.in",https://news.google.com/rss/articles/CBMijgFBVV95cUxPTE96cHFDamw1Nm9FYjVJaWlIdXNFUlJ5LXhhVTAwYzNVS1QtcGUtNUp1ZW9UV2N4bXpVQVBSc2hUS2pyR0hiQkY2c21qcDEwQjZaNVFOenRCaXBGNWZTMDh0eHBzWVFnSkc1YUV3Wkg1NEE4N1Q0YWR6QkhZTUotUXVDMjFsc2lnM1NRcGVn?oc=5,news.google.com/rss/articles/cbmijgfbvv95cuxpte96chfdamw1nm9fyjvjawlidxnfulj5lxhhvtawyznvs1qtcgutnup1zw9uv2n4bxpvqvbsc2hus2pyr0hiqky2c21qcdewqjzanvfoenrcaxbgnwztmdh0ehbzwvfnskc1yuv3wkg1nee4n1q0ywr6qkhztuotuxvdmjfsc2lnm1nrcgvn,null,unitechitsolution.in,2025-11-03 08:00:00+00,null,2026-03-17 17:57:30.739+00,false,null
article_1773767630449_30,run_202603171713354,google_news,Matrix Geo Solutions Lists at ₹103.9; Slips Below IPO Price - HDFC Sky,https://news.google.com/rss/articles/CBMickFVX3lxTE93WlcxcGVOaEYtQTVUSnNsYjBNVTlLMzdrMmdPaTl1OW1xcm9YZk5KbU44TWdhWHc0WWhEeWhBSHBheHpiVUQ0cFhBZW8zdHBySVkzRU5ncmZYRmZNUk5ueUpPTWpvbGtlekdydDdsYkFtQQ?oc=5,news.google.com/rss/articles/cbmickfvx3lxte93wlcxcgvoaeytqtvusnnsyjbnvtllmzdrmmdpatl1ow1xcm9yzk5kbu44twdhwhc0wwheewhbshbhehpivuq0cfhbzw8zdhbysvkzru5ncmzyrmznuk5ueupptwpvbgtlekdydddsykftqq,null,HDFC Sky,2025-09-30 07:00:00+00,null,2026-03-17 17:13:50.449+00,false,null
article_1773767630449_31,run_202603171713354,google_news,ZenaTech selects Orlando as headquarters for drone services business - Investing.com,https://news.google.com/rss/articles/CBMiwwFBVV95cUxQSmQ1eEwybnJZMy1PNm1wYjdvX2x4VkJIXzdEYnVGMHlueHFJUnpWeTN5cExoaWhQSmNwTXgxS2U0eW0yTTVsbno1aUxSanNrREJuVFpndktUNlVMUmp4SE50RC1jcnlaNXk4MzJROUx1Wi1PYjRMNFRrTEFtVDU1d3NMZTRDZUJvOFQyOF9ySXVIc0JoQVplMURxYVNuS3hJbHZ4NTNqbmlIQVJXSlpBai0xTkJBS0ppV0FfaDYtSkxsSTA?oc=5,news.google.com/rss/articles/cbmiwwfbvv95cuxqsmq1eewybnjzmy1pnm1wyjdvx2x4vkjixzdeynvgmhluehfjunpwetn5cexoawhqsmnwtxgxs2u0ew0yttvsbno1auxsannrrejuvfpndktunlvmump4se50rc1jcnlanxk4mzjroux1wi1pyjrmnfrrteftvdu1d3nmztrdzujvofqyof9ysxvic0joqvplmurxyvnus3hjbhz4ntnqbmliqvjxslpbai0xtkjbs0ppv0ffadytskxssta,null,Investing.com,2025-10-02 07:00:00+00,null,2026-03-17 17:13:50.449+00,false,null
article_1773767630449_32,run_202603171713354,google_news,"ZenaTech Developing Proprietary Quantum Computing Hardware Platform for Defense, Infrastructure and Drone Fleet Projects - Yahoo Finance",https://news.google.com/rss/articles/CBMimwFBVV95cUxNQ1NhRXEyNjVtRUVrMFFrYTc1aGNEdW5MakYzY015dDJmYmlWbG13SmVYZUQ3MzVhclRsYnVqUWlrRDhHZDJhUVRnekEzZURhc2ZsV1lWdWRIWWFxR09DZUY2d3JJYWVqcUdGZk9hVDFMSzRIUVpXQkN6Qll5b2ZnNU9BWXIwd2J1aFB6ejJXSXlqdDQtTkQyXzFYVQ?oc=5,news.google.com/rss/articles/cbmimwfbvv95cuxnq1nhrxeynjvtruvrmffrytc1agnedw5makyzy015ddjmymlwbg13smvyzuq3mzvhclrsynvquwlrrdhhzdjhuvrnekezzurhc2zsv1lwdwriwwfxr09dzuy2d3jjywvqcudgzk9hvdfmszriuvpxqkn6qll5b2znnu9bwxiwd2j1afb6ejjxsxlqddqttkqyxzfyvq,null,Yahoo Finance,2025-09-30 07:00:00+00,null,2026-03-17 17:13:50.449+00,false,null
article_1773767630449_33,run_202603171713354,google_news,Unusual Machines Secures $12.8M Strategic Logix Order for UAV Components - timothysykes.com,https://news.google.com/rss/articles/CBMif0FVX3lxTE9jZUdCckVmRUpkWDRxcU1nU292QXAyNWFLZDY2STBYSjhobGVMZUlZUnh5cGEzTEpNUzZBNXlsUndsVHhvY0JhazM4bl92WFE2SVhOaGEtMlVCLVh5V3BmWHFaeE1iNmdfVWpjS21HS1VIWUQtWW9kTklIdXdHZlU?oc=5,news.google.com/rss/articles/cbmif0fvx3lxte9jzudcckvmrupkwdrxcu1nu292qxaynwflzdy2stbysjhobgvmzulzunh5cgeztepnuzzbnxlsundsvhhvy0jhazm4bl92wfe2svhoagetmlvclvh5v3bmwhfaee1inmdfvwpjs21hs1viwuqtww9ktklidxdhzlu,null,timothysykes.com,2025-10-04 07:00:00+00,null,2026-03-17 17:13:50.449+00,false,null
article_1773767630449_34,run_202603171713354,google_news,"Matrix Geo Solutions IPO GMP, Grey Market Premium Today - IPO Watch",https://news.google.com/rss/articles/CBMieEFVX3lxTFBWUWx1enJaUllBdnVFcWJTVGhfektfd2ZVRzhvSHVLcGh3THVacjNWTkFvRTRXY3o1dFhpRVpXZXYxeGZVT1hKd1FSNFFRT1lxYmN6N2JEempQYmNEc3FWWTYzOGZVMTdMbk5LVE9Gdzc2T0cyMFJ3Vw?oc=5,news.google.com/rss/articles/cbmieefvx3lxtfbwuwx1enjaullbdnvfcwjtvghfektfd2zvrzhvshvlcgh3thvacjnwtkfvrtrxy3o1dfhprvpxzxyxegzvt1hkd1fsnffrt1lxymn6n2jeempqymnec3fwwtyzogzvmtdmbk5lve9gdzc2t0cymfj3vw,null,IPO Watch,2025-09-30 07:00:00+00,null,2026-03-17 17:13:50.449+00,false,null
article_1773767630449_35,run_202603171713354,google_news,Stocktwits Launches Stocktoberfest with GraniteShares as Title Partner - PR Newswire,https://news.google.com/rss/articles/CBMixAFBVV95cUxQVmpFYUhLMXZCR2dvQjlnTy1hSS1nd1JUQVdLMDdQVVlGY2h4XzR3aWVlV0lDNm5sQUFtSGdIUEdrWmZqdmZVbmFoa2RvVi1nTEFlU2ZITUhYdWh6dE9rdE1yT1puTTV4SEJ6c0FpMWxPYTRHaldPcVJHVVdWOWJKWktYdU83bFlXUGNiQXlNNC1FTVV6YURHYjE1Qm1jeHRsQ2N5d3JHQ2t3Wm81T1dQNHZIb2wwbEtwenU1SmhYS0hiS1lx?oc=5,news.google.com/rss/articles/cbmixafbvv95cuxqvmpfyuhlmxzcr2dvqjlnty1hss1nd1juqvdlmddqvvlgy2h4xzr3awvlv0ldnm5squftsgdiuedrwmzqdmzvbmfoa2rvvi1nteflu2zituhydwh6de9rde1yt1puttv4sej6c0fpmwxpytrhaldpcvjhvvdwowjkwktydu83bflxugniqxlnnc1ftvv6yurhyje1qm1jehrsq2n5d3jhq2t3wm81t1dqnhzib2wwbetwenu1smhys0his1lx,null,PR Newswire,2025-10-01 07:00:00+00,null,2026-03-17 17:13:50.449+00,false,null
article_1773767630449_36,run_202603171713354,google_news,Manufacturing Legacy Meets AAM Innovation - Inside Unmanned Systems,https://news.google.com/rss/articles/CBMiggFBVV95cUxOdVNySFNZVVlRZlpESnFUdkZuQS1NRWx5aXpVbzhxdFVzdk1XcEVIWGFkTmgtOWJxYi1tbVhzT0JSZ1dHcVBMMXBjWW5DU0U4S0JzSk9oVmFULXNjTlBwaDVEU29rbVZQNGF6VGVfN3lMQmFieVpkZmxtRFd1Q1ZNalln?oc=5,news.google.com/rss/articles/cbmiggfbvv95cuxodvnysfnzvvlrzlpesnfudkzuqs1nrwx5axpvbzhxdfvzdk1xceviwgfktmgtowjxyi1tbvhzt0jsz1dhcvbmmxbjww5du0u4s0jzsk9ovmfulxnjtlbwadveu29rbvzqngf6vgvfn3lmqmfievpkzmxtrfd1q1znalln,null,Inside Unmanned Systems,2025-10-03 07:00:00+00,null,2026-03-17 17:13:50.449+00,false,null
article_1773767630449_4,run_202603171713354,google_news,AUVSI Accredits BlackSea as First Training Provider for Trusted UMS Operator™ Certification - AUVSI,https://news.google.com/rss/articles/CBMiugFBVV95cUxNaDJ1N1hHQXZLcWt6NElWQXVQM2VuSXBMWi1CWDJ1X2lJaDZRWjV4eUNOZV9IZ2JHZ3ltcDJDbzNoZFhROW5iRHpGX0twdlFIUVM4ekJ1OWltOUFadnE4SkZLdXZORVJwSE5nX2NBQVpOZDc4by1VTUtSUHVqOTNMMWFEY3FRaXJobWYtYUwwQnVYcDhzZjRxcmVNWnd2dXl6TGxCZWtHQXFpT1pCZURxaTJ2dnRCZnRtT3c?oc=5,news.google.com/rss/articles/cbmiugfbvv95cuxnadj1n1hhqxzlcwt6nelwqxvqm2vusxbmwi1cwdj1x2ljadzrwjv4eunozv9iz2jhz3ltcdjdbznozfhrow5irhpgx0twdlfiuvm4ekj1owltoufadne4skzldxzorvjwse5nx2nbqvpozdc4by1vtutsuhvqotnmmwfey3fraxjobwytyuwwqnvycdhzzjrxcmvnwnd2dxl6tgxczwthqxfpt1pczurxatj2dnrcznrtt3c,null,AUVSI,2025-09-30 07:00:00+00,null,2026-03-17 17:13:50.449+00,true,null
article_1773767630449_29,run_202603171713354,google_news,“Drones support Indian farmers with efficient crop management” - FreshPlaza,https://news.google.com/rss/articles/CBMiugFBVV95cUxNUjRqcnBuUWJDeWx0UlpLNzROempzRk1pdHJ2ZWNqRlNRWkJjeFJzdlpxYkdtN3FBa2p3SEgyRDl4ZkxGY0NmSDQwY0xLVlhZa2tBT3B4WUdwdWl6ZzNINzVyM2hxeEJUOUZBdjVfRW5MUk4yNW93ZHlWWllhRUctSzNFMHI0UG1MaHc2WllrUlpSTGZBWDhHMFVDYkstQ1hYWWNpWHlDcGJtczRKUW9wMXZWQUhWWTJIVVE?oc=5,news.google.com/rss/articles/cbmiugfbvv95cuxnujrqcnbuuwjdewx0ulplnzroempzrk1pdhj2zwnqrlnrwkjjefjzdlpxykdtn3fba2p3segyrdl4zkxgy0nmsdqwy0xlvlhza2tbt3b4wudwdwl6zzninzvym2hxeejuouzbdjvfrw5muk4ynw93zhlwwllhructsznfmhi0ug1mahc2wllrulpstgzbwdhhmfvdykstq1hywwnpwhldcgjtczrkuw9wmxzwquhwwtjivve,null,FreshPlaza,2025-10-01 07:00:00+00,https://www.freshplaza.com/north-america/article/9770825/drones-support-indian-farmers-with-efficient-crop-management/,2026-03-17 17:13:50.449+00,true,null
article_1773767630449_6,run_202603171713354,google_news,‘Drone as First Responder’: Remote drones can assess scenes before Toledo police arrive - WTVG,https://news.google.com/rss/articles/CBMitgFBVV95cUxOZHZxa0FMQ0ZPM2FsNGtOLVdfWjJBd1RwQzBkWWhCampodDF2SzlpQ0taSXF6MlpEdVVNanNPZzNJWVA5enZoWjJoWDFfSkNqZldWN0hPT1JPM1NWbks2MXVpZTBkY2R3MVVHZ0QxaFUtek5XNVdyUUZoa2U5dzhucnF5WURXY095YldGREx4alRoQmVzNG1jdlMwYzB5cFQxSGVnMFE4NXpmX21La3g2b2k3V0J1d9IBygFBVV95cUxPM1RtaFNWcXNrYXU1QVRXQlB6d19yLVVGNG8zQ2NWX3dwZ1F6amRTdnNxTVVaOVN6LUUxaXlvUU5ncC1TdmV5aGhya1Bja3VrdUhPV285dHlrd3IxMWVMam4zVFBfa25oSkd6QVpzQTlILXhpVEwzN3ZTZmxwZUYyaXZsNC1ZdVJsRTJKUnNnQzU0WEdfQkhZS3NRZmstR1NnV3JHcUtBQ01waXdfcHJPYXN1bms1OGxiODhLSVZjeU9YZlN0RC1MZ3ln?oc=5,news.google.com/rss/articles/cbmitgfbvv95cuxozhzxa0fmq0zpm2fsngtolvdfwjjbd1rwqzbkwwhcampoddf2szlpq0tasxf6mlpedvvnannpzznjwva5enzowjjowdffsknqzldwn0hpt1jpm1nwbks2mxvpztbky2r3mvvhz0qxafutek5xnvdyuuzoa2u5dzhucnf5wurxy095yldgrex4alroqmvzng1jdlmwyzb5cfqxsgvnmfe4nxpmx21la3g2b2k3v0j1d9ibygfbvv95cuxpm1rtafnwcxnryxu1qvrxqlb6d19ylvvgng8zq2nwx3dwz1f6amrtdnnxtvvaovn6luuxaxlvuu5ncc1tdmv5aghya1bja3vrduhpv285dhlrd3ixmwvmam4zvfbfa25oskd6qvpzqtlilxhpvewzn3ztzmxwzuyyaxzsnc1zdvjsrtjkunnnqzu0wedfqkhzs3nrzmstr1nnv3jhcutbq01waxdfchjpyxn1bms1ogxiodhlsvzjeu9yzln0rc1mz3ln,null,WTVG,2025-10-01 07:00:00+00,null,2026-03-17 17:13:50.449+00,true,null
article_1773767630449_8,run_202603171713354,google_news,Cincinnati police share video showing drone assisting arrest of felony suspect - WLWT,https://news.google.com/rss/articles/CBMikwFBVV95cUxOX0lBTjZFbkVRX0FGeVcxVnNZWXBBdWRhR1lhUlduSHhFQXh0Z2xIT1BkcVMxbFRUcW1hMDIwbS1iUV81ZTNLckJlSWdTSTZzMGJOcTBVOVQ4bGtCci1aZ0VUdUxPQkJQQURfSUJ5Zm9mT1JzOE1vRE1YdUFkbFh1NnNRcEZwLWtYWGVhUGNMbE1wLTg?oc=5,news.google.com/rss/articles/cbmikwfbvv95cuxox0lbtjzfbkvrx0fgevcxvnnzwxbbdwrhr1lhuldushhfqxh0z2xit1bkcvmxbfrucw1hmdiwbs1iuv81ztnlckjlswdtstzzmgjoctbvovq4bgtcci1az0vuduxpqkjqqurfsuj5zm9mt1jzoe1vre1ydufkbfh1nnnrcezwlwtywgvhugnmbe1wltg,null,WLWT,2025-09-30 07:00:00+00,null,2026-03-17 17:13:50.449+00,true,null
article_1773767630449_1,run_202603171713354,google_news,London Drone Flyers – Temporary Danger Area Islington - sUAS News,https://news.google.com/rss/articles/CBMijgFBVV95cUxQdVFVWlIxVXljZnhZRVFtQ0Y5S0NycDdGUDBCY1VaV0NSSURRYVJYbktuX2JuVVdsdmtPZXh6S0lzNFhYNHBpYXFOS3pnZXRTLTRES0VJM0FLeWx5bVVWODE1MExlY3VOZVEta2NfX3NFS21XMXFQNXA3TkRLVEhCbVExdVVURTJ6bTVyVC1R?oc=5,news.google.com/rss/articles/cbmijgfbvv95cuxqdvfvwlixvxljznhzrvftq0y5s0nycddgudbcy1vav0nssurryvjybktux2juvvdsdmtpzxh6s0lznfhynhbpyxfos3pnzxrtltres0vjm0flewx5bvvwode1mexly3vozveta2nfx3nfs21xmxfqnxa3tkrlvehcbvexdvvurtj6btvyvc1r,null,sUAS News,2025-10-05 07:00:00+00,https://www.suasnews.com/2025/10/london-drone-flyers-temporary-danger-area-islington/,2026-03-17 17:13:50.449+00,true,null
