company_name,country,role,dock_models,dock_count,website,linkedin_url,evidence_url_1,source_type_1,evidence_url_2,source_type_2,confidence,notes,_sources
VEC International,UAE,Authorized Dealer,Dock 3,Unknown,N/A,N/A,https://www.tiktok.com/@dji_in_uae/video/7588152866670431505,Social Media Post,https://www.vertiexpo.com/vec-international-fzco-vec-intl,Industry Database,Medium,Authorized DJI Enterprise distributor for UAE and Africa. WhatsApp: +971 50 599 7839. Deploys Dock 3 + FlightHub 2 systems. Founded 2022 with 150+ clients.,Claude
XRTech Group,UAE,Authorized Dealer,Dock 2 Dock 3,Unknown,https://xrtechgroup.com/,https://www.linkedin.com/company/xr-tech-group/,https://xrtechgroup.com/product/dji-dock-2/,Company Website,https://xrtechgroup.com/dji-enterprise-drone/,Company Website,High,Pioneer in drone-in-a-box solutions since 2019. Based Dubai. DJI Enterprise authorized store. UAE reseller listing DJI Dock 2,Claude + ChatGPT
Advexure,USA,Authorized Distributor,"Dock 1, Dock 2, Dock 3",Unknown,https://advexure.com/,https://www.linkedin.com/company/advexure/,https://advexure.com/products/dji-dock-2,Company Website,https://advexure.com/pages/why-advexure,Company Website,High,Primary DJI Authorized Distributor for North America; supplies dealers/resellers; full product range,Claude
Airworx Unmanned Solutions,USA,Authorized Dealer,"Dock 1, Dock 2, Dock 3",Unknown,https://airworxdrone.com/,https://www.linkedin.com/company/airworx,Company Website,https://airworxdrone.com/products/dji-dock-2-with-matrice-3dt-thermal-aircraft-system,Company Website,https://airworxdrone.com/products/dji-dock-3-with-matrice-4dt-aircraft-system,Company Website,High,Claude
Alaska Department of Transportation,USA,Government End-User,Dock 1,Unknown,https://dot.alaska.gov/,https://www.linkedin.com/company/alaska-department-of-transportation/,https://dronedj.com/2023/04/26/alaska-dot-dji-dock-m30/,Industry Article,https://dot.alaska.gov/comm/pressbox/arch2023/PR23-0016.shtml,Government Record,High,First autonomous DJI Dock mission in USA; testing for avalanche monitoring in Juneau,Claude
Candrone,USA,Authorized Dealer,"Dock 2, Dock 3",Unknown,https://candrone.com/,https://www.linkedin.com/company/candrone/,https://candrone.com/collections/buy-dji-dock-2-in-north-america,Company Website,https://candrone.com/blogs/news/dji-dock-2,Company Website,High,North America's Dock 2 authorized dealer; satellite locations across Canada & USA; certified by DJI Enterprise,Claude
DSLR Pros,USA,Authorized Dealer,"Dock 2, Dock 3",Unknown,https://www.dslrpros.com/,https://www.linkedin.com/company/dslrpros/,https://www.dslrpros.com/collections/shop-dji-dock-series,Company Website,https://www.dslrpros.com/products/dslrpros-drone-as-first-responder-bundle,Company Website,High,Master distributor; DFR 2.0 program; enterprise solutions for police/SAR; energy inspection focus,Claude
Drone Doctor USA,USA,Authorized Dealer,Dock 1,Unknown,https://dronedoctorusa.com/,https://www.linkedin.com/company/drone-doctor-usa/,https://dronedoctorusa.com/products/dji-dock,Company Website,https://www.facebook.com/dronedoctorusa/,Social Media Post,Medium,"Las Vegas, NV based; sales, service, and parts; DJI enterprise focus",Claude
Drone Nerds,USA,Authorized Dealer,"Dock 1, Dock 2, Dock 3",Unknown,https://www.dronenerds.com/,https://www.linkedin.com/company/drone-nerds/,https://www.dronenerds.com/collections/dji-dock,Company Website,https://enterprise.dronenerds.com/blog/enteprise-operations/dji-dock-2-official-launch/,Company Website,High,Largest DJI authorized dealer in USA. warehouse in USA. ships all dock models. enterprise solutions. US DJI enterprise dealer with Dock 2 and Dock 3 listings. Also: https://www.dronenerds.com/products/dji-dock-2; Also: https://www.dronenerds.com/collections/dji-dock-3,Claude + ChatGPT
Drone Nerds Enterprise,USA,Reseller,"Dock 2, Dock 3",Unknown,https://enterprise.dronenerds.com/,https://www.linkedin.com/company/drone-nerds/,https://enterprise.dronenerds.com/blog/enteprise-operations/dji-dock-2-official-launch/,Company Website,https://www.dronenerds.com/collections/dji-dock,Company Website,High,Enterprise division of Drone Nerds; blog coverage of Dock 2 launch; full product line,Claude
DroneDeploy,USA,Software Platform,"Dock 1, Dock 2",Unknown,https://www.dronedeploy.com/,https://www.linkedin.com/company/dronedeploy/,https://dronedeploy.com/product/dock-automation,Company Website,https://help.dronedeploy.com/hc/en-us/articles/30927637908247-DJI-dock-provisioning-and-set-up,Company Website,High,Cloud-based drone data platform; DJI Dock automation integration; flight planning support,Claude
Dronefly,USA,Authorized Dealer,"Dock 2, Dock 3",Unknown,https://www.dronefly.com/,https://www.linkedin.com/company/dronefly/,https://www.dronefly.com/collections/dji-dock-series,Company Website,https://www.dronefly.com/products/dji-dock-3,Company Website,High,Authorized dealer; 10+ years experience; serves government and enterprises; full dock product range,Claude
El Paso Police Department,USA,Government End-User,"Dock 1, Dock 2, Dock 3",22,https://www.eppd.org/,https://www.linkedin.com/company/el-paso-police-department/,https://viewpoints.dji.com/blog/coordinated-from-above-how-el-pasos-drone-network-supports-citywide-emergency-response,DJI Case Study,https://dronedj.com/2025/08/26/texas-dji-public-safety-drone/,Industry Article,High,First citywide DJI Dock network in US. 22 docks deployed. response time reduced from 1 hour to minutes. Public safety DFR program reported as operating 22 DJI Dock stations. Also: https://dronexl.co/2025/08/26/dji-docks-el-paso-emergency-response-drone-dfr/,Claude + ChatGPT
Elk Grove Police Department,USA,Government End-User,"Dock 1, Dock 2, Dock 3",3,https://elkgrove.gov/community-safety-programs-and-services/uas-drone-program,https://www.linkedin.com/company/elk-grove-police-department/,https://dronelife.com/2025/02/05/elk-grove-police-receive-first-faa-waiver-for-citywide-400-foot-drone-as-first-responder-operations/,Industry Article,https://www.police1.com/police-products/police-drones/calif-pd-launches-drone-as-a-first-responder-program,Industry Article,High,California; 3 docks citywide; covers 42 square miles; first FAA waiver for citywide 400-foot DFR operations; 1000+ flights,Claude
Enel Green Power,USA,Enterprise End-User,Dock 1,Unknown,https://www.enelgreenpower.com/,https://www.linkedin.com/company/enel-green-power/,https://raptormaps.com/blog-posts/first-ever-dji-dock-(-drone-in-a-box-)-solar-farm-inspection-conducted-in-north-america,Industry Article,https://enterprise-insights.dji.com/blog/dji-dock-solar-inspection-lessons-learned,DJI Case Study,High,"First utility-scale solar inspection in North America; 181 MWdc solar site in Texas; collaborated with DJI, Raptor Maps, UVT",Claude
FlytBase,USA,Software Platform,"Dock 1, Dock 2, Dock 3",Unknown,https://www.flytbase.com/,https://www.linkedin.com/company/flytbase/,https://www.flytbase.com/dji-dock,Company Website,https://enterprise.dji.com/ecosystem/flytbase,DJI Case Study,High,Enterprise drone autonomy platform; primary DJI Dock automation software; FlightHub 2 integration,Claude
Forsyth County Sheriff's Office,USA,Government End-User,Dock 1,Unknown,https://www.forsythsheriff.org/,https://www.linkedin.com/company/forsyth-county-sheriff-office/,https://dronexl.co/2024/01/24/forsyth-county-sheriffs-office-dji-dock/,Industry Article,https://dronexl.co/2024/01/20/forsyth-countys-trial-drone-in-a-dock/,Industry Article,High,North Carolina agency; early adopter; among first 5 agencies globally testing DJI Dock; can deliver AEDs and Narcan,Claude
Fort Wayne Police Department,USA,Government End-User,Dock 2,3,https://www.fwpd.org/,https://www.linkedin.com/company/fort-wayne-police-department/,https://dronelife.com/2025/03/13/the-future-of-drone-as-first-responder-dfr-programs-insights-from-the-national-public-safety-uas-conference/,Industry Article,https://www.police1.com/drones/dfr-in-action-fort-wayne-police-department-air-support-unit,Industry Article,Medium,Operating 3 DJI Dock 2s; 12-officer team; focus coverage on downtown area,Claude
GenPac Drones,USA,Authorized Dealer,"Dock 2, Dock 3",Unknown,https://www.genpacdrones.com/,https://www.linkedin.com/company/genpacdrones/,https://www.genpacdrones.com/product/dji-dock-2/,Company Website,https://www.genpacdrones.com/product/dji-dock-3/,Company Website,High,"Pacific Northwest distributor; enterprise focus; Fairview, OR location; utility/first responder focus",Claude
Gresco Unmanned Autonomous Solutions,USA,Reseller,"Dock 1, Dock 2",Unknown,https://www.gresco.com/,https://www.linkedin.com/company/gresco-unmanned/,https://grescouas.com/item/FB-Enterprise_DJIDock2_3Y,Company Website,https://www.gresco.com/item/CP.EN.00000510.01,Company Website,High,USA-based UAS solutions provider; FlytBase integration; offers FlytBase licensing for DJI Dock,Claude
Hixon Manufacturing & Supply Co.,USA,Authorized Distributor,"Dock 1, Dock 2",Unknown,https://www.hixonmfg.com/,https://www.linkedin.com/company/hixon-manufacturing--supply-co/,https://www.hixonmfg.com/home/dji-enterprise-distributor/,Company Website,https://enterprise.dji.com/find-a-dealer,DJI Case Study,High,Denver and Fort Collins locations; surveying/mapping/construction focus; direct DJI purchase,Claude
Las Vegas Metropolitan Police Department,USA,Government End-User,"Dock 1, Dock 2, Dock 3",38,https://www.lvmpd.com/,https://www.linkedin.com/company/las-vegas-metropolitan-police-department/,https://dronedj.com/2025/08/26/las-vegas-police-drone-program/,Industry Article,https://www.police1.com/real-time-crime-center/photos-lvmpd-unveils-new-fusion-watch-center-drone-skyports,Industry Article,High,"38 dock drones at 13 skyports; largest drone program in US; 10,000+ missions in 2025; remote operation from Fusion Watch Center",Claude
Raptor Maps,USA,Software Platform,Dock 1,Unknown,https://raptormaps.com/,https://www.linkedin.com/company/raptor-maps/,https://raptormaps.com/blog-posts/first-ever-dji-dock-(-drone-in-a-box-)-solar-farm-inspection-conducted-in-north-america,Company Website,https://enterprise.dji.com/ecosystem/raptor-maps,DJI Case Study,High,Solar asset management software partner; mission planning integration for DJI Dock; DJI ecosystem partner,Claude
Tecnicalis,USA,System Integrator,"Dock 2, Dock 3",Unknown,https://tecnicalis.com/,https://www.linkedin.com/company/tecnicalis/,https://viewpoints.dji.com/blog/coordinated-from-above-how-el-pasos-drone-network-supports-citywide-emergency-response,DJI Case Study,https://www.prnewswire.com/news-releases/coordinated-from-above-how-el-paso-uses-dji-docks-for-citywide-emergency-response-and-more-302537653.html,Industry Article,High,El Paso FlightHub 2 On-Premises deployment partner; AWS GovCloud integration; DJI trusted technology partner,Claude
UVT (Uncrewed Aerial Vehicles Technologies),USA,System Integrator,"Dock 1, Dock 2, Dock 3",Unknown,https://www.uvt.us/,https://www.linkedin.com/company/uvt-robotics/,https://www.uvt.us/dji-dock-2,Company Website,https://www.uvt.us/dji-dock-3,Company Website,High,"Nation's leading dock integrator; end-to-end deployment; solar farm inspection, infrastructure monitoring; solar inspection in Texas",Claude
Volatus Aerospace,USA,System Integrator,Dock 3,Unknown,https://volatusaerospace.com/,https://www.linkedin.com/company/volatus-aerospace/,https://volatusdrones.com/products/volatus-aerospace-sentinel-dock-v1,Company Website,https://volatusdrones.com/products/dji-dock-3-with-matrice-4d-copy,Industry Article,High,Sentinel Dock V1 product; Dock 3 with M4D/M4DT; 24/7 security/inspection/emergency response solution,Claude
Volatus Drones,USA,Authorized Dealer,"Dock 2, Dock 3",Unknown,https://volatusdrones.com/,https://www.linkedin.com/company/volatus-drones/,https://volatusdrones.com/collections/dji-dock-3,Company Website,https://volatusdrones.com/products/dji-dock-2,Company Website,High,North America's fastest-growing distributor; end-to-end drone mission support; Sentinel Dock offering,Claude
Wellbots,USA,Reseller,Dock 3,Unknown,https://www.wellbots.com/,https://www.linkedin.com/company/wellbots/,https://www.wellbots.com/products/dji-dock-3,Company Website,https://www.wellbots.com/collections/dji,Company Website,Medium,E-commerce drone retailer; DJI Dock 3 available; request quote model,Claude
C.R. Kennedy,AU,Distributor,Dock 1,Unknown,https://survey.crkennedy.com.au,,https://survey.crkennedy.com.au/rpas-uav-drones/commercial-drones/DJI_Dock,Company Website,,,Medium,Large distributor with dedicated DJI Dock page.,ChatGPT + DJI Resellers
Drone Dock Australia,AU,System Integrator,Dock 1,Unknown,https://www.dronedock.com.au,,https://www.dronedock.com.au/,Company Website,,,Medium,Australian drone-in-a-box specialist with DJI Dock-focused offering.,ChatGPT
EE Group,AU,System Integrator,Dock 1; Dock 2; Dock 3,Unknown,https://www.eegroup.com.au,,https://www.eegroup.com.au/enterprise-dji-dock,Company Website,https://www.eegroup.com.au/dji-dock-3,Company Website,High,"Enterprise solutions provider with DJI Dock, Dock 2 and Dock 3 pages.",ChatGPT
Prisma Technologies,AU,System Integrator,Dock 3,Unknown,https://prismatech.com.au,,https://prismatech.com.au/dji-dock-3-solutions,Company Website,,,Medium,Australian integrator promoting DJI Dock 3 solutions.,ChatGPT
Aerial Solutions,BE,System Integrator,Dock 2; Dock 3,Unknown,https://www.aerialsolutions.be,https://www.linkedin.com/company/aerialsolutions,https://www.aerialsolutions.be/product/dji-dock-2-2/,Company Website,https://www.aerialsolutions.be/product/dji-dock-3/,Company Website,High,Belgian professional drone supplier with DJI Dock 2 and Dock 3 pages.,ChatGPT + DJI Resellers
Avisum BV,BE,System Integrator,Dock 2,Unknown,https://avisum.pssurvey-groep.be,,https://avisum.pssurvey-groep.be/diensten/dji_dock_2/,Company Website,,,Medium,Belgian services firm with dedicated DJI Dock 2 solutions page.,ChatGPT
Geomat,BR,Reseller,Dock 1,Unknown,https://geomat.com.br,,https://geomat.com.br/novos/dji-dock/,Company Website,,,Medium,Brazilian geospatial supplier with DJI Dock page.,ChatGPT
Agile Drone Services,CA,Reseller,Dock 2,Unknown,https://agiledrones.ca,,https://agiledrones.ca/product/dji-dock-2/,Company Website,,,Medium,Canadian drone company listing DJI Dock 2.,ChatGPT
Drone City,CA,Authorized Dealer,Dock 2,Unknown,https://dronecity.ca,,https://dronecity.ca/pages/dji-dock-2,Company Website,https://dronecity.ca/,Company Website,High,Canadian authorized reseller with DJI Dock 2 page and DJI enterprise storefront.,ChatGPT
CopterPro GmbH,DE,Authorized Dealer,Dock 1,Unknown,https://copterpro.de,https://www.linkedin.com/company/copterpro,https://copterpro.de/shop/dji-dock/,Company Website,,,Medium,German dealer with dedicated DJI Dock product page.,ChatGPT + DJI Resellers
Dronivo GmbH,DE,Reseller,Dock 2; Dock 3,Unknown,https://www.dronivo.de,,https://www.dronivo.de/DJI-Dock-2-Komplettloesung-inkl-Schulung-und-Genehmigung,Company Website,https://www.dronivo.de/Dock-3_1,Company Website,High,Offers DJI Dock 2 and Dock 3 packages including training and approvals.,ChatGPT
Geo-Konzept GmbH,DE,Authorized Dealer,Dock 3,Unknown,https://geo-konzept.de,,https://geo-konzept.de/uebersicht-fernerkundung/fernerkundung_produktuebersicht_flugsystemeloesungen_dock-3/,Company Website,,,Medium,Geospatial supplier listing DJI Dock 3 in remote sensing product overview.,ChatGPT
Globe Flight GmbH,DE,Authorized Dealer,Dock 2; Dock 3,Unknown,https://www.globe-flight.de,,https://www.globe-flight.de/DJI-Dock-2-DE,Company Website,https://www.globe-flight.de/DJI-Dock-3-DE,Company Website,High,German DJI enterprise reseller listing both Dock 2 and Dock 3.,ChatGPT + DJI Resellers
MOST Robotics GmbH,DE,System Integrator,Dock 2,Unknown,https://mostrobotics.com,,https://mostrobotics.com/hangar/dji-dock-2,Company Website,,,Medium,Autonomous operations integrator with dedicated DJI Dock 2 page.,ChatGPT
ProFlyCenter / Solectric GmbH,DE,System Integrator,Dock 1,Unknown,https://proflycenter.com,,https://proflycenter.com/en/morgen-findet-der-erste-vollautomatisierte-drohnenflug-in-deutschland-statt-dji-dock.htm,Industry Article,,,Medium,Promoted one of the first fully automated DJI Dock flights in Germany.,ChatGPT
DJI Store Italia,IT,Authorized Dealer,Dock 1; Dock 2,Unknown,https://www.dji-store.it,,https://www.dji-store.it/prodotto/djdok2/,Company Website,https://www.dji-store.it/prodotto/dji-dock-m30t-dock-version/,Company Website,High,Italian DJI store with dedicated pages for DJI Dock 2 and original Dock bundle.,ChatGPT
Dron-e,IT,Reseller,Dock 1,Unknown,https://dron-e.it,,https://dron-e.it/it/categoria-prodotto/drone-dock/dji-dock/,Company Website,,,Medium,Italian seller with DJI Dock category page.,ChatGPT
Drone Store Italia,IT,Reseller,Dock 2,Unknown,https://www.drone-store.it,,https://www.drone-store.it/prodotto/dji-dock-2/,Company Website,,,Medium,Italian reseller listing DJI Dock 2.,ChatGPT
Drone Station (Polaris Export),JP,Reseller,Dock 3,Unknown,https://www.drone-station.net,,https://www.drone-station.net/products/detail.php?product_id=24716,Company Website,,,Medium,Japanese reseller listing DJI Dock 3.,ChatGPT
Drosatsu,JP,Reseller,Dock 3,Unknown,https://drosatsu.jp,,https://drosatsu.jp/blogs/information/drosatsu-buy,Company Website,,,Medium,Japanese drone seller content explicitly mentioning DJI Dock 3 sales.,ChatGPT
Hovering Online,JP,Reseller,Dock 2,Unknown,https://www.hoveringonline.com,,https://www.hoveringonline.com/user_data/dock2,Company Website,,,Medium,Japanese enterprise drone store with DJI Dock 2 feature page.,ChatGPT
RC Air Stage,JP,Reseller,Dock 3,Unknown,https://www.rc-airstage.com,,https://www.rc-airstage.com/product_info.php/products_id/23186,Company Website,,,Medium,Japanese reseller listing DJI Dock 3.,ChatGPT
"Sekido Co., Ltd.",JP,Authorized Dealer,Dock 2; Dock 3,Unknown,https://sekido-rc.com,,https://sekido-rc.com/?gid=3003002&mode=grp,Company Website,https://sekido-rc.com/?gid=3063357&mode=grp,Company Website,High,Japanese enterprise dealer with product group pages for DJI Dock 2 and Dock 3.,ChatGPT
DJI ARS Polska,PL,Authorized Dealer,Dock 3,Unknown,https://dji-ars.pl,,https://dji-ars.pl/product-pol-51057-Stacja-dokujaca-DJI-Dock-3.html,Company Website,,,Medium,Polish DJI reseller listing DJI Dock 3.,ChatGPT
FlyStore,PL,Authorized Dealer,Dock 2; Dock 3,Unknown,https://flystore.pl,,https://flystore.pl/dji-enterprise-dock-2,Company Website,https://flystore.pl/stacje-dji-dock,Company Website,High,Polish authorized DJI Enterprise reseller with Dock 2 and Dock 3 category pages.,ChatGPT
NaviGate,PL,Reseller,Dock 2,Unknown,https://navigate.pl,,https://navigate.pl/produkt/dji-dock-2/,Company Website,,,Medium,Polish reseller listing DJI Dock 2.,ChatGPT
Soltech,PL,Reseller,Dock 2,Unknown,https://sklepsoltech.pl,,https://sklepsoltech.pl/pl/p/Stacja-dokujaca-DJI-Dock-2/2915,Company Website,,,Medium,Polish reseller listing DJI Dock 2.,ChatGPT
Avetics Global,IN,Authorized Dealer,Dock 1; Dock 2,Unknown,https://www.avetics.com,,https://www.avetics.com/dji-dock,Company Website,https://www.avetics.com/dji-dock-2,Company Website,High,Singapore DJI channel partner with dedicated DJI Dock and Dock 2 pages.,ChatGPT
Afri Air,CA,Reseller,Dock 2; Dock 3,Unknown,https://aadrones.co.za,,https://aadrones.co.za/product/dji-dock-2/,Company Website,https://aadrones.co.za/product/dji-dock-3/,Company Website,High,South African drone supplier with DJI Dock 2 and Dock 3 pages.,ChatGPT
GoThermal,CA,Reseller,Dock 2,Unknown,https://www.gothermal.co.za,,https://www.gothermal.co.za/products/dji-dock-2-with-dji-matrice-3dt,Company Website,,,Medium,South African thermal and drone supplier with DJI Dock 2 bundle listing.,ChatGPT
HDRT,CA,Authorized Dealer,Dock 2,Unknown,https://www.hdrt.co.za,,https://www.hdrt.co.za/dji-dock-2,Company Website,https://www.hdrt.co.za/,Company Website,High,South African authorized reseller with DJI Dock 2 page.,ChatGPT
inPC,CA,Reseller,Dock 2,Unknown,https://www.inpc.co.za,,https://www.inpc.co.za/products/dji-dock-2-compact-autonomous-drone-docking-station,Company Website,,,Medium,South African ecommerce listing DJI Dock 2 compact autonomous docking station.,ChatGPT
Bikman Tech,KR,Reseller,Dock 3,Unknown,https://bikmantech.com,,https://bikmantech.com/ko/blogs/blogs/dji-dock-3-top-10-questions-and-answers,Company Website,,,Medium,Korean reseller/integrator publishing DJI Dock 3 product FAQ content.,ChatGPT
Daegu Urban Security Program,KR,Government End-User,Dock 2,Unknown,https://enterprise-insights.dji.com,,https://www.youtube.com/watch?v=8AfZ1n8qzW4,Social Media Post,,,Medium,"DJI Enterprise video highlights DJI Dock 2 use for safer nights in Daegu, South Korea.",ChatGPT
DJI Dron,IN,Reseller,Dock 3,Unknown,https://www.djidron.com,,https://www.djidron.com/,Company Website,,,Medium,Spanish reseller homepage explicitly referencing DJI Dock 3.,ChatGPT
DJI Spain / Drones-Store.es,IN,Distributor,Dock 1,Unknown,https://www.drones-store.es,,https://www.drones-store.es/,Company Website,,,Medium,Spanish official distributor storefront with DJI Dock offering.,ChatGPT
DJI Store Iberia,IN,Authorized Dealer,Dock 1,Unknown,https://www.djistoreiberia.com,,https://www.djistoreiberia.com/,Company Website,,,Medium,Spanish DJI retail site with DJI Dock enterprise product coverage.,ChatGPT
MurciaDrones,IN,Reseller,Dock 1,Unknown,https://www.murciadrones.es,,https://www.murciadrones.es/producto/dji-m30-dock-2/,Company Website,,,Medium,Spanish reseller with DJI Dock bundle listing.,ChatGPT
Drone Association Thailand,TH,Reseller,Dock 2,Unknown,https://droneth.or.th,,https://droneth.or.th/en/product/dji-dock-2/,Company Website,,,Medium,Thailand drone marketplace / association listing DJI Dock 2.,ChatGPT
PHT Intertrade,TH,Reseller,Dock 2,Unknown,https://www.phtintertrade.co.th,,https://www.phtintertrade.co.th/,Company Website,,,Medium,Thailand drone supplier homepage featuring DJI Dock 2.,ChatGPT
Ayfoto,TR,Reseller,Dock 1; Dock 2,Unknown,https://www.ayfoto.com.tr,,https://www.ayfoto.com.tr/urun/dji-dock,Company Website,https://www.ayfoto.com.tr/urun/dji-dock-2-matrice-3td,Company Website,High,Turkish reseller with original DJI Dock and DJI Dock 2 bundle pages.,ChatGPT
GNSS Teknik,TR,Reseller,Dock 3,Unknown,https://www.gnssteknik.com.tr,,https://www.gnssteknik.com.tr/category/iha/dji/dji-dock-3-otomatik-istasyon-unitesi,Company Website,,,Medium,Turkish reseller listing DJI Dock 3 automatic station unit.,ChatGPT
GURIS Teknoloji,TR,Enterprise End-User,Dock 3,Unknown,https://www.guristeknoloji.com,,https://www.santiye.com.tr/guri-s-teknoloji-den-wtip-ve-dronlari-yoneten-dock-3-8552.html,Industry Article,,,Medium,Industry report describes GURIS Teknoloji using DJI Dock 3 in renewable energy inspections.,ChatGPT
Olcen,TR,Reseller,Dock 2,Unknown,https://olcen.com.tr,,https://olcen.com.tr/urun/DJI-Dock-2,Company Website,,,Medium,Turkish reseller listing DJI Dock 2.,ChatGPT
SYD,TR,Reseller,Dock 2,Unknown,https://www.syd.com.tr,,https://www.syd.com.tr/urun/dji-dock-2,Company Website,,,Medium,Turkish reseller listing DJI Dock 2 ground station.,ChatGPT + DJI Resellers
Zafer Guder Aviation & Space,TR,Authorized Dealer,Dock 2,Unknown,https://www.zaferguder.com.tr,,https://www.zaferguder.com.tr/products/dji-dock-2,Company Website,https://www.zaferguder.com.tr/resources/news/dji-dock-2-release,Company Website,High,Turkish DJI Enterprise dealer with product and release pages for DJI Dock 2.,ChatGPT
Aeronex,UAE,Distributor,Dock 1; Dock 2; Dock 3,Unknown,https://www.aeronex.ae,,https://www.aeronex.ae/,Company Website,,,Medium,Middle East DJI Enterprise master sales platform mentioning Dock Series.,ChatGPT
DJI Stores UAE,UAE,Authorized Dealer,Dock 2,Unknown,https://djistores.ae,,https://djistores.ae/product-category/education-industry/enterprise/docks/,Company Website,https://djistores.ae/product/dji-dock-2-m3td/,Company Website,High,UAE DJI retail network with docks category and DJI Dock 2 product page.,ChatGPT
DroneDubai / Airworks,UAE,Reseller,Dock 2,Unknown,https://www.dronedubai.ae,,https://www.dronedubai.ae/dji-dock-2/,Company Website,,,Medium,Dubai-based seller listing DJI Dock 2.,ChatGPT
GNSS.AE,UAE,Authorized Dealer,Dock 1,Unknown,https://gnss.ae,,https://gnss.ae/,Company Website,,,Medium,Dubai-based official DJI Enterprise dealer mentioning docks in enterprise offering.,ChatGPT
Drone Pilot Academy,GB,Reseller,Dock 2,Unknown,https://www.dronepilotacademy.co.uk,,https://www.dronepilotacademy.co.uk/product/dji-dock-2/,Company Website,,,Medium,UK training and drone supplier listing DJI Dock 2.,ChatGPT
Drone Sales UK,GB,Reseller,Dock 3,Unknown,https://dronesales.co.uk,,https://dronesales.co.uk/product/dji-dock-3-dock-only/,Company Website,,,Medium,UK seller listing DJI Dock 3.,ChatGPT
Drone Works UK,GB,Reseller,Dock 3,Unknown,https://droneworksuk.co.uk,,https://droneworksuk.co.uk/products/dji-dock-3-dock-only,Company Website,,,Medium,UK reseller listing DJI Dock 3.,ChatGPT
iRed Limited,GB,Reseller,Dock 2; Dock 3,Unknown,https://store.ired.co.uk,https://www.linkedin.com/company/ired-drones,https://store.ired.co.uk/products/dji-dock-2,Company Website,https://store.ired.co.uk/products/dock-3,Company Website,High,UK reseller with both Dock 2 and Dock 3 product pages.,ChatGPT + DJI Resellers
Adam's Construction & Surveying,USA,Enterprise End-User,Dock 2,Unknown,https://adamscsi.com,,https://enterprise-insights.dji.com/blog/revolutionizing-industries-with-drone-in-a-box-technology-0,DJI Case Study,,,Medium,DJI case study highlighting DJI Dock 2 use in construction and surveying in Texas.,ChatGPT
DJI Colorado,USA,Authorized Dealer,Dock 1,Unknown,https://djicolorado.com,,https://djicolorado.com/,Company Website,,,Medium,US enterprise dealer homepage highlights DJI Dock among featured products.,ChatGPT
Dronny Store USA,USA,Reseller,Dock 3,Unknown,https://www.dronnystoreusa.com,,https://www.dronnystoreusa.com/product-page/dji-dock-3-automated-drone-deployment-station,Company Website,,,Medium,US ecommerce seller listing DJI Dock 3 automated deployment station.,ChatGPT
Greenfield Police Department,USA,Government End-User,Dock 2,Unknown,https://www.cityofgreenfield.org,,https://dronexl.co/2025/05/30/greenfield-police-dji-drone-first-responders/,Industry Article,,,Medium,Public safety deployment of DJI Dock 2 highlighted in DFR reporting.,ChatGPT
US Drone Supply,USA,Reseller,Dock 3,Unknown,https://usdronesupply.com,,https://usdronesupply.com/products/dji-dock-3,Company Website,,,Medium,US reseller listing DJI Dock 3.,ChatGPT
UVT,USA,System Integrator,Dock 3,Unknown,https://www.uvt.us,,https://www.uvt.us/dji-dock-3,Company Website,,,Medium,US drone-in-a-box and UAS integrator with DJI Dock 3 page.,ChatGPT
DronLab Group LTD,AU,Enterprise Dealer,,Unknown,https://dronlab.eu,,https://dronlab.eu,Company Website,,,High,,DJI Resellers
GeoTECH SH.P.K.,AU,Enterprise Dealer,,Unknown,https://www.geotech.al/,https://www.linkedin.com/company/geotech-sh-p-k,https://www.geotech.al/,Company Website,,,High,,DJI Resellers
A & A SECURITY SURVEY,AU,Enterprise Dealer,,Unknown,https://geotrim.al/en/,,https://geotrim.al/en/,Company Website,,,High,,DJI Resellers
GeoLanes GmbH,USA,Enterprise Dealer,,Unknown,https://www.geo-lanes.com,https://www.linkedin.com/company/geolanes,https://www.geo-lanes.com,Company Website,,,High,,DJI Resellers
SmartMultiCopters KG,USA,Enterprise Dealer,,Unknown,https://www.smartmulticopters.at,https://www.linkedin.com/company/smartmulticopters,https://www.smartmulticopters.at,Company Website,,,High,,DJI Resellers
AM Baugeräte HandelsgmbH,USA,Enterprise Dealer,,Unknown,https://www.am-laser.at/,https://www.linkedin.com/company/am-laser-und-bauger%C3%A4te-handels-gmbh,https://www.am-laser.at/,Company Website,,,High,,DJI Resellers
Skyability GmbH,USA,Enterprise Dealer,,Unknown,https://www.skyability.com/,https://www.linkedin.com/company/skyability-gmbh,https://www.skyability.com/,Company Website,,,High,,DJI Resellers
utb Laser und Vermessungstechnik GmbH,USA,Enterprise Dealer,,Unknown,https://www.utb.at,https://www.linkedin.com/company/utb-laser-vermessungstechnik,https://www.utb.at,Company Website,,,High,,DJI Resellers
Revierkönig,USA,Enterprise Dealer,,Unknown,https://revierkoenig.at/,,https://revierkoenig.at/,Company Website,,,High,,DJI Resellers
actirax GmbH,USA,Enterprise Dealer,,Unknown,https://www.spektakulair.at,https://www.linkedin.com/company/spektakulair-at,https://www.spektakulair.at,Company Website,,,High,,DJI Resellers
Geodirect B.V.,BE,Enterprise Dealer,,Unknown,https://www.geodirect.nl,https://www.linkedin.com/company/geodirect-bv,https://www.geodirect.nl,Company Website,,,High,,DJI Resellers
