id,name,dealer_type,priority,address,city,state,country,country_code,continent,phone,email,website,latitude,longitude,linkedin_url
1769,Fowado Technology Group,Enterprise Dealer,high,"333 N Falkenburg Rd B212, Tampa, FL 33619",,Florida,United States,US,North America,+1 689 309 1420,josh@fowadous.com,https://www.fowadotechnologygroup.com/,27.955298,-82.333931,
1770,Frontier Precision Inc,Enterprise Dealer,high,"5569 W Kendall St, Boise, ID 83706",Boise,Idaho,United States,US,North America,208-955-0049,uas@frontierprecision.com,https://www.frontierprecision.com,43.616772,-116.250348,
1771,Anatum GeoMobile Solutions,Enterprise Dealer,high,,DuPage,Illinois,United States,US,North America,800-980-4649,info@agsgis.com,https://www.agsgis.com,41.844377,-87.945889,
1772,Duncan Parnell,Enterprise Dealer,high,"10265 Beach Blvd Jacksonville, FL 32246",Duval,Florida,United States,US,North America,(904) 620-0500,websales@duncan-parnell.com,https://www.duncan-parnell.com/,30.287344,-81.546476,
1773,"Airspace Link, Inc.",Enterprise Dealer,high,"2050 15th St Suite 3-100, Detroit, MI 48216",Delta,Michigan,United States,US,North America,+18007833712,,https://airspacelink.com/,42.328697,-83.074957,
1774,Frontier Precision Inc,Enterprise Dealer,high,"10900 73rd Ave N, Maple Grove, MN 55369",Hennepin,Minnesota,United States,US,North America,763-496-1366,uas@frontierprecision.com,https://www.frontierprecision.com,45.086812,-93.419064,
1775,RDO Equipment Co,Enterprise Dealer,high,"5301 Mark IV Pkwy, Fort Worth, TX 76131",Tarrant,Texas,United States,US,North America,406-796-3791,BEdmonson@rdoequipment.com,https://www.rdoequipment.com/,32.841193,-97.322156,
1776,"Multicopter Warehouse, LLC",Enterprise Dealer,high,,Denver,Colorado,United States,US,North America,303.552.2300,Info@multicopterwarehouse.com,https://www.multicopterwarehouse.com,39.678065,-104.936982,
1777,RDO Equipment Co,Enterprise Dealer,high,"12500 Dupont Ave S, Burnsville, MN 55337",Dakota,Minnesota,United States,US,North America,406-796-3795,mailto:bedmonson@rdoequipment.com,https://www.rdoequipment.com/,44.77769,-93.29733,
1778,"Benchmark Tool Supply, Inc.",Enterprise Dealer,high,"107 Albe Drive Suite C, Newark, Delaware 19702, United States",New Castle,Delaware,United States,US,North America,302-368-2434,sales@benchmarksupply.com,https://benchmarksupply.com/uav/,39.647622,-75.713025,
1779,Duncan Parnell,Enterprise Dealer,high,"1311 Elm Hill Pike Nashville, TN 37210",Davidson,Tennessee,United States,US,North America,(615) 748-1998,websales@duncan-parnell.com,https://www.duncan-parnell.com/,36.143668,-86.7297,
1780,Seiler Instrument and Manufacturing Incorporated,Enterprise Dealer,high,"1255 Hamilton Pkwy, Itasca, IL 60143",Lawrence,Illinois,United States,US,North America,(844)400-1401,sales@seilergeodrones.com,https://www.seilergeodrones.com/,41.9703,-87.981,
1781,Vertical Aspect LLC,Enterprise Dealer,high,"1520 Clay Street  N. Kansas Cty, MO",Knox,Missouri,United States,US,North America,Christian Stallings,sales@verticalaspect.com,https://verticalaspect.com/,39.13725,-94.579946,
1782,"AKDRONE, LLC",Enterprise Dealer,high,"537 Egan Ave. Valdez, AK 996",Valdez-Cordova (CA),Alaska,United States,US,North America,(907) 200-2012,info@akdrone.com,,61.130427,-146.366548,
1783,Hixon Mfg. & Supply Co.,Enterprise Dealer,high,"1001 Smithfield Drive Fort Collins, CO 80524",Larimer,Colorado,United States,US,North America,800.762.5252,,https://www.hixonmfg.com/,40.575307,-105.004514,
1784,Frontier Precision Inc,Enterprise Dealer,high,"8301 Cypress Plaza Drive, #107, Jacksonville, FL 32256",Duval,Florida,United States,US,North America,800-359-3703,uas@frontierprecision.com,https://www.frontierprecision.com,30.24071,-81.596172,
1785,Sitech South,Enterprise Dealer,high,"5701 Country Lakes Drive Suite 12 Ft. Myers, FL 33905",,Florida,United States,US,North America,561-282-8089,info@sitechsouth.com,https://www.sitechsouth.com,26.661025,-81.792492,
1786,Drone Deer Recovery,Enterprise Dealer,high,"7864 Township Rd 671, Dundee, OH 44624",Delaware,Ohio,United States,US,North America,+12344234979,sales@dronedeerrecovery.com,https://www.dronedeerrecovery.com/,40.621734,-81.700552,
1787,Duncan Parnell,Enterprise Dealer,high,"3150 W. Montague Ave., Charleston, SC 29418",Charleston,South Carolina,United States,US,North America,(843) 747-6033,websales@duncan-parnell.com,https://www.duncan-parnell.com/,32.865134,-80.015266,
1788,Seiler Instrument and Manufacturing Incorporated,Enterprise Dealer,high,"29485 Lorie Lane, Wixom, MI 48393",Luce,Michigan,United States,US,North America,(844)400-1401,sales@seilergeodrones.com,https://www.seilergeodrones.com/,42.5083,-83.521,
1789,"RMUS,LLC",Enterprise Dealer,high,,Davis,Utah,United States,US,North America,801.316.3250,sales@rmus.com,https://www.rmus.com,40.923595,-111.897386,
1790,CAMRISE LLC,Enterprise Dealer,high,"685 5th Ave, New York, NY 10022",New York,New York,United States,US,North America,,,https://djinyc.com/,40.760939,-73.975081,
1791,International Trading & Communications Corp,Enterprise Dealer,high,"515 AVE I, Brooklyn, NY 11230",New York,New York,United States,US,North America,9173304449,ITANDC@HOTMAIL.COM,https://www.ibandd.wixsite.com/itandc,40.626862,-73.971742,
1792,Frontier Precision Inc,Enterprise Dealer,high,"1713 Burlington Dr, Bismarck, ND 58504",Burleigh,North Dakota,United States,US,North America,701-222-2030,uas@frontierprecision.com,https://www.frontierprecision.com,46.786643,-100.743954,
1793,Prisma Technologies Pty Ltd,Enterprise Dealer,high,"iAccelerate Centre 239, Innovation Campus, Squires Way, North Wollongong NSW 2500",New South Wales,New South Wales,Australia,AU,Oceania,0242583489,info@prismatech.com.au,https://prismatech.com.au/,-34.401744,150.897824,
1794,SecVision Networks,Enterprise Dealer,high,"560 Church St, North Parramatta NSW 2150",PARRAMATTA,New South Wales,Australia,AU,Oceania,1300500606,,https://secvision.com.au/about-us/,-33.798129,151.003349,
1795,ELK Fish Robotics Pty Ltd,Enterprise Dealer,high,"1/72 Marine Terrace, Fremantle WA 6160",Western Australia,Western Australia,Australia,AU,Oceania,0861107423,,,-32.059316,115.748447,
1796,AGTech360,Enterprise Dealer,high,"297 Spring Creek Rd, Cement Mills QLD 4352",CENTRAL QLD,Queensland,Australia,AU,Oceania,0414886052,,,-28.182333,151.438615,
1797,CLEARWATER CFA PTY LTD,Enterprise Dealer,high,"U8, 1631 Wynnum Rd, Tingalpa Qld 4173",BRIS CITY CNTRY,Queensland,Australia,AU,Oceania,"U8, 1631 Wynnum Rd, Tingalpa Qld 4173",,https://greyman.com.au/,-27.474755,153.131144,
1798,FLIIGHT TECHNOLOGIES PTY LTD,Enterprise Dealer,high,"70/6 Bellambi Ln, Bellambi, New South Wales 2518",,,Australia,AU,Oceania,+(61) 428 279 876,info@fliight.com.au,https://fliight.com.au/contact,-34.362336,150.912571,
1799,D1 STORE PTY LTD,Enterprise Dealer,high,"421 Victoria St, Brunswick VIC 3056澳大利亚",MELBOURNE CITY,Victoria,Australia,AU,Oceania,+61392887882,enterprise@d1store.com.au,https://www.d1store.com.au/,-37.764438,144.953898,
1800,OUTCOMEX PTY LTD,Enterprise Dealer,high,"502/32 Delhi Rd, North Ryde NSW 2113",SYDNEY STREETS,New South Wales,Australia,AU,Oceania,0288793888,,https://www.outcomex.com.au/contact-us/,-33.794352,151.142725,
1801,Night Vision Australia Pty Ltd,Enterprise Dealer,high,"Unit 1/17-19 Green St, Banksmeadow NSW 2019",SYDNEY STREETS,New South Wales,Australia,AU,Oceania,+61292834375,,,-33.944197,151.214147,
1802,Scavenger fire and safety,Enterprise Dealer,high,"8 Panton Rd, Greenfields WA 6210",Western Australia,Western Australia,Australia,AU,Oceania,0895842500,,https://scavengerfiresafety.com.au/,-32.511354,115.745972,
1803,C.R. Kennedy & Company Pty Ltd,Enterprise Dealer,high,"300 Lorimer St, Port Melbourne VIC 3207澳大利亚",MELBOURNE CITY,Victoria,Australia,AU,Oceania,+61398231555,,,-37.824658,144.907112,
1804,Drones For Hire,Enterprise Dealer,high,"25 Glenview St, Paddington NSW 2021澳大利亚",SYDNEY STREETS,New South Wales,Australia,AU,Oceania,+611300029829,,https://dronesforhire.com.au/,-33.879965,151.22505,
1805,Ultimate Positioning Group Pty Ltd,Enterprise Dealer,high,"33 Allison St, Bowen Hills QLD 4006",BRIS CITY CNTRY,Queensland,Australia,AU,Oceania,1800800874,,,-27.439313,153.041364,
1806,ROCKETDNA LTD,Enterprise Dealer,high,"75 Thomas St, Subiaco WA 6008澳大利亚",Western Australia,Western Australia,Australia,AU,Oceania,+61862459194,,https://www.rocketdna.com/,-31.948198,115.835631,
1807,Drone Shop Perth,Enterprise Dealer,high,"7a Goongarrie St, Bayswater WA 6053",Western Australia,Western Australia,Australia,AU,Oceania,08 6278 1333,sales@droneshopperth.com.au,https://droneshopperth.com.au/,-31.920814,115.930529,
1808,RIPPER CORPORATION PTY LTD,Enterprise Dealer,high,"Unit 1a/192 Harbord Rd, Brookvale NSW 2100澳大利亚",SYDNEY STREETS,New South Wales,Australia,AU,Oceania,+61130046747737,,,-33.516643,151.25328,
1809,APTELLA PTY LTD,Enterprise Dealer,high,"42 Enterprise Dr, Bundoora VIC 3083",MELBOURNE CITY,Victoria,Australia,AU,Oceania,+61 3 9930 7190,,https://www.aptella.com/,-37.686076,145.072953,
1810,K. J. ROSS & ASSOCIATES PTY LTD,Enterprise Dealer,high,"131 Leichhardt St, Spring Hill QLD 4000澳大利亚",BRIS CITY CNTRY,Queensland,Australia,AU,Oceania,+611300854063,,https://kjr.com.au/,-27.461903,153.025038,
1811,FieldFly,Enterprise Dealer,high,"1 Eppleston Pl, West Pymble NSW 2073",Australian Capital Territory,Australian Capital Territory,Australia,AU,Oceania,+61 1300398766,hello@fieldfly.com.au,https://fieldfly.com.au/,-33.762216,151.12969,
1812,CORE SECURITY GROUP,Enterprise Dealer,high,"8 Burton St, Cannington WA 6107",Western Australia,Western Australia,Australia,AU,Oceania,0863368080,,https://coresecurity.com.au/,-32.010119,115.924844,
1813,PIONEER AU,Enterprise Dealer,high,"Unit 2/9-11 Chaplin Dr, Lane Cove NSW 2066",SYDNEY STREETS,New South Wales,Australia,AU,Oceania,0296902888,jeffl@pioneer.au,https://www.pioneer.net.au/,-33.808871,151.147554,
1814,Hunt The Night,Enterprise Dealer,high,"2/27 Bate Cl, Pakenham VIC 3810",MELBOURNE CITY,Victoria,Australia,AU,Oceania,+61 1300486444,,,-38.085346,145.509183,
1815,Sphere Communications Pty Ltd,Enterprise Dealer,high,"Bourke Centre, Unit 21, 110/116 Bourke Rd, Alexandria NSW 2015",SYDNEY STREETS,New South Wales,Australia,AU,Oceania,1300846803,,,-33.9127,151.194245,
1816,Joeten Development Inc,Enterprise Dealer,high,,Guam,Guam,Guam,GU,Oceania,(670)483-8845,mike.yang@joetendevelopment.com,https://www.facebook.com/share/roRrDbAN1mcoeU5x/?mibextid=LQQJ4d,15.172123,145.714073,
1817,Drone Optics,Enterprise Dealer,high,"OKA Commercial Center, Fahrenholt Avenue Suite 203, Oka, 96913",Guam,Guam,Guam,GU,Oceania,,,,13.498121,144.77852,
1818,FERNTECH NZ LIMITED,Enterprise Dealer,high,"96 New North Road, Eden Terrace, Auckland",Auckland,Auckland,New Zealand,NZ,Oceania,(09)216-5386,info@djistore.co.nz,https://www.ferntech.co.nz,-36.866446,174.757598,
1819,FERNTECH NZ LIMITED,Enterprise Dealer,high,,South Island,South Island,New Zealand,NZ,Oceania,(03) 599 9132,info@djistore.co.nz,https://www.ferntech.co.nz,-43.537356,172.635937,
1820,PNG IT & SECURITY CONSULTS LIMITED,Enterprise Dealer,high,"WAIGANI, SOUTH WING, 6TH FLOOR THE STRATOS @ SAVANNAH HEIGHTS National Capital District PG, Stratos Ave, 121, Papua New Guinea",Port Moresby,National Capital District (Port Moresby),Papua New Guinea,PG,Oceania,+67583241123,himan@pisctech.com,https://pisctech.com/,-9.439047,147.178526,
1821,HDT GROUP LIMITED,Enterprise Dealer,high,"Av. La Voz del Interior 8821, Parque Empresarial Aeropuerto, Edificio Miralejos Norte, Piso 1, Oficina 1. Córdoba, Argentina",Cordoba,Cordoba,Argentina,AR,South America,+54 9 351 249 1982,ventas@hdt-newforce.com,https://hdt-newforce.com,-31.30679,-64.221248,
1822,AUTOMATION SYSTEMS SA,Enterprise Dealer,high,"Pastor Obligado 1895, B1651 San Martín, Provincia de Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,AR,South America,,,https://automasys.com.ar/,-34.560108,-58.515299,
1823,RUNCO S.A.,Enterprise Dealer,high,"Bernardo de Irigoyen 308 7° piso, C1072AAH Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,AR,South America,54 11 6841-4100,arunco@runco.com.ar,,-34.611979,-58.380439,
1824,DYE Sociedad Anonima,Enterprise Dealer,high,"Av. Mitre 3690, Munro, Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,AR,South America,,,,-34.517966,-58.526555,
1825,GEODESIA Y TOPOGRAFIA SRL,Enterprise Dealer,high,,Santa Cruz de la Sierra,Santa Cruz,Bolivia,BO,South America,3222053,contacto@geotop.bo,https://www.geotop.bo,-17.702064,-63.150768,
1826,Boner Tecnologia,Enterprise Dealer,high,"Rua Javari, 1135 - Renascença, Belo Horizonte - MG, 31130-613",Belo Horizonte,Minas Gerais,Brazil,BR,South America,(31) 3449-6500,cristiano@boner.com.br,https://boner.tec.br/,-19.889196,-43.94256,
1827,Modelismobh Assistencia Tecnica Ltda,Enterprise Dealer,high,"Rua Boaventura, 1836 | Loja 9 e 10, Jaraguá, Belo Horizonte/MG, CEP 31270-310",Belo Horizonte,Minas Gerais,Brazil,BR,South America,(31) 2520-7002,contato@modelismobh.com.br,https://www.modelismobh.com.br,-19.855875,-43.955165,
1828,Xmobots Aeroespacial e Defesa LTDA,Enterprise Dealer,high,"+ 738 m - SP - Rod. Washington Luís, KM 226 - São Carlos, SP, 13571-310",São Carlos,Sao Paulo,Brazil,BR,South America,0800-002-3340,contato@xmobots.com.br,https://xmobots.com.br/,-22.052528,-47.855827,
1829,GOHOBBY FUTURE TECHNOLOGY LTDA,Enterprise Dealer,high,"Av. Engenheiro Luís Carlos Berrini, 105 Cj. 605 – Ed. Thera Office, Brooklin – São Paulo, SP 04571-010",São Paulo,Sao Paulo,Brazil,BR,South America,+551151032333,,https://www.gohobby.com.br/,-23.598633,-46.689411,
1830,Santiago & Cintra Importacao e Exportacao Ltda,Enterprise Dealer,high,"Condomínio Bella Città - Av. Dr. Célso Charuri, 6391 - 3° andar - Jardim Sao Jose, Ribeirão Preto - SP, 14098-510, Brazil",Ribeirão Preto,Sao Paulo,Brazil,BR,South America,+551639658220,,https://santiagoecintra.com.br/,-21.233087,-47.76478,
1831,IATEC PRODUTOS DE TECNOLOGIA LTDA,Enterprise Dealer,high,AV. DAS NACOES UNIDAS 14401 BLOCO C2 TORRE TARUMA CJ2017 BROOKLIN NOVO,São Paulo,Sao Paulo,Brazil,BR,South America,+55(11) 3230-1530,contato@iatecps.com,https://www.iatecps.com/,-23.624359,-46.702665,
1832,XPTO INC TECNOLOGIA LTDA,Enterprise Dealer,high,"R. do Propósito, 130 - Gamboa, Rio de Janeiro - RJ, 20220-530",Rio de Janeiro,Rio de Janeiro,Brazil,BR,South America,(21)974577543,xpto@xptoinc.com.br,https://xptoinc.com.br/,-22.892868,-43.19628,
1833,CPE LOCACAO DE EQUIPAMENTOS TOPOGRAFICOS,Enterprise Dealer,high,"Av. Barão Homem de Melo, 4324 - Estoril, Belo Horizonte - MG, 30494-270",Belo Horizonte,Minas Gerais,Brazil,BR,South America,0800 162 9922,lojavirtual@cpetecnologia.com.br,https://www.cpetecnologia.com.br/,-19.965728,-43.955569,
1834,Digital Sat Distribuidora,Enterprise Dealer,high,"Av. José Alves Cabral, 785 - Nova Esperança, Balneário Camboriú - SC, 88336-030, Brazil",Balneário Camboriú,Santa Catarina,Brazil,BR,South America,(47) 3263-5555,contato@digitalsat.com.br,http://www.digitalsat.com.br/,-27.028061,-48.614233,
1835,DRONE VISUAL,Enterprise Dealer,high,"Av. Paulista, 726 - São Paulo, SP 12345-678",São Paulo,Sao Paulo,Brazil,BR,South America,(11) 3090-1326,contato@dronevisual.com,https://www.dronevisual.com.br/,-23.566463,-46.649831,
1836,Sol Atacadista da Tecnologia Sol Comercio e Servicos da Tecnologia LTDA,Enterprise Dealer,high,"Sia trecho 2 lote 2055/2065 - 3, Brasília - DF, 71200-020",Brasília,Distrito Federal,Brazil,BR,South America,61 2105-0999,Icaro.vale@solatacadista.com.br,https://solatacadista.com.br/nossas-lojas/,-15.802335,-47.970479,
1837,ROUTE 66,Enterprise Dealer,high,"Av. Antonio Adibe Chamas, 86 - Jardim Continental, Jaú - SP, 17212-171",Jaú,Sao Paulo,Brazil,BR,South America,0800-571-6666,joao.samartini@route66.com.br,https://www.route66.com.br/,-22.303798,-48.552993,
1838,NW DRONES COMERCIO E MANUTENCAO DE DRONES LTDA,Enterprise Dealer,high,"Rua da Gloria, 72 - 8th floor - Curitiba - PR - Brazil",Curitiba,Parana,Brazil,BR,South America,0800 148 2000,comercial@nwdrones.com.br,https://www.nwdrones.com.br/,-25.416159,-49.268482,
1839,GEOMAT SOCIEDADE E COMERCIO LTDA,Enterprise Dealer,high,"R. São Paulo, 1071 – 19º andar – Centro Belo Horizonte, MG - CEP: 30.170-907",Belo Horizonte,Minas Gerais,Brazil,BR,South America,(31) 3273-5253,geomat@geomat.com.br,https://geomat.com.br/,-19.922639,-43.940833,
1840,Golden Distribuidora Ltda,Enterprise Dealer,high,"Av. Emb. Macedo Soares, 10735 - 2º Andar - Vila Anastácio, São Paulo - SP, 05035-901, Brazil",São Paulo,Sao Paulo,Brazil,BR,South America,+551136466600,depto.dji@goldendistribuidora.com.br,https://www.goldendistribuidora.com.br/,-23.509942,-46.718641,
1841,EMBRATOP GEOTECNOLOGIAS LTDA,Enterprise Dealer,high,"Av. Dr. Hugo Beolchi, 445 - 13º Andar - Jabaquara, São Paulo - SP, 04310-030, Brazil",São Paulo,Sao Paulo,Brazil,BR,South America,+551150181800,,https://embratop.com.br/,-23.629564,-46.641226,
1842,Zalaquett y Avendaño Limitada,Enterprise Dealer,high,"Avenida Apoquindo 4900 OMNIUM Local #13, Región Metropolitana, Chile",Santiago,Region Metropolitana de Santiago,Chile,CL,South America,,,https://www.dronestore.cl/,-33.409135,-70.57793,
1843,Heliboss Chile,Enterprise Dealer,high,"Pedro de Valdivia Norte 0121, Providencia, Santiago.",Santiago,Region Metropolitana de Santiago,Chile,CL,South America,,,https://www.heliboss.cl,-33.419542,-70.614974,
1844,Summit Agro Chile SpA.,Enterprise Dealer,high,"Apoquindo 5400, oficina 1801-B, Las Condes, SANTIAGO",Santiago,Region Metropolitana de Santiago,Chile,CL,South America,+56942189401,claudio.valdes@summit-agro.com,https://summit-agro.com/cl/es/,-33.40963,-70.572643,
1845,GEOCOM S.A.,Enterprise Dealer,high,"Av. Salvador 1105, 7501275 Santiago, Providencia, Región Metropolitana, Chile",Santiago,Region Metropolitana de Santiago,Chile,CL,South America,+5624803600,ventas@geocom.cl,https://www.geocom.cl,-33.443617,-70.623741,
1846,DRONE NERDS TECH SAS,Enterprise Dealer,high,"Cra. 11 #98-7 Local 7, Bogotá, 哥伦比亚",Bogotá  D.C.,"Bogota, D.C.",Colombia,CO,South America,,,,4.681378,-74.044312,
1847,Drone Nerds Inc.,Enterprise Dealer,high,Cra 11 #98-07 of 703 Edificio Pijao,Bogotá  D.C.,"Bogota, D.C.",Colombia,CO,South America,(57) 304 409 0155,contacto@dronenerdslatam.com,,4.682054,-74.044293,
1848,Mall de Tecnologia TECHMALL S.A,Enterprise Dealer,high,"Edificio ZYRA Planta Baja Local #6, Av. 6 de Diciembre y Gaspar Cañero, Quito, Ecuador",Quito,Pichincha,Ecuador,EC,South America,+593986900000,pmoreno@grupotechmall.com,,-0.182166,-78.478587,
1849,Hobby Store Ecuador,Enterprise Dealer,high,Juan Leon Mera N2341 Quito Pichincha Ecuador,Quito,Pichincha,Ecuador,EC,South America,02 222 6143,raul@hobbyecuador.com,https://hobbyecuador.com/,-0.202793,-78.493137,
1850,Hobby Store Ecuador,Enterprise Dealer,high,,Guayas,Guayas,Ecuador,EC,South America,998111888,raul@hobbyecuador.com,https://hobbyecuador.com/,-2.171712,-79.908407,
1851,Mall de Tecnologia TECHMALL S.A,Enterprise Dealer,high,"Local 217 Piso 1, Centro Comercial Oro Plaza, Av. 25 de Junio, Machala, Ecuador",El Oro,El Oro,Ecuador,EC,South America,+593986900000,pmoreno@grupotechmall.com,,-3.256663,-79.95736,
1852,Mall de Tecnologia TECHMALL S.A,Enterprise Dealer,high,"Circunvalacion Sur 414 y las Monjas, Guayaquil, Ecuador",Guayas,Guayas,Ecuador,EC,South America,593986900000,pmoreno@grupotechmall.com,,-2.171753,-79.910028,
1853,DATACONT S.A.C.,Enterprise Dealer,high,,Lima,Lima,Peru,PE,South America,(511)2110909,ventas@datacont.com,https://www.datacont.com,-12.098491,-77.019618,
1854,Que Tal Compra del Perú S.A.C.,Enterprise Dealer,high,"Av. República de Panamá 3609, San Isidro 15047 Peru",Lima,Lima,Peru,PE,South America,+51 945912366,sandra.villalobos@quetalcompra.com,https://dji.pe,-12.114447,-77.034191,
1855,"GEODESIA, TOPOGRAFIA Y SERVICIOS SAC",Enterprise Dealer,high,Av. Tomas marsano 2388 Miraflores,Lima,Lima,Peru,PE,South America,962 652 562,contacto@geotop.com.pe,https://geotop.com.pe/,-12.14361,-76.994557,
1856,GOLD LAUREL INTERNATIONAL LIMITED,Enterprise Dealer,high,Juan Max Boettner & San Juan XXIII Uedificio park plaza oficina 13F,Asuncion,Asuncion,Paraguay,PY,South America,,,,-25.28159,-57.565383,
1857,GABA HOBBY S.A.,Enterprise Dealer,high,"Ciudad del Este 100136, Paraguay",Ciudad Del Este,Alto Parana,Paraguay,PY,South America,,,https://www.gabahobby.com/,-25.492195,-54.609846,
1858,VEC INTERNATIONAL-FZCO,Enterprise Dealer,high,"UG-13,A3,IFZA Business Park,Dubai Silicon Oasis",Dubai,Dubayy,UAE,AE,Asia,+971568150656,sales@vecintl.com,https://dronenet.ae/,25.118858,55.37849,
1859,AeroSmart,Enterprise Dealer,high,"Office 203, Al Tayer Commercial Building, Rolla Street, Bur Dubai, UAE",Dubai,Dubayy,UAE,AE,Asia,+97142238380,sales@aerosmart.ae,https://www.aerosmart.ae/,25.259231,55.285241,
1860,MATRIX SOLUTIONS WIRELESS TELECOMMUNICATIONS EQUIPMENT TRADING L.L.C,Enterprise Dealer,high,"M Floor, Galadari Automobiles Bldg, Sheikh Zayed Rd., Dubai, UAE",Dubai,Dubayy,UAE,AE,Asia,+97143529977,info@matrixuvs.com,,25.172678,55.24351,
1861,Avars Trading LLC,Enterprise Dealer,high,"1704,17th Floor, Sidra Tower,Al Sufouh 1 Jumeirah, S Z Road, UAE",Dubai,Dubayy,UAE,AE,Asia,+97142733944,geospatial@gnss.ae,https://gnss.ae/,25.10789,55.178572,
1862,FEDS TRADING  FZE,Enterprise Dealer,high,Expo City Dubai Malaysia Pavilion - Dubai,Dubai,Dubayy,UAE,AE,Asia,+971 4 425 0886,hello@thedronecentre.ae,https://feds.ae/,25.119579,55.377328,
1863,RC Corner Trading LLC,Enterprise Dealer,high,"RC CORNER TRADING LLC, 17th St. B-Block Pastalini Bldg, Umm Ramool, PO Box: 11109, Dubai, United Arab Emirates",Dubai,Dubayy,UAE,AE,Asia,+971 4 3357 899,sales@rccorner.com,https://www.rccorner.ae/,25.236988,55.366444,
1864,Alliance Traffic System LLC,Enterprise Dealer,high,"Chain tower - Unit 1001, 10th Floor - Muroor Rd - beside Mourouj Hotel Apartments - Al Danah - Zone 1 - Abu Dhabi - UAE",Abu Dhabi,Abu Zaby,UAE,AE,Asia,+97124447677,info.alliance.ae,https://www.alliance.ae/,24.477585,54.371186,
1865,BIMEXTECH,Enterprise Dealer,high,"Narimanov dist, 1965th block, Ahmad Rajabli st.41, Baku, Azerbaijan",Baku,Baki,Azerbaijan,AZ,Asia,+994 50 210-80-07,office@bimextech.com,https://www.bimextech.com/,40.414201,49.859347,
1866,安徽顺空科技有限公司,Enterprise Dealer,medium,安徽省合肥市蜀山区望江西路与潜山路交叉口港汇写字楼B座20楼2001-2002,合肥市,安徽省,China,CN,Asia,15905699679,shenxiuyan@dji-sk.com,,31.836029,117.226201,
1867,湖南省自由飞电子科技有限公司,Enterprise Dealer,medium,湖南省长沙市开福区浏阳河街道福元西路96号润和商业广场5栋22001号,长沙市,湖南省,China,CN,Asia,15388960809,,,28.249771,112.991646,
1868,贵州智华同创科技有限公司,Enterprise Dealer,medium,贵州省毕节市七星关区招商花园财智中心7楼,毕节市,贵州省,China,CN,Asia,18108576000,,,,,
1869,甘肃菲尔塔电力工程有限公司,Enterprise Dealer,medium,甘肃省兰州市城关区庆阳路115号澳兰名门B2座2508室,兰州市,甘肃省,China,CN,Asia,17726919817,85184553@qq.com,,,,
1870,承德悦诚智能科技有限公司,Enterprise Dealer,medium,河北省承德市开发区河北石油职业技术大学机电实验楼A座103-11室,承德市,河北省,China,CN,Asia,18631418599,65626280@qq.com,,40.897947,117.962273,
1871,陕西信通智控科技有限公司,Enterprise Dealer,medium,中国陕西省西安市碑林区友谊东路136号天伦·泛太国际2号楼8层802-001室,西安市,陕西省,China,CN,Asia,13571992349,381705965@qq.com,,34.240514,108.971619,
1872,神州万利科技集团有限公司,Enterprise Dealer,medium,北京市朝阳区北辰东路 8 号北辰时代大厦 2408,北京市,北京市,China,CN,Asia,18514298298,,,,,
1873,辽宁川云智能科技集团有限公司,Enterprise Dealer,medium,辽宁省沈阳市和平区三好街94-1号 同方广场A座13层,沈阳市,辽宁省,China,CN,Asia,13386824666,,,41.763574,123.426399,
1874,石家庄优讯科技有限公司,Enterprise Dealer,medium,石家庄市新华区西三庄街道豪威大厦B座1003,石家庄市,河北省,China,CN,Asia,何总18503218988,,,,,
1875,亚城科技（天津）有限责任公司,Enterprise Dealer,medium,天津市滨海高新区华苑产业区海泰信息广场B座602,天津市,天津市,China,CN,Asia,18622663769,zacczh@163.com,,39.090776,117.11751,
1876,蛐蛐（西安）科技有限公司,Enterprise Dealer,medium,陕西省西安市高新区丈八一路绿地领海大厦 B座502 室,西安市,陕西省,China,CN,Asia,15664985588,hu_pengchun@126.com,,34.193212,108.885559,
1877,武汉拓普新科无人机科技有限公司,Enterprise Dealer,medium,湖北省武汉市洪山区文化大道555号融创智谷A6栋2层,武汉市,湖北省,China,CN,Asia,15927033341,,,30.454869,114.32189,
1878,沈阳云奕科技有限公司,Enterprise Dealer,medium,辽宁省沈阳市浑南区上深沟村858-20号，沈阳国际软件园B20-1704,沈阳市,辽宁省,China,CN,Asia,13066717203,yunyi_0728tech@163.com,,41.702769,123.487328,
1879,青海华疆电子科技有限公司,Enterprise Dealer,medium,青海省西宁市城西区同仁路7号7-19室,西宁市,青海省,China,CN,Asia,13897466008,1050600931@qq.com,,36.631764,101.768084,
1880,武汉星斗空间信息技术有限公司,Enterprise Dealer,medium,湖北省武汉市洪山区文化大道555号融创智谷第C8号楼3单元1-2层,武汉市,湖北省,China,CN,Asia,18627126752,435819199@qq.com,,30.453699,114.320149,
1881,苏州光之翼智能科技有限公司,Enterprise Dealer,medium,苏州工业园区泾茂路168号新海宜科技园综合办公楼5号楼144室,苏州市,江苏省,China,CN,Asia,13812910188,,,31.340606,120.666457,
1882,北京凌空远航科技有限公司,Enterprise Dealer,medium,北京市大兴区天华大街5号院13号楼13层1313,北京市,北京市,China,CN,Asia,18511927015,zhabgyu@bjlkyh.cn,,39.120663,117.1637,
